ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
SPOL,2302,Financial Services,"SpareBank 1 Ãstlandet provides various financial products and services to individuals, businesses, public sectors, clubs, and societies. It offers retail and corporate banking services, deposits, loans, savings, advisory, insurance, money-transfer, investment, and pension products and services. The company also provides payment, real estate brokerage and rental, management, accounting and payroll, leasing, financing, HR and consulting, and online and mobile banking services. It has 37 branches, including 21 in Hedmark, 2 in Oppland, 5 in Oslo, and 9 in Akershus. The company was founded in 1845 and is headquartered in Hamar, Norway. SpareBank 1 Ãstlandet is a subsidiary of Sparebankstiftelsen Hedmark.",Hamar,47 91 50 70 50,Norway,[],http://www.sparebank1.no/en/ostlandet/personal.html,1,Strandgata 15,Banks—Regional,,89,88.5,87.58841,0.06426966,0.5395,,89.3,,23059,,89,88.247055,5.72,88.5,,23059,,,,4.58,1585267200,0.83146,,,88.5,2,NOK,13996,,,,10308870144,,,30134,2.8643706,88.5,89.2,,0,13996,101.6,10.022522,,,70.1,89,False,0.0515,0,89.3,OSL,SPAREBANK 1 OSTLAN,SpareBank 1 Østlandet,Europe/Oslo,CEST,False,7200000,EQUITY,SPOL.OL,finmb_12505908,no_market,,14.142,,0.38926998,,0.04952824,,8.88,,115830000,,,139.282,,,,1577750400,0.14663,973000000,8.398,,,0.6389914,0.66322,1640908800,1593475200,,,115617820,50895851520,,,,,,-0.07,,,,,,,,https://logo.clearbit.com/sparebank1.no,1139,10.597762,,,,,570d1e40-e6eb-36fd-94ed-02edf23d7a9a,
STRONG,2005,Industrials,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,47 03254,Norway,[],http://www.strongpoint.com,1,Slynga 10,Business Equipment & Supplies,,17.8,17.65,12.367899,0.03370787,0,,17.7,,63493,,17.8,15.552941,0.6,17.65,,63493,,,,,1556496000,0.566782,,,17.55,2,NOK,12134,,,,779333312,,,105444,0.70592743,17.55,17.65,,406900,12134,19.2,16,,,8.56,17.6,False,,200000,17.7,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.842,,0.018170001,15.037,0.48953974,,1.1,,44280300,,,6.907,,,,1577750400,0.31468,20063000,0.45,,,2.5481396,0.31726,1640908800,1593475200,,,28472734,930098112,,1115596800,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,512,39.111115,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66,
SUSB-ME,6650,Financial Services,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1,BÃ¥rdshaugvegen 7,Banks—Regional,,108,108,106.99275,0.06481481,0.2025,,108,,107,,108,106.588234,7,108,,107,,,,7,1583280000,0.243302,,,108,2,NOK,35,,,,217656720,,,461,1.4130526,108,109,,,35,117,,,,100,107,False,0.0648,,108,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.969,,0.43442002,,-0.031624615,,,,2015340,,,421.213,,,,1577750400,0.03771,66915000,33.203,,,0.25640234,0,1640908800,1585612800,,,1899140,611333248,,,,,,-0.407,,,,,,,,https://logo.clearbit.com/bank.no,,3.2527182,47 71 66 27 27,,,,2e02084b-fec2-35c2-980f-3a238c630cc9,
SUNSB-ME,6600,Financial Services,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",SunndalsÃ¸ra,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1,Sunndalsveien 15,Banks—Regional,,114,114,110.26811,0.07017544,0.296,,114,,121,,114,110.73529,8,114,,121,,,,8,1585267200,0.163578,,,114,2,NOK,300,,,,154713952,,,257,1.6483306,114,115,,,300,117,,,,106,114,False,0.070199996,,114,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.489,,0.37075,,0.0363636,,,,1357140,,,369.061,,,,1577750400,0.015420001,5527000,6.949,,,0.308892,0,1640908800,1585612800,,,931366,421316192,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,16.40524,,,,,dd197052-51d0-31d7-81d4-de6977485aa6,
STORM,,Real Estate,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1,Haakon VIIS gate 5,Real Estate Services,,3.06,3.04,2.6,0.14019608,0,,3.1,,12503,,3.06,3.3688235,0.429,3.04,,12503,,,,,1464307200,1.486643,,,3.04,4,NOK,22692,,,,27210444,,,66388,9.373216,3.04,3.08,,80000,22692,6.45,34.22222,,,1.26,3,False,,100000,3.1,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STORM.OL,finmb_38919651,no_market,,15.923,,-0.10816,85.918,-0.17297298,,0.09,,8834560,,,0.534,,,,1577750400,0,-314000,-0.036,,,5.7677903,0.47079,1640908800,1577750400,,,4904419,46223764,,1562716800,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,5,,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a,
SUBC,2086,Energy,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1,"412F, Route d'Esch",Oil & Gas Equipment & Services,,72.24,71.54,66.933914,,0,,72.6,,756035,,72.24,66.52412,,71.54,,756035,,,,,1556150400,1.630662,,,70.58,2,NOK,259591,,,,21387302912,,,1177911,6.395725,70.58,72,,128000,259591,110.1,287.84,,,38.5,71.96,False,,37100,72.6,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000,EQUITY,SUBC.OL,finmb_359868,no_market,,6.438,,-0.31124002,53.437,-0.17909092,,0.25,,297211008,,,14.516,,,,1577750400,0.61302,-1040800000,-3.495,,,4.9572887,0.24016,1640908800,1593475200,,,223844129,21529890816,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,,8610c031-034f-3083-a212-b713518bf428,
TRVX,0283,Healthcare,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,47 21 39 88 10,Norway,[],http://www.targovax.com,1,Lilleakerveien 2C,Biotechnology,,6.35,6.34,6.733333,,0,,6.45,,135136,,6.35,6.665,,6.34,,135136,,,,,,2.059233,,,6.32,2,NOK,58357,,,,490764384,,,327485,191.48045,6.32,6.45,,0,58357,12,-2.2631578,,,3.515,6.42,False,,0,6.45,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TRVX.OL,finmb_144098164,no_market,,162.366,,0,-3.103,0.15454543,,-2.85,,76087504,,,5.387,,,,1577750400,0.25366,-132435000,-2.02,,,1.1973269,0.122279994,1640908800,1585612800,,,52861785,416143584,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,20,,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee,
TECH,0667,Technology,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1,BrynsallEen 4,Software—Application,,3.08,3,2.686087,,0,,3.14,,63484,,3.08,2.7635293,,3,,63484,,,,,,0.344333,,,2.98,4,NOK,46653,,,,494890688,,,40002,0.43387297,2.98,3.1,,60000,46653,3.99,,,,1.95,3.04,False,,72100,3.14,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000,EQUITY,TECH.OL,finmb_371366152,no_market,,0.495,,-0.058130004,31.501,-0.1808511,,,,162792992,,,2.905,,,,1577750400,0.027460001,-66303000,-0.402,,,1.0464716,0.75827,1640908800,1585612800,,,37517372,564689728,,1457654400,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,212,,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,
ULTIMO,0379,Healthcare,"Ultimovacs ASA, a pharmaceutical company, develops immunotherapies for various cancers. The company engages in performing a clinical development program with clinical trials in Europe and the United States. Its lead product candidate is UV1, a peptide-based vaccine, which completed Phase I clinical trial that induces T cell response against the universal cancer antigen telomerase. The company was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 41 38 00 80,Norway,[],http://www.ultimovacs.com,1,UllernchaussÃÂ©en 64,Biotechnology,,43.4,43.2,43.02464,,0,,44.9,,15533,,43.4,42.135292,,43.2,,15533,,,,,,,,,42.4,2,NOK,12343,,,,1429215488,,,27186,,42.4,44.7,,,12343,76,,,,26,44.1,False,,,44.9,OSL,ULTIMOVACS ASA,Ultimovacs ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ULTIMO.OL,finmb_241624822,no_market,,,,0,-10.384,,,,,31973500,,,15.06,,,,1577750400,0.28587,-76780000,-2.966,,,2.9681275,0.47478,1640908800,1585612800,,,15791553,848147392,,,,,,,,,,,,,,https://logo.clearbit.com/ultimovacs.com,19,,,,,,920d6ba7-6524-3ff3-bb26-c3e0e6f49e46,
TEAM,HM 11,Industrials,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.teamtankers.com,1,Williams House,Marine Shipping,4th Floor 20 Reid Street,3.3,3.24,4.603261,,0,,3.24,,16604,,3.3,3.3811765,,3.24,,16604,,,,,,-0.337979,,,3.24,4,NOK,103,,,,657658432,,,18639,2.044068,3.24,3.4,,,103,7.65,,,,3,3.24,False,,,3.24,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.514,,-0.12687999,37.144,-0.42608696,,,,202980992,,,1.657,,,,1577750400,0.00877,-40821000,-0.216,,,1.9553411,0.113129996,1640908800,1585612800,,,139405841,808804224,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,88,,,,,,9eb2925f-168c-30d3-8255-c18bb3011de9,
SNI,WC2B 4HN,Industrials,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1,Aldwych House,Marine Shipping,4th Floor 71â91 Aldwych,83,83,88.87826,0,,,83,,18452,,83,84.18235,0,83,,18452,,,,,1587600000,0.980255,,,82.8,2,NOK,6620,,,,6538714624,,,20016,3.2376912,82.8,83,,400,6620,134.6,55.333332,,5.67,69.6,82.9,False,,145400,83,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SNI.OL,finmb_305831,no_market,,3.816,,-0.00336,19.996,,,1.5,,63023800,,,20.457,,,,1575072000,0.11141,-1544000,-0.113,,,4.0572906,0.61417,1638230400,1590883200,,,33134761,7707587072,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,6749,,,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,
STB,1327,Financial Services,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1,Professor Kohts vei 9,Financial Conglomerates,P.O. Box 500,53.52,53.52,51.74036,0.060724963,0,,53.66,,1353528,,53.52,51.436764,3.25,53.52,,1353528,,,,,1587600000,1.271777,,,52.94,2,NOK,642466,,,,24883845120,,,2487831,0.39300418,52.94,53.26,,81400,642466,74.9,9.37324,,,33.84,53.22,False,,115200,53.66,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000,EQUITY,STB.OL,finmb_876161,no_market,,0.826,,0.02922,17.133,-0.02228719,,5.68,,467390016,,,73.592,,,,1577750400,0.64619005,1838000000,3.937,,,0.7234482,0.05957,1640908800,1593475200,,,457939559,52289724416,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,1683,13.522987,,,,,51fabac2-38a8-3ceb-a804-75f790a366ca,
TYSB-ME,,Financial,,,,,[],,1,,Money Center Banks,,113,113,111.45652,0.03964602,0,,113,,106,,113,111.79412,4.48,113,,106,,,,4.48,1591920000,0.201016,,,113,2,NOK,43,,,,171430048,,,91,2.5188816,113,113,,,43,128,,,,98,111,False,0.040700004,,113,OSL,TYSNES SPAREBANK,Tysnes Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,TYSB-ME.OL,finmb_243651074,no_market,,9.595,,0.36630002,,,,,,1517080,,,210.553,,,,1577750400,0.02637,24930000,18.336,,,0.536682,0,1640908800,1585612800,,,700022,653036032,,,,,,-0.485,,,,,,,,,,6.1627398,,,,,de47baa7-16a7-3778-aa54-ecf4024100b0,
