ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
NEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOR,0158,Energy,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,47 22 33 60 00,Norway,[],http://www.noreco.com,1,Nedre Vollgate 1,Oil & Gas E&P,,152.5,153,160.10072,,0,,153,,8121,,152.5,153.67647,,153,,8121,,,,,,0.279907,,,151.5,2,NOK,1178,,,,3664856832,,,18091,7.619245,151.5,152,,50000,1178,255,8.868145,,,105,151.5,False,,200100,153,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOR.OL,finmb_24349084,no_market,,9.175,,0.43243,20.339,-0.3645833,,17.14,,24110900,,,28.22,,,,1577750400,0.13282,208000000,9.778,,,5.386251,0.026600001,1640908800,1585612800,,,5919351,4412972032,,1431648000,1:100,,,,,,,,,,,https://logo.clearbit.com/noreco.com,29,15.545101,,,,,42d25bec-cf8f-30f3-a632-33cae79974f4,
OBSERV,0255,Healthcare,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://observemedical.com,1,Henrik Ibsensgate 90,Medical Devices,,14,14.1,12.645987,,0,,14.25,,46800,,14,14.660294,,14.1,,46800,,,,,,,,,13.85,2,NOK,632,,,,274985440,,,23028,1514.4288,13.85,14.3,,,632,20.5,,,,5.902,14.1,False,,,14.25,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OBSERV.OL,finmb_638427790,no_market,,1343.159,,0,-16.699,Infinity,,,,19433600,,,0.954,,,,1577750400,0.11623,-13250616,-0.864,,,14.832285,0.77686,1640908800,1585612800,,,5984410,243886752,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,7,,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,
ODFB,5892,Industrials,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,Marine Shipping,PO Box 6101 Postterminalen,20.8,20.8,21.944202,0.008798077,0,,20.8,,1218,,20.8,20.59706,0.183,20.8,,1218,,,,,1525824000,0.462253,,,20.8,2,NOK,200,,,,1638551040,,,3710,1.8322183,20.8,20.6,,48200,200,32,,,,17.6,20.4,False,,11100,20.8,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODFB.OL,finmb_876111,no_market,,3.257,,-0.02856,19.415,,,,,18756200,,,6.516,,,,1577750400,0.16443,-25544000,-0.325,,,3.1921425,0.37213,1640908800,1585612800,,,28257135,2912951552,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,2383,,,,,,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,
PEN,0201,Energy,"Panoro Energy ASA engages in the exploration, development, and production of oil and gas in North and West Africa. The company holds assets in the Dussafu License located in the offshore southern Gabon; and Sfax Offshore Exploration Permit and Ras El Besh Concession located in offshore Tunisia, as well as operates assets on and offshore Tunisia. As of December 31, 2019, its 1P reserves included 6.7 million barrels of oil equivalents (MMBOE); 2P reserves comprised 9.6 MMBOE; and 3P reserves consisted of 12.0 MMBOE. The company was founded in 2009 and is based in Oslo, Norway.",Oslo,44 203 405 10 60,Norway,[],http://www.panoroenergy.com,1,RuselOekkveien 14,Oil & Gas E&P,PO box 1444 Solli,10.66,10.62,10.800508,,0,,10.78,,280924,,10.66,10.835882,,10.62,,280924,,,,,,2.412891,,,10.56,2,NOK,97012,,,,737534976,,,537527,23.38115,10.56,10.76,,229700,97012,26,-214.40001,,,4.9,10.72,False,,100000,10.78,OSL,PANORO ENERGY ASA,Panoro Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PEN.OL,finmb_106684027,no_market,,23.527,,0.56109,20.666,-0.33375,,-0.05,,68799904,,,1.147,,,,1577750400,0.23356001,14803000,0.268,,,9.346121,0.15358,1640908800,1585612800,,,48724059,742128512,,1464566400,1:10,,,,,,,,,,,https://logo.clearbit.com/panoroenergy.com,23,40,,,,,ed3e1adc-bdc3-3088-8c04-3289e6928c39,
NAS,1330,Industrials,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,47 67 59 30 00,Norway,[],http://www.norwegian.com,1,OksenÃ¸yveien 3,Airlines,,1.44,1.4635,10.72104,,0,,1.466,,53733237,,1.44,2.5201619,,1.4635,,53733237,,,,,,1.308943,,,1.3755,4,NOK,26325624,,,,5022966272,,,48759506,0.115412384,1.3755,1.386,,128200,26325624,48.17,-0.06860753,,,1.2845,1.384,False,,6100,1.466,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAS.OL,finmb_9002664,no_market,,1.433,,-0.03712,16.821,-0.95937943,,,,3628000000,,,25.074,,,,1577750400,0.28066,-1615399936,-12.63,,,0.055216562,0.10098,1640908800,1577750400,,,1738635491,62356758528,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,9389,,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb,
OKEA,7042,Energy,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,47 73 52 52 22,Norway,[],http://okea.no,1,Ferjemannsveien 10,Oil & Gas E&P,,8.82,8.82,10.329565,,0,,8.82,,29547,,8.82,9.235294,,8.82,,29547,,,,,,,,,8.82,2,NOK,41813,,,,899976320,,,72936,0.3344171,8.82,8.78,,,41813,21,,,,5.7,8.64,False,,,8.82,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OKEA.OL,finmb_312629283,no_market,,1.036,,-0.31458,1.872,-0.5910988,,,,102503000,,,8.781,,,,1577750400,0.01676,-846585984,-8.663,,,0.9998861,0.8319,1640908800,1585612800,,,24737990,2787444992,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,207,,,,,,c252c57e-328d-3858-89e6-237abaed1554,
OET,185 47,Industrials,"Okeanis Eco Tankers Corp. owns, charters out, and operates tanker vessels. The company also offers commercial shipping services. It consists of three modern Aframax/LR2 tankers, four modern Suezmax tankers, and eight modern VLCC tankers. The company was founded in 2018 and is headquartered in Piraeus, Greece.",Piraeus,30 210 48 04 200,Greece,[],http://www.okeanisecotankers.com,1,Ethnarchou Makariou av,Marine Shipping,& 2 D. Falireos St N. Faliro,60.4,61.4,65.58261,0.008278145,0,,64.6,,12749,,60.4,57.017647,0.5,61.4,,12749,,,,5.06,1589846400,0.134883,,,60.8,2,NOK,60834,,,,2059107200,,,57891,20.771624,60.8,63.6,,0,60834,118,,,,51,63.4,False,0.0841,0,64.6,OSL,OKEANIS ECO TANKER,Okeanis Eco Tankers Corp.,Europe/Oslo,CEST,False,7200000,EQUITY,OET.OL,finmb_564610479,no_market,,27.631,,-0.0864,63.177,-0.009836018,,,,32375900,,,11.711,,,,1577750400,0.24734,-8564631,-0.262,,,5.4307914,0.59776,1640908800,1585612800,,,8221540,2739116800,,,,,,83.534,,,,,,,,https://logo.clearbit.com/okeanisecotankers.com,,,30 210 48 18 210,,,,5369afda-0de1-3b10-a9fb-0a6ffa4f8b6f,
OTS,1366,Industrials,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,47 55 10 82 40,Norway,[],http://www.oceanteam.nl,1,STRANDVEIEN 15,Marine Shipping,Lysaker,3.19,3.2,3.3677535,,0,,3.28,,11978,,3.19,2.882647,,3.2,,11978,,,,,,1.334494,,,3.01,4,NOK,79794,,,,107765600,,,10118,6.786674,3.01,3.15,,150100,79794,8.51005,,,,2.5,3.02,False,,135600,3.28,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTS.OL,finmb_27340700,no_market,,10.046,,0.0085,28.469,-0.56385255,,,,34211300,,,1.752,,,,1577750400,0.12597999,-815000,0.004,,,1.7979453,0.047470003,1640908800,1577750400,,,32036792,159513920,,1574812800,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,12,787.5,47 55 10 82 49,,,,db06849e-c583-3ebb-b6fd-a8075052f557,
NTS,7970,Consumer Defensive,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,47 74 21 63 00,Norway,[],http://www.ntsasa.no,1,Sentrumsgata 6,Farm Products,,70,71,66.4058,0.014285714,0.4688,,71,,1353,,70,70.132355,1,71,,1353,,,,1,1589414400,0.59069,,,71,2,NOK,10,,,,8468312064,,,4233,5.286226,71,70.5,,8300,10,80,11.21643,,1.26,46,70,False,0.0143,26300,71,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NTS.OL,finmb_49125655,no_market,,4.964,,0.1451,16.399,0.15702474,,6.33,,119272000,,,37.542,,,,1577750400,0.029240001,232440992,3.195,,,1.8912152,0.93716,1640908800,1585612800,,,33225408,7952291328,,1407888000,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,,22.222223,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,
NRC,1366,Industrials,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,47 90 40 70 97,Norway,[],http://www.nrcgroup.com,1,Lysaker Torg 25,Railroads,,34.6,35,31.41739,,0,,35,,43826,,34.6,32.623528,,35,,43826,,,,,1524182400,0.394308,,,33.65,2,NOK,5351,,,,2454017024,,,67359,0.38847822,33.65,34,,,5351,62.2,,,,18.8,33.65,False,,,35,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NRC.OL,finmb_876360,no_market,,0.573,,-0.00602,34.169,-0.43185556,,6.83,,72927696,,,38.059,,,,1577750400,0.34921002,-113000000,-0.682,,,0.88415366,0.20921,1640908800,1585612800,,,45703372,3621907200,,1384992000,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,1986,,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,
NRS,7414,Consumer Defensive,"Norway Royal Salmon ASA produces, harvests, sells, and markets smolt and salmon products in Norway. The company offers fresh and frozen fish, round fish, fillet, portions, and smoked and marinated products. It also exports its products. Norway Royal Salmon ASA was founded in 1992 and is based in Trondheim, Norway.",Trondheim,47 73 92 43 00,Norway,[],http://www.norwayroyalsalmon.com,1,Ferjemannsveien 10,Farm Products,PO Box 2608 Sentrum,235,234,223.49817,0.010527659,0.6852,,237.2,,12433,,235,226.92352,2.474,234,,12433,,,,2.47,1591315200,0.002903,,,232,2,NOK,7251,,,,10085917696,,,29636,1.878192,232,235,,131900,7251,254,12.7027025,,2.14,170.5,234.2,False,0.0105,42600,237.2,OSL,NORWAY ROYAL SALMO,Norway Royal Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,NRS.OL,finmb_22969855,no_market,,1.997,,0.22389999,26.786,0.16915429,,18.5,,42918800,,,76.735,,,,1577750400,0.14016,265951008,27.112,,,3.0624878,0.66208,1640908800,1585612800,,,13882894,10726149120,,1591315200,1:1,,,-0.73,,,,,,,,https://logo.clearbit.com/norwayroyalsalmon.com,175,8.667748,47 73 92 43 01,,,,1b90c6b5-4c27-3a46-8643-3d5116213df5,
ORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPRO,0250,Real Estate,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,47 22 83 40 20,Norway,[],http://www.norwegianproperty.no,1,StÃ¸perigata 2,Real Estate Services,,11.2,11.2,11.984275,0.0125,0.3443,,11.45,,20528,,11.2,11.814706,0.14,11.2,,20528,,,,0.28,1581379200,0.545876,,,11.2,2,NOK,77370,,,,5577973760,,,31197,2.8961442,11.2,11.45,,361700,77370,15.15,24.042553,,,9.24,11.3,False,0.0248,27100,11.45,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NPRO.OL,finmb_27351416,no_market,,6.814,,0.16937,21.694,-0.04273504,,0.47,,493625984,,,16.064,,,,1577750400,0.20047002,326200000,0.648,,,0.7034363,0.80237997,1640908800,1593475200,,,84182909,13124606976,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,51,17.438272,,,,,1f0144b2-d8be-3c62-bd25-b181ac252aba,
OCY,1366,Industrials,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 24 13 00 00,Norway,[],http://www.oceanyield.no,1,OksenOeyveien 10,Marine Shipping,,22.95,23.1,27.643478,0.021002177,,,23.45,,350549,,22.95,22.622059,0.482,23.1,,350549,,,,4.5,1594598400,1.147502,,,22.8,2,NOK,211500,,,,4081088000,,,457376,14.005106,22.8,23.3,,,211500,56.7,,,11.03,19.8,23.3,False,0.1933,,23.45,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OCY.OL,finmb_212437935,no_market,,19.97,,-0.13520999,23.704,-0.5455445,,0.67,,175154000,,,4.644,,,,1577750400,0.13294,-57400000,-0.279,,,5.017226,0.63466,1640908800,1593475200,,,63943066,5819272704,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,17,,,,,,1b0c54d8-27d9-3009-a939-c558d4c1845e,
ODF,5892,Industrials,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,Marine Shipping,PO Box 6101 Postterminalen,20.8,20.8,22.292028,0.008798077,0,,20.8,,12765,,20.8,21.12647,0.183,20.8,,12765,,,,,1525824000,0.462253,,,20.6,2,NOK,51141,,,,1622795904,,,11680,1.8146011,20.6,20.7,,24000,51141,32,-103,,,17.1,20.6,False,,49000,20.8,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODF.OL,finmb_876111,no_market,,3.257,,-0.02856,19.415,-0.15447158,,-0.2,,60020300,,,6.516,,,,1577750400,0.077800006,-25544000,-0.325,,,3.161449,0.58329,1640908800,1585612800,,,28257135,2912951552,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,2383,,,,,,f54342aa-4fe6-3305-a76c-1f4294859ae0,
NOFI,1364,Financial Services,"Norwegian Finans Holding ASA, through its subsidiary, Bank Norwegian AS, provides various digital banking products and services to retail customers in Norway, Finland, Sweden, and Denmark. It offers deposit accounts, installment loans, and credit cards through Internet. The company also provides a combined credit card and reward card in cooperation with the airline Norwegian. Norwegian Finans Holding ASA was founded in 2007 and is based in Fornebu, Norway.",Fornebu,,Norway,[],http://www.banknorwegian.no/OmOss/InvestorRelations,1,SnarÃ¸yveien 36,Banks—Regional,,77.85,81,65.64,0.040847786,0,,82.15,,233759,,77.85,69.76029,3.18,81,,233759,,,,,1588204800,1.537746,,,75.4,2,NOK,701253,,,,14384850944,,,386043,3.7672586,75.4,77.1,,795000,701253,102.8,7.200935,,,32.24,77,False,,50000,82.15,OSL,NORWEGIAN FIN HLDG,Norwegian Finans Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOFI.OL,finmb_47733558,no_market,,5.536,,0.48794997,,0.30075192,,10.7,,186695008,,,52.654,,,,1577750400,0.33036998,1863182976,9.98,,,1.4633267,0.32112998,1640908800,1585612800,,,105340787,21137901568,,,,,,-0.243,,,,,,,,https://logo.clearbit.com/banknorwegian.no,85,7.7204413,,,,,2047ec1b-f1d8-3fc2-aae8-a0e1b730c021,
OLT,0105,Real Estate,"Olav Thon Eiendomsselskap ASA engages in the property rental business in Norway and Sweden. The company is also involved in the property development and management business. As of December 31, 2019, it had 77 shopping centers comprising 16 managed for external owners. The company was founded in 1982 and is based in Oslo, Norway.",Oslo,47 23 08 00 00,Norway,[],http://www.olt.no,1,Stenersgata 2,Real Estate—Development,Sentrum PO Box 489,157.5,157.5,142.02971,0.027936509,,,159.5,,7370,,157.5,146.77942,4.4,157.5,,7370,,,,,1590105600,1.010452,,,156.5,2,NOK,845,,,,16527868928,,,11277,4.291838,156.5,159.5,,35400,845,189.6,11.841128,,1.67,85.9,158,False,,7900,159.5,OSL,OLAV THON EIENDOMS,Olav Thon Eiendomsselskap ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OLT.OL,finmb_4469432,no_market,,10.484,,-0.13918,16.719,0.08921158,,13.47,,103623000,,,243.98,,,,1577750400,0.12808,-536000000,-5.51,,,0.65374213,0.78239995,1640908800,1585612800,,,26845655,40375648256,,1402444800,10:1,,,,,,,,,,,https://logo.clearbit.com/olt.no,,,,,,,da99422c-f097-30ea-83ca-8d1ecdffe75c,
OTELLO,0401,Communication Services,"Otello Corporation ASA develops, produces, and sells software and associated services in the areas of mobile advertising, apps, and games. The company operates through AdColony (Mobile Advertising) and Bemobi (Apps & Games) segments. The AdColony (Mobile Advertising) segment provides end-to-end mobile advertising platforms for brands, agencies, publishers, and application developers to deliver advertising to consumers on mobile devices. It delivers interactive and engaging advertising experiences across various mobile formats. The Bemobi (Apps & Games) segment offers Apps Club, a subscription-based discovery service for mobile apps in Latin America and internationally. The Apps Club offers a subscription service for Android apps. Its proprietary app-wrapping technology allows smartphone users access to use mobile apps on fee. The company also licenses Rocket Optimizer technology. It primarily operates in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company was formerly known as Opera Software ASA and changed its name to Otello Corporation ASA in January 2018. Otello Corporation ASA was founded in 1995 and is based in Oslo, Norway.",Oslo,47 91 90 91 45,Norway,[],http://www.otellocorp.com,1,Gjerdrums vei 19,Advertising Agencies,PO Box 4214 Nydalen,14.65,15,13.263913,,0,,15.05,,376445,,14.65,12.429412,,15,,376445,,,,,1481846400,0.58943,,,14.8,2,NOK,188842,,,,2056581760,,,165824,8.394211,14.8,15,,0,188842,18.1,-299,,,8.02,14.95,False,,0,15.05,OSL,OTELLO CORP ASA,Otello Corporation ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTELLO.OL,finmb_532001,no_market,,8.227,,-0.022449998,-839.839,,,-0.05,,137564000,,,2.215,,,,1577750400,0.29569,-5500000,-0.041,,,6.7720094,0.13856,1640908800,1585612800,,,74244697,2015613440,,,,,,,,,,,,,,https://logo.clearbit.com/otellocorp.com,624,,,,,,8bf320db-cd5f-39ca-84c1-4cb951f5a19a,
NOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ODL,AB12 3LG,Energy,"Odfjell Drilling Ltd. operates as an integrated offshore drilling, well service, and engineering company worldwide. The company operates through three segments: Mobile Offshore Drilling Units, Drilling & Technology, and Well Services. It operates drilling units and offers management services to owners of semisubmersibles, drillships, and jack-up; and project management and follow-up during construction, management of regulatory requirements, marketing and client relations, preparations for operation, and drilling operations. The company also provides integrated drilling services, such as onshore support, production drilling and completion, well maintenance, plugging and abandonment, facility maintenance planning, and project management for maintenance and modifications; and onceptual engineering and engineering design, compliance assurance and maintenance management, marine and operational support, and rig inspection services, as well as construction and commissioning support, modifications, and upgrades. In addition, it provides well services to the oil industry, including casing and tubular running, drill tool and tubular rental, well intervention, and wellbore cleaning services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Ltd.",Aberdeen,44 1224 856 000,United Kingdom,[],http://www.odfjelldrilling.com,1,Bergen House,Oil & Gas Drilling,Crawpeel Road Altens,12.18,12.24,13.143913,,0,,12.26,,828338,,12.18,11.422941,,12.24,,828338,,,,,1395100800,1.980255,,,12,2,NOK,472887,,,,2869809920,,,1344718,3.5030065,12,12.16,,181500,472887,33.8,86.57143,,,6.12,12.12,False,,820000,12.26,OSL,ODFJELL DRILLING,Odfjell Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,ODL.OL,finmb_241631186,no_market,,5.066,,0.06548,12.605,-0.44636363,,0.14,,236783008,,,4.426,,,,1577750400,0.119320005,45717000,0.193,,,2.7383642,0.60887,1640908800,1585612800,,,92589335,4150023424,,,,,,1.289,,,,,,,,https://logo.clearbit.com/odfjelldrilling.com,2581,62.797924,44 1224 856 001,,,,7a8ee3e5-a9ab-3d18-8018-c55f5fcad7e3,
