ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
AKBM-ME,Aker BioMarine,Consumer staples,95.7,95.7,95.97,205,,8381.99,-0.0031,0.0633,-0.1014,,,1327,Healthcare,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerbiomarine.com,1.0,OksenOeyveien 10,Drug Manufacturers—Specialty & Generic,PO Box 496,96.0,97.45,96.50884,,,,97.5,,102871.0,,96.0,96.50884,,97.45,,102871.0,,,,,,,,,95.01,2.0,NOK,45456.0,,,,,,,170300.0,,95.01,95.97,,,45456.0,114.0,,,,87.0,95.7,False,,,97.5,OSL,AKER BIOMARINE AS,Aker BioMarine AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,42.632,,-0.00658,200.46099999999998,-0.08404964,,,,,,,2.589,,,,1546214400.0,,-1022000.0,-0.015,,0.18708742,36.964077,,1609372800.0,1514678400.0,,,14611039.0,6622234624.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,,,,,,,,
AKERBP,Aker BP,Energy,184.3,184.25,184.35,1207,,66276.77,-0.0035,0.003,0.0366,-0.33140000000000003,-0.1444,1366,Energy,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1.0,Building B,Oil & Gas E&P,Fornebuporten OksenOeyveien 10 Lysaker,185.05,184.3,181.2221,0.009878411,,,185.75,,728991.0,,185.05,181.64265,1.828,184.3,,728991.0,,,,7.41,1596153600.0,1.6643430000000001,,,184.0,2.0,NOK,228280.0,,,,66240901120.0,,,1429860.0,21.620886,184.0,184.3,,,228280.0,297.9,,,,89.42,184.2,False,0.0402,,185.75,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.982,,-0.031630002000000004,32.135,-0.16832131,,,,359614016.0,,,5.317,,,,1577750400.0,0.16023001,-96917000.0,-0.26899999999999996,,0.18708742,34.643597,0.70299006,1640908800.0,1593475200.0,,,106384610.0,70410035200.0,,1261526400.0,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,1703.0,,,,,,,
AKSO,Aker Solutions,Energy,19.6,19.58,19.6,3589,,5330.08,0.0583,0.08410000000000001,1.2659,-0.2071,-0.2299,1366,Energy,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1.0,OksenÃ¸yveien 8,Oil & Gas Equipment & Services,,18.52,18.61,10.012885,0.07829374,0.0,,19.99,,5553407.0,,18.52,12.433714,1.45,18.61,,5553407.0,,,,,1428624000.0,2.095818,,,18.53,2.0,NOK,5284854.0,,,,5324643840.0,,,5504902.0,0.20205076,18.53,19.65,,58500.0,5284854.0,30.2,8.403433999999999,,,4.362,19.58,False,,156700.0,19.99,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.489,,-0.03779,20.320999999999998,-0.19641405,,2.33,,271943008.0,,,24.02,,,,1577750400.0,0.26966998,-996000000.0,-3.667,,0.18708742,0.815154,0.46942002,1640908800.0,1593475200.0,,,130227946.0,12883380224.0,,1175212800.0,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,13000.0,,47 67 82 69 50,,,,,
AKVA,AKVA Group,Industrials,62.4,62.0,62.4,4,LP,2065.84,0.0097,-0.0032,-0.0127,-0.1449,-0.1524,4353,Industrials,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1.0,Plogfabrikkvegen 11,Farm & Heavy Construction Machinery,,61.8,61.2,60.692753,0.03236246,,,62.4,,3551.0,,61.8,62.288235,2.0,61.2,,3551.0,,,,2.0,1582502400.0,0.6550520000000001,,,61.2,2.0,NOK,735.0,,,,2068959360.0,,,5656.0,0.6949880999999999,61.2,62.4,,49600.0,735.0,83.0,10.890053,,,41.3,61.4,False,0.0322,34200.0,62.4,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKVA.OL,finmb_162314,no_market,,1.093,,-0.00014,25.124000000000002,-0.17724866,,5.73,,33156400.0,,,31.171,,,,1577750400.0,0.13203,-422000.0,-0.013999999999999999,,0.18708742,2.0018609,0.7511,1640908800.0,1585612800.0,,,8065299.0,3255126784.0,,,,,,-0.41700000000000004,,,,,,,,https://logo.clearbit.com/akvagroup.com,1444.0,,,,,,,
AMSC,American Shipping Company,Industrials,29.9,29.8,29.95,89,,1812.43,0.0017,0.0436,0.0993,-0.037000000000000005,-0.0317,1366,Industrials,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1.0,Building B,Marine Shipping,OksenOeyveien 10,29.85,29.85,25.804565,0.010720268,1.9914999,,30.25,,42304.0,,29.85,26.90294,0.32,29.85,,42304.0,,,,3.21,1590451200.0,0.957026,,,29.85,2.0,NOK,87353.0,,,,1812433280.0,,,75713.0,20.571522,29.85,29.95,,114600.0,87353.0,37.5,80.81081,,11.42,15.06,29.9,False,0.1075,172600.0,30.25,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AMSC.OL,finmb_22594564,no_market,,26.443,,0.10217000000000001,27.415,-0.10502279,,0.37,,60616500.0,,,2.6689999999999996,,,,1577750400.0,0.19708,9002000.0,0.149,,0.18708742,11.202698,0.28123000000000004,1640908800.0,1585612800.0,,,44026980.0,2329702656.0,,,,,,0.778,,,,,,,,https://logo.clearbit.com/americanshippingco.com,3.0,200.67113,,,,,,
ANDF-ME,Andfjord Salmon,Consumer staples,54.45,54.4,54.45,42,,1835.0,-0.008199999999999999,-0.0277,0.0866,,,8400,Consumer Defensive,"Andfjord Salmon AS operates a fish farm. It operates a closed sea facility for organic salmon farming. The company was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1.0,Havnegata 19,Farm Products,8402 Sortland,54.9,54.9,54.910571999999995,,0.0,,54.9,,15413.0,,54.9,54.787354,,54.9,,15413.0,,,,,,,,,54.0,2.0,NOK,14295.0,,,,,,,49528.0,,54.0,54.49,,,14295.0,65.0,,,,46.5,54.4,False,,,54.9,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,997.9110000000001,,0.0,-205.118,-0.069373906,,,,,,,4.914,,,,1577750400.0,,-6394534.0,-0.214,,0.18708742,11.070412,,1640908800.0,,,,,1643091968.0,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,,,,,,,,
ABT,Aqua Bio Technology,Materials,4.64,4.64,4.7,21,LP,71.25,0.0131,-0.0453,-0.07200000000000001,0.9829,0.9661,1366,Healthcare,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1.0,Fornebuveien 37,Biotechnology,,4.58,4.7,3.1810869999999998,0.21834062,0.0,,4.7,,25993.0,,4.58,4.6888237,1.0,4.7,,25993.0,,,,,1496880000.0,1.2967469999999999,,,4.6,4.0,NOK,7015.0,,,,71249056.0,,,154327.0,55.01050600000001,4.6,4.7,,320000.0,7015.0,7.55,-8.592592,,,1.25,4.64,False,,330000.0,4.7,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ABT.OL,finmb_39453852,no_market,,48.99100000000001,,0.0,-4.879,1.2857143999999998,,-0.54,,15355400.0,,,0.47700000000000004,,,,1577750400.0,0.02359,-13215518.0,-1.03,,0.18708742,9.727463,0.80484,1640908800.0,1577750400.0,,,1905450.0,63452036.0,,1309132800.0,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,,
AQUA,AqualisBraemar,Energy,5.1,5.05,5.1,15,,358.61,-0.0097,0.1039,0.2879,0.3801,0.3591,0161,Energy,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1.0,Olav Vs gate 6,Oil & Gas Equipment & Services,,5.15,5.15,3.7299275,0.00097087375,0.0,,5.15,,27018.0,,5.15,4.362353,0.005,5.15,,27018.0,,,,0.2,1591833600.0,1.076655,,,4.92,2.0,NOK,18813.0,,,,358613632.0,,,42301.0,5.4010515,4.92,5.1,,385400.0,18813.0,5.4,36.42857,,,2.15,5.05,False,0.04,402100.0,5.15,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.376,,0.18611999,212.868,0.28534698,,0.14,,70316400.0,,,0.6859999999999999,,,,1577750400.0,0.07898,12358000.0,0.201,,0.18708742,7.434402499999999,0.58599,1640908800.0,1585612800.0,,,20787638.0,356979264.0,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,431.0,25.373133,,,,,,
ARCHER,Archer,Energy,2.54,2.51,2.55,171,,375.75,0.1264,0.1598,0.1705,-0.2013,-0.4188,HM 08,Energy,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1.0,Par la Ville Place,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,2.255,2.255,2.2183189999999997,,0.0,,2.55,,214868.0,,2.255,2.1567647,,2.255,,214868.0,,,,,,2.885598,,,2.25,4.0,NOK,724771.0,,,,375983488.0,,,446785.0,0.45103586,2.25,2.545,,100400.0,724771.0,4.65,42.333332,,,1.1,2.54,False,,503000.0,2.55,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.15,,-0.05722000000000001,10.17,-0.4459799,,0.06,,148024992.0,,,0.732,,,,1577750400.0,0.12627,-47700000.0,-0.32299999999999995,,0.18708742,3.4699454,0.41856998,1640908800.0,1577750400.0,,,105861885.0,959053440.0,,1443398400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/archerwell.com,4964.0,,,,,,,
AZT,ArcticZymes Technologies,Health care,48.8,48.5,48.8,190,,2358.73,0.0209,0.1066,0.1116,9.2737,,9294,Healthcare,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 77 64 89 00,Norway,[],http://arcticzymes.com,1.0,Sykehusveien 23,Biotechnology,PO Box 6463,47.8,48.0,,,0.0,,49.5,,,,47.8,,,48.0,,,,,,,,1.34727,,,48.0,2.0,NOK,90231.0,,,,2358733312.0,,,,22.666615,48.0,48.7,,,90231.0,49.5,,,,48.0,48.5,False,,,49.5,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AZT.OL,finmb_13529463,no_market,,22.011999999999997,,0.12154999400000001,168.61599999999999,,,,,48334700.0,,,1.21,,,,1577750400.0,0.0896,12649000.0,0.26,,0.18708742,40.330578,0.3134,1640908800.0,1585612800.0,,,23883612.0,2290642432.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,36.0,187.6923,47 77 64 89 01,,,,,
ARCUS,Arcus,Consumer staples,42.9,42.9,43.0,34,,2908.65,0.0023,0.0118,0.1057,0.2249,0.1704,1483,Consumer Defensive,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1.0,Destilleriveien 11,Beverages—Wineries & Distilleries,Postbox 64,42.8,42.9,36.51439,0.038785047999999996,0.64839995,,43.0,,40923.0,,42.8,40.238234999999996,1.66,42.9,,40923.0,,,,1.66,1591833600.0,0.458083,,,42.8,2.0,NOK,12653.0,,,,2917766400.0,,,29354.0,1.0339723,42.8,43.0,,0.0,12653.0,43.0,12.844312,,,27.1,42.9,False,0.039,0.0,43.0,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.6869999999999998,,0.0645,12.405999999999999,0.14824796,,3.34,,68013200.0,,,27.624000000000002,,,,1577750400.0,0.79032,182000000.0,2.5380000000000003,,0.18708742,1.5529975,0.15168999,1640908800.0,1585612800.0,,,25830157.0,4760342528.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,430.0,16.903072,,,,,,
AFK,Arendals Fossekompani,Industrials,2900.0,2900.0,2960.0,7,,6349.32,-0.0136,0.0211,0.0662,0.1269,0.1399,4841,Utilities,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1.0,Langbryggen 9,Utilities—Renewable,,2940.0,2980.0,2628.5508,0.01904762,,,2980.0,,49.0,,2940.0,2818.8235,56.0,2980.0,,49.0,,,,56.0,1588896000.0,0.299651,,,2900.0,2.0,NOK,31.0,,,,6359961088.0,,,89.0,1.370372,2900.0,2960.0,,2000.0,31.0,3180.0,,,,2100.0,2900.0,False,0.0187,1500.0,2980.0,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFK.OL,finmb_9245759,no_market,,1.28,,-0.00090000004,16.95,0.15384614,,,,2193090.0,,,1321.135,,,,1577750400.0,0.012560001000000001,-4194000.0,-1.9069999999999998,,0.18708742,2.1950822,0.86077005,1640908800.0,1585612800.0,,,298391.0,5940092928.0,,1524787200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,,
ASETEK,Asetek,Information technology,75.9,75.2,76.0,407,,1940.1,0.0271,0.1822,0.2341,1.4484,2.7024,9220,Technology,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1.0,Assensvej 2,Computer Hardware,Aalborg East,73.9,72.0,45.638912,0.0015696886999999999,0.0,,77.0,,38695.0,,73.9,61.05,0.11599999999999999,72.0,,38695.0,,,,,1493164800.0,0.747386,,,70.0,2.0,NOK,112952.0,,,,1943343616.0,,,56547.0,37.172546000000004,70.0,75.9,,262100.0,112952.0,77.0,253.0,,,17.84,75.2,False,,89800.0,77.0,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASETEK.OL,finmb_25262375,no_market,,35.764,,-0.0097,1060.528,2.04,,0.3,,25604000.0,,,1.489,,,,1577750400.0,0.63678,-507000.0,-0.02,,0.18708742,50.973812,0.008459999999999999,1640908800.0,1585612800.0,,,21882624.0,1869710976.0,,,,,,,,203.53,,,,,,https://logo.clearbit.com/asetek.com,97.0,,45 96 45 00 48,,,,,
ATEA,Atea,Information technology,107.6,107.6,108.0,57,,11833.12,0.0132,0.017,0.0508,-0.16329999999999995,-0.0071,0605,Technology,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1.0,Karvesvingen 5,Information Technology Services,Box 6472 Etterstad,106.2,106.8,99.014496,0.061205275,0.7065,,108.2,,26395.0,,106.2,102.90588000000001,6.5,106.8,,26395.0,,,,6.5,1571875200.0,0.605691,,,105.8,2.0,NOK,5099.0,,,,11833094144.0,,,83001.0,0.31410846,105.8,108.0,,20000.0,5099.0,137.0,15.526695000000002,,5.64,66.2,107.6,False,0.0612,264300.0,108.2,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATEA.OL,finmb_700601,no_market,,0.337,,0.01354,12.276,-0.044722736,,6.93,,109973000.0,,,33.080999999999996,,,,1577750400.0,0.58987,510000000.0,4.601,,0.18708742,3.2526221,0.25161999999999995,1640908800.0,1593475200.0,,,81691394.0,12693153792.0,,1149206400.0,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,7222.0,23.38622,,,,,,
ATLA NOK,Atlantic Petroleum,Energy,6.0,5.64,6.0,2,,22.19,0.0,-0.0712,-0.0625,-0.2357,,110,Energy,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",TÃ³rshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1.0,Yviri vio Strond 4,Oil & Gas E&P,PO Box 1228,6.0,6.0,6.916739,,0.0,,6.0,,887.0,,6.0,6.670588499999999,,6.0,,887.0,,,,,,1.4047610000000001,,,6.0,2.0,NOK,420.0,,,,22388520.0,,,1329.0,,6.0,6.0,,0.0,420.0,9.9,,,,5.05,5.64,False,,0.0,6.0,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0.0,,-0.2630303,,,,3697860.0,,,-6.497999999999999,,,,1577750400.0,0.02009,,-2.673,,0.18708742,,0.0,1640908800.0,1585612800.0,,,3510194.0,22187160.0,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,1.0,,,,,,,
ASA,Atlantic Sapphire,Consumer staples,108.5,108.5,109.0,175,,7734.54,-0.0136,-0.0687,-0.125,-0.1589,0.0982,6392,Consumer Defensive,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1.0,Daugstadvegen 445,Farm Products,,110.0,111.0,115.4058,,0.0,,111.0,,53984.0,,110.0,122.69118,,111.0,,53984.0,,,,,,1.253558,,,108.0,2.0,NOK,29737.0,,,,7734541312.0,,,76211.0,1396.1266,108.0,109.0,,,29737.0,146.0,,,,68.2,108.5,False,,,111.0,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASA.OL,finmb_367799271,no_market,,1457.1889999999999,,-2.3740099999999997,-720.7239999999999,0.14141417,,,,71286096.0,,,2.928,,,,1577750400.0,0.33597,-13152000.0,-0.193,,0.18708742,37.05601,0.0,1640908800.0,1577750400.0,,,35767773.0,8072829440.0,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,87.0,,,,,,,
