ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,fullTimeEmployees,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
MSEIS,Magseis Fairfield,Energy,1.58,1.57,1.58,86,,421.5,-0.0366,-0.0063,-0.0319,-0.7248,-0.8542000000000001,1366,Energy,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1.0,Strandveien 50,,Oil & Gas Equipment & Services,1.64,1.64,2.2502572999999995,,0.0,,1.6580000000000001,,830123.0,,1.64,1.7493429,,1.64,,830123.0,,,,,,1.9796509999999998,,,1.55,4.0,NOK,,354976.0,,,,421491872.0,,,2019281.0,1.0713943000000001,1.55,1.58,,200000.0,354976.0,13.5,3.7619050000000005,,,0.75,1.574,False,,13800.0,1.6580000000000001,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MSEIS.OL,finmb_225611681,no_market,,1.084,,-0.38740003,15.555,-0.8488479,,0.42,,266767008.0,,,0.746,,,,1577750400.0,0.24370999999999998,-152404992.0,-0.809,,,2.1179626,0.2464,1640908800.0,1585612800.0,,,205525399.0,426451776.0,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,,389.0,,,,26ba13b8-fe98-37d5-923b-c52c699871c9,
MEDI,Medistim,Health care,215.0,214.0,215.0,118,,3913.18,-0.0183,-0.0046,-0.0046,0.1198,0.6929000000000001,0579,Healthcare,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 23 05 96 60,Norway,[],http://www.medistim.com,1.0,Okernveien 94,,Medical Devices,219.0,215.0,190.04286000000002,0.012557077,0.5435,,216.0,,5399.0,,219.0,215.8,2.75,215.0,,5399.0,,,,,1556150400.0,0.134883,,,206.0,2.0,NOK,51.93237,4730.0,,,,3910592000.0,,,16070.0,10.532617,206.0,215.0,,34000.0,4730.0,230.0,81.43939,,,124.0,214.0,False,,3000.0,216.0,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MEDI.OL,finmb_7885356,no_market,,10.573,,0.20319,36.336999999999996,0.6976744,,2.64,,18188800.0,,,14.897,,,,1577750400.0,0.58257,75442000.0,4.14,,,14.432436,0.2159,1640908800.0,1585612800.0,,,12646305.0,3925492992.0,,,,,,0.322,,,,,,,,https://logo.clearbit.com/medistim.com,,112.0,,,,8430cf52-3196-391c-9a0a-0357ebb01f61,
MELG,Melhus Sparebank,Equity certificates,137.0,137.0,138.0,3,LP,380.23,0.0074,0.022400000000000003,0.0703,0.0436,0.1772,7224,Financial Services,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1.0,Melhusvegen 439,,Banks—Regional,136.0,137.0,132.35,0.073529415,0.77760005,,138.0,,134.0,,136.0,131.34285,10.0,137.0,,134.0,,,,10.0,1583452800.0,0.143023,,,137.0,2.0,NOK,10.730789999999999,67.0,,,,380342144.0,,,829.0,1.748788,137.0,138.0,,39000.0,67.0,150.0,11.709402,,7.17,120.0,136.0,False,0.0735,39000.0,138.0,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,MELG.OL,finmb_8952942,no_market,,8.442,,0.42876998,,0.08800006,,,,2776220.0,,,373.44800000000004,,,,1577750400.0,0.05159,37995000.0,12.767000000000001,,,0.36685159999999994,0.40271,1640908800.0,1585612800.0,,,1704519.0,1835962624.0,,,,,,-0.24600000000000002,,,,,,,,https://logo.clearbit.com/melhusbanken.no,,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe,
MRCEL-ME,Mercell Holding,Information technology,7.76,7.77,7.79,179,,2248.79,-0.0455,-0.0707,,,,0663,Technology,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1.0,Grensesvingen 6,,Software—Application,8.13,8.0,,,0.0,,8.11,,,,8.13,,,8.0,,,,,,,,,,,7.7,2.0,NOK,,185753.0,,,,2247932160.0,,,,13.553335,7.7,7.79,,,185753.0,8.11,,,,7.7,7.76,False,,,8.11,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,10.93,,-0.3549,265.874,,,,,289681984.0,,,0.466,,,,1577750400.0,,-58862548.0,-0.264,,,16.65236,,1640908800.0,,,,93737027.0,1812840832.0,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,,187.0,,,,345d8233-c554-328e-9966-89a297fb5c37,
MOWI,Mowi,Consumer staples,167.55,167.55,167.85,4705,,86641.96,-0.0089,-0.0426,-0.0613,-0.25730000000000003,-0.2157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPCC,MPC Container Ships,Industrials,2.8,2.75,2.8,129,LP,1001.01,0.037000000000000005,0.08529999999999999,-0.5281,-0.8298000000000001,-0.8595999999999999,0250,Industrials,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1.0,Munkedamsveien 45,,Marine Shipping,2.7,2.8,11.450643,,0.0,,2.82,,2195357.0,,2.7,5.784571,,2.8,,2195357.0,,,,,,0.972707,,,2.7,4.0,NOK,,412501.0,,,,1001013952.0,,,398431.0,5.4366884,2.7,2.76,,0.0,412501.0,24.7,8.235294,,,1.765,2.78,False,,0.0,2.82,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.71,,-0.23218000000000003,20.023,-0.8888889000000001,,0.34,,357504992.0,,,4.427,,,,1577750400.0,0.54237,-42749000.0,-0.503,,,0.63248247,0.20035999999999998,1640908800.0,1585612800.0,,,87504914.0,498903136.0,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,,20.0,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,
MULTI,Multiconsult,Industrials,66.0,66.5,67.5,8,,1773.44,-0.0294,-0.0149,0.0154,-0.0833,0.0891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAPA,Napatech,Information technology,6.4,6.38,6.4,76,,531.57,-0.0274,-0.0751,0.3389,0.3704,3.3243,2860,Technology,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1.0,Tobaksvejen 23 A,,Communication Equipment,6.58,6.55,4.269892700000001,,0.0,,6.55,,234983.0,,6.58,5.1432858,,6.55,,234983.0,,,,,,0.27965100000000004,,,6.27,2.0,NOK,,144915.0,,,,531567360.0,,,191528.0,,6.27,6.4,,99400.0,144915.0,7.3,,,,1.1,6.32,False,,30200.0,6.55,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,-0.03329,,3.4459457000000002,,,,83057400.0,,,0.397,,,,1577750400.0,0.50098,,-0.862,,,16.120907,0.27607,1640908800.0,1585612800.0,,,39394965.0,546517824.0,,1461542400.0,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,Soeborg,81.0,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,
NATTO,NattoPharma,Consumer staples,18.1,18.1,18.2,42,LP,353.54,-0.0269,-0.047400000000000005,0.1677,1.4133000000000002,0.7573000000000001,0283,Healthcare,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1.0,Lilleakerveien 2B,,Drug Manufacturers—Specialty & Generic,18.6,18.6,10.970357,,0.0,,18.6,,93899.0,,18.6,16.62857,,18.6,,93899.0,,,,,,0.954651,,,17.7,2.0,NOK,16.575092,29470.0,,,,353543680.0,,,116391.0,2.03186,17.7,18.2,,180100.0,29470.0,22.0,-258.57144,,,5.35,18.1,False,,39300.0,18.6,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NATTO.OL,finmb_35560724,no_market,,2.122,,0.11957999999999999,19.503,,,-0.07,,19532800.0,,,6.652,,,,1577750400.0,0.00302,20807000.0,1.092,,,2.7209863999999997,0.64835,1640908800.0,1593475200.0,,,5897926.0,369168896.0,,1320278400.0,1:100,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,,18.0,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275,
NAVA,Navamedic,Health care,19.9,19.9,20.0,13,,301.82,-0.0386,0.047400000000000005,-0.0386,0.0768,-0.062,0255,Healthcare,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1.0,Henrik Ibsens gate 90,,Drug Manufacturers—General,20.7,20.6,19.230497,,0.0,,20.6,,15535.0,,20.7,19.992857,,20.6,,15535.0,,,,,1271116800.0,0.379651,,,19.95,2.0,NOK,8.340319000000001,7880.0,,,,301821312.0,,,18277.0,1.5169574,19.95,20.0,,491200.0,7880.0,25.5,,,,12.3415,19.9,False,,96200.0,20.6,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.126,,0.109,-35.658,-0.071715534,,,,15166900.0,,,6.676,,,,1577750400.0,0.13567,-26384224.0,2.386,,,2.9808266,0.6138399999999999,1640908800.0,1585612800.0,,,3819255.0,223960832.0,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,,24.0,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,
NKR,Nekkar,Industrials,3.52,3.5,3.53,54,,371.76,-0.0222,-0.0356,-0.0928,0.7171,0.1938,5058,Industrials,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1.0,Solheimsgaten 16,,Specialty Industrial Machinery,3.6,3.6,2.6870713,1.1111111999999999,8.6957,,3.63,,98299.0,,3.6,3.7717142,4.0,3.6,,98299.0,,,,4.0,1568937600.0,0.473837,,,3.49,4.0,NOK,1.6988417000000002,173947.0,,,,371757760.0,,,277395.0,1.394367,3.49,3.51,,,173947.0,7.08,,,,1.505,3.5,False,1.1268001,,3.63,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NKR.OL,finmb_884363,no_market,,0.508,,0.73452,3.838,-0.4915254,,,,105613000.0,,,2.059,,,,1577750400.0,0.13253,47717000.0,2.072,,,1.7095678,0.62224,1640908800.0,1577750400.0,,,42370002.0,135310400.0,,,,,,,,,,,,,,https://logo.clearbit.com/nekkar.com,entrance B,50.0,,,,185b0aea-df47-3f88-9093-af548aa196ba,
NEL,NEL,Industrials,17.81,17.81,17.82,16550,,24951.75,-0.0727,-0.1848,-0.098,1.0611,1.6027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEXT,NEXT Biometrics Group,Information technology,2.45,2.42,2.45,249,,186.06,-0.0684,0.2069,0.0987,-0.2806,-0.449,0164,Technology,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1.0,Universitetsgata 10,,Scientific & Technical Instruments,2.63,2.6,2.6908512000000004,,0.0,,2.6,,1969371.0,,2.63,2.2602,,2.6,,1969371.0,,,,,,2.934302,,,2.305,4.0,NOK,,763404.0,,,,186064016.0,,,1048262.0,2.4032447,2.305,2.435,,110000.0,763404.0,6.35,-0.40163937,,,1.07,2.42,False,,12400.0,2.6,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NEXT.OL,finmb_61572672,no_market,,0.7979999999999999,,-2.0371099999999998,-0.418,-0.44631577,,-6.1,,75944496.0,,,2.4019999999999997,,,,1577750400.0,0.03532,-157716992.0,-3.529,,,1.0199834,0.38145,1640908800.0,1585612800.0,,,32628954.0,61811412.0,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,,65.0,,,,1140d622-f964-3ad8-bc48-278a028581e8,
NISB-ME,Nidaros Sparebank,Equity certificates,111.0,108.0,114.0,1,LP,124.22,,,0.0183,0.036000000000000004,0.1265,7540,Financial Services,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",Klabu,47 72 83 00 00,Norway,[],http://nidaros-sparebank.no,1.0,Nordalsvegen 2,,Banks—Regional,112.0,111.0,119.14286000000001,0.04919643,0.2824,,111.0,,0.0,,112.0,110.542854,5.51,111.0,,0.0,,,,5.51,1583452800.0,,,,111.0,2.0,NOK,5.692016000000001,20.0,,,,125183584.0,,,113.0,1.4782262,111.0,114.0,,,20.0,130.0,,,,103.0,108.0,False,0.049200002,,111.0,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,11.049000000000001,,0.25988,,,,,,1127780.0,,,421.29,,,,1577750400.0,,22008000.0,19.500999999999998,,,0.26347646,,1640908800.0,1585612800.0,,,,935725952.0,,,,,,,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c,
NORBIT,NORBIT,Information technology,15.05,14.45,15.35,25,LP,854.64,-0.0475,0.0169,0.075,-0.23260000000000006,-0.2023,7041,Technology,"Norbit ASA provides technology products and solutions in Norway and internationally. The company offers monitoring and detection services for maritime, and offshore oil and gas projects; consultancy services; sensors and systems for monitoring, detection, and reporting tasks; and SeaCOP software system for monitoring, detection, and emergency response for maritime and offshore operations. Its products include DSRC 2G, a short range communication device; VTM 745, a DSRC module for enforcement in GNSS based tolling; connectivity modules for smart tachographs; desktop readers; road side units; and reclosable fasteners. In addition, the company is involved in the provision of electronic manufacturing services, such as pure circuit board assembly, cable and wire harness, and fabrication of products and systems; and original design manufacturing services under the NORBIT brand. Norbit ASA was founded in 1980 and is headquartered in Trondheim, Norway.",Trondheim,47 73 98 25 50,Norway,[],http://www.norbit.com,1.0,Stiklestadveien 1,,Scientific & Technical Instruments,15.8,15.95,16.158485,0.018987343,0.0,,15.95,,28851.0,,15.8,14.457142999999999,0.3,15.95,,28851.0,,,,0.6,1588636800.0,,,,15.05,2.0,NOK,17.747643,16796.0,,,,854642880.0,,,51323.0,1.2909019,15.05,15.35,,,16796.0,24.7,,,,12.6,15.05,False,0.038,,15.95,OSL,NORBIT ASA,Norbit ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NORBIT.OL,finmb_618424565,no_market,,1.406,,0.07274,8.681000000000001,-0.17922079999999999,,,,56786900.0,,,7.886,,,,1577750400.0,0.14749,48155000.0,0.848,,,1.9084453999999997,0.54075,1640908800.0,1585612800.0,,,25260525.0,930788288.0,,,,,,-0.857,,,,,,,,https://logo.clearbit.com/norbit.com,,260.0,,,,4640b786-3211-395e-b406-24cdb3c10b51,
NOM,Nordic Mining,Materials,2.35,2.35,2.38,109,,464.11,-0.0329,-0.0289,-0.0711,0.1187,0.2574,0250,Basic Materials,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,47 22 94 77 90,Norway,[],http://www.nordicmining.com,1.0,Vika Atrium,47 22 94 77 91,Other Industrial Metals & Mining,2.43,2.46,2.1206071,,0.0,,2.46,,325973.0,,2.43,2.3751428,,2.46,,325973.0,,,,,,1.330813,,,2.33,4.0,NOK,,358287.0,,,,464106176.0,,,1089864.0,,2.33,2.39,,,358287.0,3.8,,,,1.25,2.35,False,,,2.46,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOM.OL,finmb_27206332,no_market,,,,0.0,-5.511,0.16928113,,-0.18,,197492000.0,,,0.9179999999999999,,,,1577750400.0,0.06196,-97241000.0,-0.616,,,2.5599127,0.19563,1640908800.0,1585612800.0,,,161222408.0,411188992.0,,1481155200.0,1:6,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,Entrance A 5th Floor Munkedamsveien 45,7.0,,,,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,
NANO,Nordic Nanovector,Health care,20.56,20.3,20.56,299,,1360.29,-0.0237,-0.0106,0.0,-0.3522,-0.4126,0884,Healthcare,"Nordic Nanovector ASA, a biopharmaceutical company, develops and commercializes therapeutics for haematological cancers. The company's lead product candidate is Betalutin, an antibody-radionuclide-conjugate, which has completed Phase I/IIa clinical trial for the treatment of patients with non-hodgkin lymphoma, a life-threatening blood cancer. Nordic Nanovector ASA has collaboration agreements with Paul Scherrer Institute; Areva Med; LegoChemBio; and Heidelberg Pharma. The company was formerly known as Nordic Nanovector AS and changed its name to Nordic Nanovector ASA in 2014. Nordic Nanovector ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,47 22 18 33 01,Norway,[],http://www.nordicnanovector.com,1.0,Kjelsasveien 168 B,47 22 58 00 07,Biotechnology,21.06,21.0,20.280497,,0.0,,21.0,,166773.0,,21.06,20.561142,,21.0,,166773.0,,,,,,0.993604,,,20.14,2.0,NOK,,132010.0,,,,1360288640.0,,,576118.0,,20.14,20.44,,10000.0,132010.0,40.0,-2.5829146,,,9.57,20.3,False,,100000.0,21.0,OSL,NORDIC NANOVECTOR,Nordic Nanovector ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NANO.OL,finmb_117497706,no_market,,,,0.0,-2.15,,,-7.96,,66161900.0,,,4.362,,,,1577750400.0,0.24163,-435830016.0,-7.274,,,4.7134339999999995,0.14242,1640908800.0,1585612800.0,,,51454245.0,1012747200.0,,,,,,,,,,,,,,https://logo.clearbit.com/nordicnanovector.com,,43.0,,,,00442fdb-da3e-3712-821e-59d32a59825e,
NOD,Nordic Semiconductor,Information technology,86.5,86.45,87.0,1142,,15372.17,-0.0254,-0.0394,0.1948,0.5529999999999999,1.0229,7052,Technology,"Nordic Semiconductor ASA, a fabless semiconductor company, designs, develops, and sells integrated circuits and related solutions for short and long range wireless communication in Europe, the Americas, and the Asia/Pacific. The company specializes in ultra-low power components, based on its proprietary 2.4 GHz RF, Bluetooth low energy, and LTE-M and NB- Internet of Things (IoT); and develops long power cellular IoT. It also provides Bluetooth 5 solutions; low power cellular devices for the IoT; and Bluetooth 5.1 solutions for direction finding applications. In addition, the company offers Zigbee 3.0 IoT solutions; Thread solution for low-power IEEE 802.15.4 devices; nRF52 and nRF51 series system-on-chips, and nRF5 software development kits; ANT, a proprietary ultra-low power wireless solution for battery operated products; and application specific integrated circuits and related consulting services. Further, it provides software for system development, communication stacks, and application layer software, as well as development tools for desktops, mobiles, and clouds. The company's products are used in various applications, such as audio and music, automotives, beacons, computer peripherals, connected health and homes, education, industrial automation, LED lightings, logistics and transport, retail and payment, sports and fitness, toys and gaming, virtual reality and augmented reality products, mobile phone accessories, and consumer electronics, as well as wearables, including connected watches, jewelry, proximity tags, and smart clothes and apparels. Nordic Semiconductor ASA was founded in 1983 and is headquartered in Trondheim, Norway.",Trondheim,47 72 89 89 00,Norway,[],http://www.nordicsemi.com,1.0,Otto Nielsens veg 12,,Semiconductor Equipment & Materials,88.75,88.2,59.979286,,0.0,,88.35,,460997.0,,88.75,76.64429,,88.2,,460997.0,,,,,1308268800.0,1.402325,,,86.0,2.0,NOK,1218.3098,409708.0,,,,15372173312.0,,,496646.0,50.2375,86.0,86.65,,96500.0,409708.0,95.0,1081.25,,,31.48,86.65,False,,581300.0,88.35,OSL,NORDIC SEMICONDUCT,Nordic Semiconductor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,NOD.OL,finmb_884166,no_market,,50.846000000000004,,0.04119,665.173,1.0697292999999999,,0.08,,177712992.0,,,1.3319999999999999,,,,1577750400.0,0.55627996,12605000.0,0.071,,,64.93994,0.13182001,1640908800.0,1585612800.0,,,170570163.0,15558389760.0,,,,,,,,,,,,,,https://logo.clearbit.com/nordicsemi.com,,799.0,,,,61ea7640-f972-397d-be57-4173fa2df326,
