ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,fax,trailingPE,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
NHY,0240,Basic Materials,35000,"Norsk Hydro ASA operates as an integrated aluminum company worldwide. It operates through six segments: Bauxite & Alumina, Primary Metal, Metal Markets, Rolled Products, Extruded Solutions, and Energy. The Bauxite & Alumina segment engages in bauxite mining activities, production of alumina, and related commercial activities, primarily the sale of alumina. The Primary Metal segment is involved in the primary aluminum production, remelting, and casting activities. This segment principally offers extrusion, sheet, and standard ingots, as well as foundry alloys. The Metal Markets segment sells products from the company's primary metal plants; operates remelters; and trades in physical and financial metals. The Rolled Products segment operates rolling mills and a primary metal plant. This segment principally offers aluminum foils, strips, sheets, and lithographic plates for application in the packaging, automotive, building and general engineering, and transport industries, as well as for offset printing plates. The Extruded Solutions segment offers extrusion profiles, building systems, and precision tubing products for construction, automotive and heating, and ventilation and air conditioning sectors. The Energy segment owns and operates 26 hydroelectric power plants with an installed capacity of approximately 2,000 MW in Norway. Norsk Hydro ASA was founded in 1905 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.hydro.com,1,Drammensveien 260,Aluminum,27.59,27.56,25.404928,0.04530627,0,,27.86,,5010263,,27.59,27.329117,1.25,27.56,,5010263,,,,,1589241600,0.971084,,,27.4,2,NOK,2569574,,,,56572891136,,,5626061,0.3980418,27.4,27.6,,410000,2569574,36.41,7.4220433,,,19.135,27.58,False,,1100,27.86,OSL,NORSK HYDRO ASA,Norsk Hydro ASA,Europe/Oslo,CEST,True,7200000,EQUITY,NHY.OL,finmb_292387,no_market,,0.508,,-0.03373,7.183,,,3.72,,2048999936,,,36.912,,,,1577750400,0.29948,-4793999872,-2.341,,,0.74799526,0.34263,1640908800,1593475200,,,1339123950,72268906496,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/hydro.com,47 22 53 81 00,47 22 53 27 25,,VÃ¦kerÃ¸,,,,393ecc80-795c-3904-9f9c-8b2facbb321b,
NSKOG,0213,Basic Materials,2300,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,Norway,[],http://www.norskeskog.com,1,PB 294 SkOeyen,Paper & Paper Products,27.9,27.9,31.492554,0.22401434,0.6286,,28.3,,108071,,27.9,28.705715,6.25,27.9,,108071,,,,6,1598832000,,,,27.9,2,NOK,28124,,,,2305874944,,,121747,0.21661577,27.9,28,,,28124,45.05,,,,25.5,27.95,False,0.2151,,28.3,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.247,,0.040110003,2.366,Infinity,,,,82500000,,,60.812,,,,1577750400,0.20117001,427000000,5.164,,,0.45961323,0.66667,1640908800,1593475200,,,27535200,2630749952,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,47 22 51 20 20,,5.4124713,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,
NORTH,0252,Financial Services,2,"North Energy ASA does not have significant operations. Previously, it was engaged in the exploration, development, and production of oil and gas in the Norwegian continental shelf. The company was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.northenergy.no,1,Tjuvholmen allÃ© 3,Asset Management,1.72,1.72,1.3680797,0.17441861,0,,1.9,,651329,,1.72,1.6145588,0.3,1.72,,651329,,,,0.3,1559088000,1.110843,,,1.66,4,NOK,189917,,,,221826592,,,182273,27728.324,1.66,1.8,,3094400,189917,2.08,-1.9354838,,,0.9,1.73,False,,1019800,1.9,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORTH.OL,finmb_53162324,no_market,,-2285.783,,0,0.955,,,-0.93,,117252000,,,2.375,,,,1577750400,0,-6491000,-0.055,,,0.7578947,0.54482,1640908800,1593475200,,,45392782,-18286260,,,,,,,,,,,,,,https://logo.clearbit.com/northenergy.no,47 22 01 79 50,,,,,,,3e9514d3-4df0-35ae-a53c-9645c2c7d74c,
ODF,5892,Industrials,2383,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,Marine Shipping,21.8,21.2,21.449276,0.008394496,0,,22,,7643,,21.8,21.367647,0.183,21.2,,7643,,,,,1525824000,0.589156,,,21.2,2,NOK,8754,,,,1721436288,,,15186,1.9002519,21.2,21.8,,24000,8754,32,-109.5,,,17.1,21.6,False,,49000,22,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODF.OL,finmb_876111,no_market,,3.363,,0.01706,17.553,-0.20727277,,-0.2,,60020300,,,6.977,,,,1577750400,0.077800006,15456000,0.196,,,3.1388848,0.58329,1640908800,1593475200,,,28257135,3046127872,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,47 55 27 00 00,,111.734695,PO Box 6101 Postterminalen,,,,f54342aa-4fe6-3305-a76c-1f4294859ae0,
NOR,0158,Energy,29,"Norwegian Energy Company ASA, an oil and gas company, focuses on the exploration, development, and production of hydrocarbon resources in Norway, Denmark, and the United Kingdom. Its asset portfolio includes 4 production hubs and 11 producing fields on the Danish Continental Shelf. As of December 31, 2019, the company had proven and probable reserves of 209 million barrels of oil equivalent. Norwegian Energy Company ASA was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.noreco.com,1,Nedre Vollgate 1,Oil & Gas E&P,139,140,150.2239,,0,,140,,6382,,139,149.85294,,140,,6382,,,,,,-0.075301,,,139,2,NOK,4701,,,,3363470592,,,13095,5.469058,139,140,,50000,4701,255,8.138857,,,105,139.5,False,,200100,140,OSL,NORWEGIAN ENERGY,Norwegian Energy Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOR.OL,finmb_24349084,no_market,,6.754,,0.37561,14.781,-0.40851063,,17.14,,24110900,,,27.498,,,,1577750400,0.13282,231000000,13.634,,,5.0730963,0.026600001,1640908800,1593475200,,,6077622,4153408512,,1431648000,1:100,,,,,,,,,,,https://logo.clearbit.com/noreco.com,47 22 33 60 00,,10.231773,,,,,42d25bec-cf8f-30f3-a632-33cae79974f4,
OBSERV,0255,Healthcare,7,"Observe Medical ASA develops and markets medical technology products for patients, healthcare professionals, and hospitals in Europe and the United States. The company offers Sippi, a digital urine measuring system that automatically delivers data to electronic patient journal systems. It also develops Sippcoat, a technology that hampers the formation of biofilms in urine collection and drainage systems. The company was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://observemedical.com,1,Henrik Ibsensgate 90,Medical Devices,14.1,14,13.274719,,0,,14.4,,17267,,14.1,14.608824,,14,,17267,,,,,,,,,13.7,2,NOK,10660,,,,274985440,,,23048,1852.5397,13.7,14.2,,,10660,20.5,,,,5.902,13.75,False,,,14.4,OSL,OBSERVE MEDICAL,Observe Medical ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OBSERV.OL,finmb_638427790,no_market,,2085.674,,0,-17.033,Infinity,,,,19433600,,,0.304,,,,1577750400,0.11623,-19007960,-1.349,,,46.54605,0.77686,1640908800,1593475200,,,4749762,309591200,,,,,,,,,,,,,,https://logo.clearbit.com/observemedical.com,,,,,,,,25009432-ca8b-3b95-8eba-cd40c626353f,
NAS,1330,Industrials,9389,"Norwegian Air Shuttle ASA, together with its subsidiaries, provides scheduled and charter airline services in Norway and internationally. As of December 31, 2019, the company operated a total of 156 aircraft, whereas 65 owned and 101 leased aircrafts in approximately 500 routes to 150 destinations across Europe into North Africa, the Middle East, North America, South America, and South-East Asia. It is also involved in aircraft financing, leasing, and ownership activities; and commercial cargo activities, as well as handles crew services, airline operative support, administrative, ground handling services, and holiday packages through web portal. The company was founded in 1993 and is headquartered in Fornebu, Norway.",Fornebu,Norway,[],http://www.norwegian.com,1,OksenÃ¸yveien 3,Airlines,1.0615,1.09,5.9817643,,0,,1.0995,,43123504,,1.0615,1.6811323,,1.09,,43123504,,,,,,1.256024,,,1.062,4,NOK,12532509,,,,3952454144,,,34617800,0.1296469,1.062,1.0885,,128200,12532509,48.17,-0.05391477,,,1,1.087,False,,6100,1.0995,OSL,NORWEGIAN AIR SHUT,Norwegian Air Shuttle ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAS.OL,finmb_9002664,no_market,,1.791,,-0.18392,-202.411,-0.9663123,,-20.18,,3632770048,,,3.754,,,,1577750400,0.28066,-5607099904,-11.378,,,0.28982422,0.10098,1640908800,1593475200,,,3708706921,54610378752,,,,,,,,,,,,,,https://logo.clearbit.com/norwegian.com,47 67 59 30 00,,,,,,,b01488e9-9c31-39e7-bf9d-d0da043e61bb,
NRC,1366,Industrials,1932,"NRC Group ASA, together with its subsidiaries, engages in the infrastructure business in Norway, Sweden, and Finland. It provides rail, metro, tram, harbor, and road related infrastructure services, including groundwork, specialized track work, safety, electro, telecom, and signaling systems, as well as project management, construction, maintenance, environment services, concrete works, and fibers. The company was formerly known as Blom ASA and changed its name to NRC Group ASA in May 2015. NRC Group ASA was founded in 2011 and is headquartered in Lysaker, Norway.",Lysaker,Norway,[],http://www.nrcgroup.com,1,Lysaker Torg 25,Railroads,25,25,29.311956,,0,,25.25,,63733,,25,31.130882,,25,,63733,,,,,1524182400,0.389156,,,24.5,2,NOK,118393,,,,1786728576,,,58304,0.2780035,24.5,24.75,,,118393,62.2,,,,18.8,24.7,False,,,25.25,OSL,NRC GROUP ASA,NRC Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NRC.OL,finmb_876360,no_market,,0.441,,-0.00871,32.223,-0.5854063,,6.83,,72927696,,,40.95,,,,1577750400,0.34921002,-120000000,-0.928,,,0.59829056,0.20921,1640908800,1593475200,,,41784666,2835666688,,1384992000,1:100,,,,,,,,,,,https://logo.clearbit.com/nrcgroup.com,47 90 40 70 97,,,,,,,df5bdbf5-1f2a-37df-a179-697b4068de08,
NODL,HM 08,Energy,2,"Northern Drilling Ltd., a drilling contractor, focuses on acquiring and operating offshore drilling rigs for oil and gas industry. It owns two semi-submersible drilling rigs, as well as owns two drillships and an option to acquire a third drillship. The company was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.northerndrillingltd.com,1,Par La Ville Place,Oil & Gas Drilling,4.96,5.05,5.620761,,0,,5.39,,50184,,4.96,6.152353,,5.05,,50184,,,,,,2.530405,,,4.99,2,NOK,14512,,,,86476112,,,75680,3.738376,4.99,5.1,,0,14512,33.5,-18.888887,,,2.1,4.99,False,,0,5.39,OSL,NORTHERN DRILLING,Northern Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,NODL.OL,finmb_423276374,no_market,,2.558,,-0.79397005,,-0.8384365,,-0.27,,16133000,,,15.627,,,,1577750400,0.75004,-18366000,-0.241,,,0.32635823,0.39400002,1640908800,1593475200,,,8754259,59181764,,,,,,,,,,,,,,https://logo.clearbit.com/northerndrillingltd.com,,,,14th Par La Ville Road,,,,93da0603-ff72-38a9-8236-0d8bf6368755,
ODFB,5892,Industrials,2383,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,Marine Shipping,21.6,21.4,21.115217,,0,,21.6,,3537,,21.6,21,,21.4,,3537,,,,,1525824000,0.589156,,,21.2,2,NOK,599,,,,1713577856,,,5033,1.8915771,21.2,21.8,,,599,32,,,,17.6,21.2,False,,,21.6,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODFB.OL,finmb_876111,no_market,,3.345,,0.01706,17.463,,,,,18756200,,,6.977,,,,1577750400,0.16443,15456000,0.196,,,3.0958865,0.37213,1640908800,1593475200,,,28257135,3030372608,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,47 55 27 00 00,,110.20409,PO Box 6101 Postterminalen,,,,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,
OTS,1366,Industrials,12,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,Norway,[],http://www.oceanteam.nl,1,STRANDVEIEN 15,Marine Shipping,2.82,2.8,3.172681,,0,,2.8,,14398,,2.82,3.0032353,,2.8,,14398,,,,,,1.443373,,,2.8,4,NOK,90,,,,95112080,,,13547,6.692849,2.8,2.8,,150100,90,7.29104,,,,2.5,2.71,False,,135600,2.8,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTS.OL,finmb_27340700,no_market,,10.292,,-0.20357001,36.869,-0.5525259,,,,34211300,,,1.702,,,,1577750400,0.12597999,-2893000,-0.085,,,1.6451234,0.047470003,1640908800,1593475200,,,32036792,146257760,,1574812800,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,47 55 10 82 40,47 55 10 82 49,,Lysaker,,,,db06849e-c583-3ebb-b6fd-a8075052f557,
NTS,7970,Consumer Defensive,,"NTS ASA, an integrated aquaculture company, engages in the aquaculture, well-boat, sea transport, and service boat businesses in Norway. The company produces salmon; provides well-boat shipping services; and transports fish and fish products by sea and land. It also supplies various safety systems for boats, fish farms, and land customers; and provides preparation, implementation, and maintenance services for management systems and security management systems. In addition, the company operates boat and ferry connections; and offers diving services and other services for the aquaculture and other sectors. It operates 15 connections, including 10 ferry connections, 4 fast ferry routes, and 1 local boat route, as well as 23 service vessels. The company was founded in 1879 and is based in Kolvereid, Norway.",Kolvereid,Norway,[],http://www.ntsasa.no,1,Sentrumsgata 6,Farm Products,70,68.5,66.539856,0.014285714,0.1934,,70.5,,3246,,70,69.94118,1,68.5,,3246,,,,1,1589414400,0.558448,,,68.5,2,NOK,15607,,,,8408675840,,,2285,5.248999,68.5,70.5,,8300,15607,80,11.137441,,1.27,46,70,False,0.0143,26300,70.5,OSL,NTS ASA,NTS ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NTS.OL,finmb_49125655,no_market,,4.964,,0.1451,16.399,0.12903225,,6.33,,119272000,,,37.542,,,,1577750400,0.029240001,232440992,3.195,,,1.8778968,0.93716,1640908800,1585612800,,,33225408,7952291328,,1407888000,10:1,,,-0.624,,,,,,,,https://logo.clearbit.com/ntsasa.no,47 74 21 63 00,,22.065727,,,,,da6d1bd3-2722-396e-b1c0-ae95d62aa10c,
OKEA,7042,Energy,207,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,Norway,[],http://okea.no,1,Ferjemannsveien 10,Oil & Gas E&P,7.84,8,9.133333,,0,,8.2,,21268,,7.84,8.554706,,8,,21268,,,,,,,,,7.82,2,NOK,18510,,,,809773696,,,64070,0.30089924,7.82,8.2,,,18510,21,,,,5.7,7.9,False,,,8.2,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OKEA.OL,finmb_312629283,no_market,,1.003,,-0.31458,1.813,-0.57984996,,,,102503000,,,8.781,,,,1577750400,0.01676,-846585984,-8.663,,,0.89966977,0.8319,1640908800,1585612800,,,24737990,2699292672,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,47 73 52 52 22,,,,,,,c252c57e-328d-3858-89e6-237abaed1554,
NPRO,0250,Real Estate,51,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,Norway,[],http://www.norwegianproperty.no,1,StÃ¸perigata 2,Real Estate Services,11.15,11.2,11.58971,0.012556055,0.3443,,11.25,,7048,,11.15,11.355883,0.14,11.2,,7048,,,,0.28,1581379200,0.577108,,,11.1,2,NOK,36285,,,,6620100608,,,29108,3.4372277,11.1,11.25,,361700,36285,15.15,23.723404,,,9.24,11.15,False,0.0251,27100,11.25,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NPRO.OL,finmb_27351416,no_market,,6.802,,0.16937,21.653,-0.08979595,,0.47,,591102976,,,16.064,,,,1577750400,0.20047002,326200000,0.648,,,0.6940986,0.80237997,1640908800,1593475200,,,151701018,13099925504,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,47 22 83 40 20,,17.206789,,,,,1f0144b2-d8be-3c62-bd25-b181ac252aba,
