ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
SPOG,Sparebanken Øst,Equity certificates,47.3,47.1,47.3,14,,980.58,-0.0021,-0.0021,-0.0287,-0.0662,-0.0487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNI,Stolt-Nielsen,Industrials,82.7,82.5,82.7,10,,4426.42,-0.0024,0.0122,0.0024,-0.2746,-0.15380000000000002,WC2B 4HN,Industrials,6749.0,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,United Kingdom,[],http://www.stolt-nielsen.com,1.0,Aldwych House,Marine Shipping,82.9,82.9,88.83596999999999,0.0,,,82.9,,17048.0,,82.9,84.1647,0.0,82.9,,17048.0,,,,,1587600000.0,0.9802549999999999,,,82.5,2.0,NOK,793.0,,,,6515080704.0,,,19079.0,3.2259886000000004,82.5,82.7,,400.0,793.0,134.6,55.13333000000001,,5.67,69.6,82.5,False,,145400.0,82.9,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNI.OL,finmb_305831,no_market,,3.813,,-0.00336,19.98,,,1.5,,63023800.0,,,20.457,,,,1575072000.0,0.11141,-1544000.0,-0.113,,,4.042626,0.61417,1638230400.0,1590883200.0,,,33134761.0,7701284864.0,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,44 20 7611 8960,4th Floor 71â91 Aldwych,,,,,,b9065de0-e668-3a66-871a-60fbe6d371a0
STB,Storebrand,Financials,52.56,52.5,52.54,1486,,24566.03,-0.0124,0.0379,-0.0381,-0.2385,-0.0398,1327,Financial Services,1683.0,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,Norway,[],http://www.storebrand.no,1.0,Professor Kohts vei 9,Financial Conglomerates,53.22,53.3,51.75307,0.06106727,0.0,,53.3,,1452167.0,,53.22,51.547646,3.25,53.3,,1452167.0,,,,,1587600000.0,1.271777,,,52.18,2.0,NOK,711429.0,,,,24547323904.0,,,2477591.0,0.3876893,52.18,52.52,,81400.0,711429.0,74.9,9.246478999999999,,,33.84,52.52,False,,115200.0,53.3,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STB.OL,finmb_876161,no_market,,0.8240000000000001,,0.02922,17.087,0.007191539,,5.68,,467390016.0,,,73.592,,,,1577750400.0,0.64619005,1838000000.0,3.937,,,0.71366453,0.059570000000000005,1640908800.0,1593475200.0,,,457939559.0,52149506048.0,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,47 22 31 50 50,P.O. Box 500,13.340107000000001,,,,,51fabac2-38a8-3ceb-a804-75f790a366ca
STORM,Storm Real Estate,Real estate,3.42,3.26,3.42,16,,30.21,0.0556,0.1032,-0.0229,0.0059,-0.0757,,Real Estate,5.0,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.stormrealestate.no,1.0,Haakon VIIS gate 5,Real Estate Services,3.24,3.38,2.6033093999999997,0.13240739999999998,0.0,,3.46,,10895.0,,3.24,3.3623528,0.429,3.38,,10895.0,,,,,1464307200.0,1.486643,,,3.22,4.0,NOK,13806.0,,,,30214196.0,,,66405.0,10.407922,3.22,3.42,,80000.0,13806.0,6.45,38.0,,,1.26,3.26,False,,100000.0,3.46,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STORM.OL,finmb_38919651,no_market,,16.471,,-0.10815999999999999,88.874,-0.12432432,,0.09,,8834560.0,,,0.534,,,,1577750400.0,0.0,-314000.0,-0.036000000000000004,,,6.404495,0.47079,1640908800.0,1577750400.0,,,4904419.0,47813984.0,,1562716800.0,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,,,,,,,,dd6c75a6-28b5-3002-8b2b-f8724872256a
STRONG,StrongPoint,Information technology,17.85,17.75,17.85,13,LP,790.4,-0.005600000000000001,0.0085,0.3472,0.4875,0.4937,2005,Industrials,512.0,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,Norway,[],http://www.strongpoint.com,1.0,Slynga 10,Business Equipment & Supplies,17.95,17.9,12.406979,0.033426184,0.0,,17.95,,61169.0,,17.95,15.708823,0.6,17.9,,61169.0,,,,,1556496000.0,0.566782,,,17.85,2.0,NOK,9526.0,,,,790403392.0,,,104685.0,0.71595484,17.85,17.85,,406900.0,9526.0,19.2,16.227272,,,8.56,17.7,False,,200000.0,17.95,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,STRONG.OL,finmb_20358742,no_market,,0.8490000000000001,,0.018170001,15.144,0.5474138000000001,,1.1,,44280300.0,,,6.907,,,,1577750400.0,0.31468,20063000.0,0.45,,,2.5843349,0.31726,1640908800.0,1593475200.0,,,28472734.0,936738240.0,,1115596800.0,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,47 03254,,39.666668,,,,,f08e3dc2-bb19-3597-895c-d147eea96f66
SUBC,Subsea 7,Energy,70.34,70.2,70.28,1103,,20906.15,-0.0287,0.0106,0.1015,-0.33020000000000005,-0.2011,2086,Energy,,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,Luxembourg,[],http://www.subsea7.com,1.0,"412F, Route d'Esch",Oil & Gas Equipment & Services,72.38,72.5,66.972084,,0.0,,72.56,,722205.0,,72.38,66.74824,,72.5,,722205.0,,,,,1556150400.0,1.630662,,,69.74,2.0,NOK,239858.0,,,,20864210944.0,,,1171776.0,6.2392974,69.74,70.24,,128000.0,239858.0,110.1,280.8,,,38.5,70.2,False,,37100.0,72.56,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUBC.OL,finmb_359868,no_market,,6.4510000000000005,,-0.31124002,53.541000000000004,-0.14786917,,0.25,,297211008.0,,,14.515999999999998,,,,1577750400.0,0.61302,-1040800000.0,-3.495,,,4.836043,0.24015999999999998,1640908800.0,1593475200.0,,,223844129.0,21571500032.0,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,,,,,,,8610c031-034f-3083-a212-b713518bf428
SUNSB-ME,Sunndal Sparebank,Equity certificates,114.0,112.0,115.0,0,LP,154.15,,,0.0364,0.0668,0.1153,6600,Financial Services,,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",SunndalsÃ¸ra,Norway,[],http://sunndal-sparebank.no,1.0,Sunndalsveien 15,Banks—Regional,114.0,114.0,110.29496999999999,0.07017544,0.29600000000000004,,114.0,,121.0,,114.0,110.85293999999999,8.0,114.0,,121.0,,,,8.0,1585267200.0,0.163578,,,114.0,2.0,NOK,300.0,,,,154713952.0,,,257.0,1.6483306,114.0,115.0,,,300.0,117.0,,,,106.0,114.0,False,0.070199996,,114.0,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUNSB-ME.OL,finmb_32452702,no_market,,4.489,,0.37075,,0.036363599999999996,,,,1357140.0,,,369.061,,,,1577750400.0,0.015420001000000001,5527000.0,6.949,,,0.308892,0.0,1640908800.0,1585612800.0,,,931366.0,421316192.0,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,47 71 68 91 00,,16.40524,,,,,dd197052-51d0-31d7-81d4-de6977485aa6
SUSB-ME,Surnadal Sparebank,Equity certificates,108.0,108.0,109.0,2,LP,217.01,0.0093,0.0,0.0189,0.0268,0.0635,6650,Financial Services,,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,Norway,[],http://www.bank.no,1.0,BÃ¥rdshaugvegen 7,Banks—Regional,107.0,108.0,107.0,0.06542056,0.2025,,108.0,,28.0,,107.0,106.617645,7.0,108.0,,28.0,,,,7.0,1583280000.0,0.243302,,,108.0,2.0,NOK,441.0,,,,217656720.0,,,461.0,1.4130526,108.0,109.0,,,441.0,117.0,,,,100.0,108.0,False,0.0648,,108.0,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SUSB-ME.OL,finmb_58060310,no_market,,3.9560000000000004,,0.43442002,,-0.04059106,,,,2015340.0,,,421.213,,,,1577750400.0,0.03771,66915000.0,33.203,,,0.25640234,0.0,1640908800.0,1585612800.0,,,1899140.0,609317888.0,,,,,,-0.40700000000000003,,,,,,,,https://logo.clearbit.com/bank.no,47 71 66 27 00,,3.2527182,47 71 66 27 27,,,,2e02084b-fec2-35c2-980f-3a238c630cc9
TRVX,Targovax,Health care,6.34,6.34,6.39,39,,482.39,0.0,-0.0109,-0.0306,-0.2763,0.1527,0283,Healthcare,20.0,"Targovax ASA, a clinical stage immuno-oncology company, engages in the development of oncolytic viruses to target hard-to-treat solid tumors. Its lead product candidate is ONCOS-102 that is in Phase I/II clinical studies for the treatment of mesothelioma, melanoma, peritoneal disease, and prostate cancer. It also develops neoantigen cancer vaccines targeting tumors with oncogenic RASÂmutations. The company has collaboration agreements with Cancer Research Institute, Ludwig Cancer Research, and AstraZeneca to develop ONCOS-102 for peritoneal disease; Sotio to develop ONCOS-102 for prostate cancer; Valo Therapeutics to develop RAS neoantigen coating of ONCOS viruses using PeptiCRAd technology; and Merck & Co., Inc. to evaluate ONCOS-102 in combination with KEYTRUDA in mesothelioma. Targovax ASA is based in Oslo, Norway.",Oslo,Norway,[],http://www.targovax.com,1.0,Lilleakerveien 2C,Biotechnology,6.34,6.35,6.730575599999999,,0.0,,6.4,,140587.0,,6.34,6.636471,,6.35,,140587.0,,,,,,2.0592330000000003,,,6.32,2.0,NOK,40777.0,,,,482394784.0,,,324318.0,188.2149,6.32,6.39,,0.0,40777.0,12.0,-2.2245615,,,3.515,6.34,False,,0.0,6.4,OSL,TARGOVAX ASA,Targovax ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TRVX.OL,finmb_144098164,no_market,,162.366,,0.0,-3.103,0.21923089,,-2.85,,76087504.0,,,5.3870000000000005,,,,1577750400.0,0.25366,-132435000.0,-2.02,,,1.1769074,0.122279994,1640908800.0,1585612800.0,,,52861785.0,416143584.0,,,,,,,,,,,,,,https://logo.clearbit.com/targovax.com,47 21 39 88 10,,,,,,,fccf11ea-fe66-3f46-abef-9e2d0c89d3ee
TEAM,Team Tankers International,Industrials,3.4,3.2,3.44,0,,689.01,,,0.0625,-0.3704,-0.4087,HM 11,Industrials,88.0,"Team Tankers International Ltd., a shipping company, owns and operates chemical tankers for the seaborne transportation of liquid chemicals worldwide. The company transports various cargoes, such as organic chemicals, non-organic chemicals, petroleum products, vegetable oils, and lube oils. It operates 31 owned and 9 leased vessels. The company serves industrial chemical, oil, and mining companies. Team Tankers International Ltd. was founded in 1883 and is headquartered in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.teamtankers.com,1.0,Williams House,Marine Shipping,3.4,3.24,4.593885,,0.0,,3.4,,13505.0,,3.4,3.3782352999999996,,3.24,,13505.0,,,,,,-0.337979,,,3.24,4.0,NOK,104.0,,,,690135424.0,,,18029.0,2.1450098,3.24,3.44,,,104.0,7.65,,,,3.0,3.24,False,,,3.4,OSL,TEAM TANKERS INTL,Team Tankers International Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,TEAM.OL,finmb_28747656,no_market,,2.577,,-0.12687999,38.074,-0.40869564,,,,202980992.0,,,1.6569999999999998,,,,1577750400.0,0.00877,-40821000.0,-0.21600000000000003,,,2.051901,0.113129996,1640908800.0,1585612800.0,,,139405841.0,829069376.0,,,,,,,,,,,,,,https://logo.clearbit.com/teamtankers.com,,4th Floor 20 Reid Street,,,,,,9eb2925f-168c-30d3-8255-c18bb3011de9
TECH,Techstep,Information technology,3.08,3.04,3.08,10,,501.4,0.0,0.0336,0.232,-0.0914,-0.1809,0667,Technology,212.0,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.techstepasa.no,1.0,BrynsallEen 4,Software—Application,3.08,3.16,2.688921,,0.0,,3.16,,66334.0,,3.08,2.7717647999999997,,3.16,,66334.0,,,,,,0.344333,,,2.96,4.0,NOK,39535.0,,,,501402400.0,,,41555.0,0.4395818,2.96,3.08,,60000.0,39535.0,3.99,,,,1.95,3.04,False,,72100.0,3.16,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TECH.OL,finmb_371366152,no_market,,0.495,,-0.058130004000000006,31.500999999999998,-0.15846997,,,,162792992.0,,,2.905,,,,1577750400.0,0.027460001,-66303000.0,-0.402,,,1.060241,0.75827,1640908800.0,1585612800.0,,,37517372.0,564689728.0,,1457654400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,47 23 17 23 50,,,,,,,98dc7594-ff78-3c96-a31e-cdf580ce8a5f
TEL,Telenor,Communication services,146.45,146.35,146.45,1634,,204950.63,-0.013500000000000002,0.0213,0.0245,-0.041900000000000014,-0.1526,1360,Communication Services,20000.0,"Telenor ASA, together with its subsidiaries, operates as a telecommunication company worldwide. Its principal products and services include mobile communication, fixed line communication, and broadcasting services. The company's mobile communication services comprise voice, data, internet, and content services, as well as customer equipment and messaging. Its fixed line services consist of telephony, Internet and TV, and leased lines, as well as data and managed services; and broadcast services include broadcasting and data communication services through satellite, and terrestrial radio and TV transmission. The company also provides wholesale services that enable the operators to route international voice, messaging, data, and signaling traffic through a single connection to a global network, as well as handles international roaming relationships. In addition, it offers digital services, such as international communication services and machine to machine communication, as well as Internet based services, digital media advertising, and financial services. Further, the company sells mobile devices/phones. Telenor ASA was founded in 1855 and is headquartered in Fornebu, Norway.",Fornebu,Norway,[],http://www.telenor.com,1.0,SnarÃ¸yveien 30,Telecom Services,148.45,147.95,150.90251,0.058605593,2.1818,,148.15,,1313738.0,,148.45,144.48383,8.7,147.95,,1313738.0,,,,8.6,1602115200.0,0.271196,,,145.7,2.0,NOK,434550.0,,,,208348545024.0,,,1724149.0,1.7075369999999999,145.7,146.45,,301900.0,434550.0,189.65,14.644999499999999,,4.98,130.75,146.35,False,0.0579,230500.0,148.15,OSL,TELENOR ASA,Telenor ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,TEL.OL,finmb_658535,no_market,,2.9360000000000004,,0.050980000000000004,7.949,-0.18164277,,10.0,,1422659968.0,,,19.729,,,,1577750400.0,0.30785,5539999744.0,4.374,,,7.423082400000001,0.53981996,1640908800.0,1593475200.0,,,613954891.0,358190874624.0,,,,,,0.55,,,,,,,,https://logo.clearbit.com/telenor.com,47 81 07 70 00,,33.481937,,,,,cb2fb510-025f-3c23-9069-f636f51e0aa3
TGS,TGS-NOPEC Geophysical Company,Energy,134.0,133.9,134.0,1259,,15665.58,-0.0325,-0.0408,-0.034300000000000004,-0.4814,-0.3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THIN,Thin Film Electronics,Information technology,0.34,0.34,0.34,54,,120.11,-0.0059,0.009000000000000001,-0.0202,-0.7027,-0.7109000000000001,0160,Technology,23.0,"Thin Film Electronics ASA provides near field communications (NFC) solutions in Norway and internationally. The company offers NFC tags, electronic article surveillance anti-theft tags, and printed integrated systems. It also provides hardware, software, and integration services; and energy storage solutions for wearable devices, connected sensors, and others using solid-state lithium battery technology. The company was founded in 2005 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.thinfilmnfc.com,1.0,Fridtjof Nansens Plass 4,Electronic Components,0.34,0.34,0.93632156,,0.0,,0.341,,2160155.0,,0.34,0.37088823,,0.34,,2160155.0,,,,,,2.038908,,,0.33,4.0,NOK,393882.0,,,,120112352.0,,,4793749.0,152.04095,0.33,0.33799999999999997,,2859200.0,393882.0,5.8,-6.759999799999999,,,0.2912,0.33899999999999997,False,,1223200.0,0.341,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,THIN.OL,finmb_740992,no_market,,55.118,,0.0,-1.0979999999999999,-0.8578594999999999,,-0.05,,355361984.0,,,-0.387,,,,1577750400.0,0.06763,-69498000.0,-1.19,,,,0.02408,1640908800.0,1585612800.0,,,43445147.0,43543000.0,,1572566400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmnfc.com,47 22 42 45 00,,,,,,,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c
TIETOO,TietoEVRY,Information technology,263.8,263.6,264.2,50,,31236.28,-0.013500000000000002,-0.0251,0.0122,-0.0381,,2101,Technology,23789.0,"TietoEVRY Oyj operates as a software and services company. It operates through Digital Experience, Hybrid Infra, Industry Software, and Product Development Services segments. The Digital Experience segment provides consulting services, including design of service experiences, smart use of data, IT architecture consulting, and business process and change management, as well as system integration, and application development and management. The Hybrid Infra segment offers enterprises with life cycle management of IT infrastructure, which covers a variety of technologies. The Industry Software segment provides with industry-specific software products for business-critical processes of clients in the financial services, public and healthcare, and welfare sectors, as well as in the forest industry, and the energy and oil and gas segments. The Product Development Services segment offers software R&D services with a focus on the telecom sector, as well as new domains, such as automotive serving the communications infrastructure, consumer electronics, and semiconductor companies, and the automotive industry. The company also provides software advisory and consulting services, and industry specific software; engages in the design, implementation, and maintenance of customized solutions and IT operations. It operates in Finland, Sweden, Norway, Austria, the Baltic countries, Russia, and internationally. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",Espoo,Finland,[],http://www.tietoevry.com,1.0,Keilalahdentie 2-4,Information Technology Services,267.4,270.8,256.64893,,0.0,,270.8,,2858.0,,267.4,266.87057000000004,,270.8,,2858.0,,,,6.79,1600732800.0,0.791521,,,263.0,2.0,NOK,6096.0,,,,31529111552.0,,,8449.0,,263.0,264.2,,,6096.0,317.0,,,,201.2,263.6,False,0.0254,,270.8,OSL,TIETOEVRY OYJ,TietoEVRY Oyj,Europe/Oslo,CEST,False,7200000.0,EQUITY,TIETOO.OL,finmb_1034090,no_market,,,,0.02333,,inf,,,,118444000.0,,,,,,,1577750400.0,0.38723,,,,,,0.24724000000000002,1640908800.0,1593475200.0,,,54908237.0,31671906304.0,,,,,,,,,,,,,,https://logo.clearbit.com/tietoevry.com,358 207 2010,P.O.Box 2,,,,,,73c9b7e7-badc-3724-8b79-ad47831de1e2
TOM,Tomra Systems,Industrials,397.8,397.8,397.9,2178,,58723.2,-0.0095,0.0023,0.1196,0.4292,0.5004,1385,Industrials,4500.0,"Tomra Systems ASA provides sensor-based solutions for optimal resource productivity worldwide. It operates through Collection Solutions and Sorting Solutions segments. The Collection Solutions segment produces, sells, and services reverse vending machines and related data management system. It is also involved in picking up, transporting, and processing empty beverage containers on behalf of beverage producers/fillers. This segment offers its solutions to the food retail industry in Europe and the United States. The Sorting Solutions segment provides sorting and processing technology for the fresh and processed food industries; sorting systems for waste and metal material streams; and ore sorting systems for the mining industry. Tomra Systems ASA was founded in 1972 and is headquartered in Asker, Norway.",Asker,Norway,[],http://www.tomra.com,1.0,Drengsrudhagen 2,Waste Management,401.7,399.8,326.5707,0.0068459045,0.59650004,,399.8,,274476.0,,401.7,365.63824,2.75,399.8,,274476.0,,,,2.75,1588636800.0,0.391986,,,394.0,2.0,NOK,153491.0,,,,58767523840.0,,,308584.0,6.141898,394.0,397.9,,218400.0,153491.0,401.6,69.47644,,1.44,201.0,397.8,False,0.0068,98700.0,399.8,OSL,TOMRA SYSTEMS ASA,Tomra Systems ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,TOM.OL,finmb_878841,no_market,,6.501,,0.07117000000000001,38.181999999999995,0.5450001,,5.73,,147620000.0,,,38.575,,,,1577750400.0,0.7127100000000001,681000000.0,4.605,,,10.320155,0.0,1640908800.0,1593475200.0,,,108186195.0,62201511936.0,,974851200.0,2:1,,,-0.022000000000000002,,,,,,,,https://logo.clearbit.com/tomra.com,47 66 79 91 00,,86.44951,47 66 79 91 11,,,,2ec6aabb-d108-3aab-9fd6-ef3992573975
