ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
HAFNIA,HM 1189,Industrials,,"Hafnia Limited, owns and operates oil product tankers. The company operates in four segments: Long Range II (LR2), Long Range I (LR1), Medium Range (MR), and Handy size (Handy). It transports oil and oil products to national and international oil companies, and chemical companies, as well as trading and utility companies. The company provides ship owning, ship-management, chartering, investment, and agency office services. As of April 29, 2020, the company operated a fleet of 174 vessels in pools, including newbuilds, of which 102 are owned or chartered-in including six owned LR2s, 27 owned and nine chartered-in LR1s, 41 owned and six chartered-in MRs, and 13 owned Handy vessels. The company is based in Hamilton, Bermuda. Hafnia Limited is a subsidiary of BW Group Limited.",Hamilton,Bermuda,[],http://www.hafniabw.com,1,Washington Mall Phase 2,Marine Shipping,16.8,16.8,18.138716,0.0033928573,0.1685,,17.12,,99792,,16.8,15.98647,0.057,16.8,,99792,,,,1.6,1590624000,,,,16.32,2,NOK,65465,,,,5960377856,,,318809,6.7562966,16.32,16.42,,,65465,29.23,,,,14.6,16.4,False,0.0958,,17.12,OSL,HAFNIA LIMITED,Hafnia Limited,Europe/Oslo,CEST,False,7200000,EQUITY,HAFNIA.OL,finmb_589287859,no_market,,8.512,,0.13709,26.284,Infinity,,,,362995008,,,3.141,,,,1577750400,0.017380001,120939000,0.342,,,5.2276344,0.66471,1640908800,1585612800,,,114169325,7509316608,,,,,,1.763,,,,,,,,https://logo.clearbit.com/hafniabw.com,,4th Floor Suite 400 22 Church Street,48.011696,,,,,003a7a08-8701-3187-95d4-d196d2081dad
HAVI,6099,Industrials,498,"Havila Shipping ASA, together with its subsidiaries, engages in the shipping business. It manages and operates offshore service vessels primarily in the Norwegian, British, and Danish sectors of the North Sea; and Asia, Brazil, Gabonese Republic, and the Netherlands. The company operates a fleet of 23 vessels, including 5 anchor handling vessels, 14 platform supply vessels, a rescue recovery vessel, and 3 subsea vessels. Its anchor handling tug and supply vessels are used for moving rigs and putting out anchors, as well as for supply services; platform supply vessels are used to carry goods, water, drilling mud, chemicals, etc. to and from the offshore installations; subsea vessels are used for under water construction work, as well as for support for under water operations; and rescue-and recovery vessels are used to offer security services, such as oil spill preparedness, fire protection, and rescue operation. The company was founded in 2003 and is headquartered in FosnavÃ¥g, Norway. Havila Shipping ASA is a subsidiary of Havila Holding AS.",FosnavÃ¥g,Norway,[],http://www.havilashipping.no,1,P.O. Box 215,Marine Shipping,2.79,2.67,2.6409712,,0,,2.78,,35018,,2.79,2.5841177,,2.67,,35018,,,,,1210809600,1.425667,,,2.67,4,NOK,5690,,,,66098112,,,26615,0.08575884,2.67,2.78,,270700,5690,4.3,-1.39,,,1.5,2.69,False,,200000,2.78,OSL,HAVILA SHIPPING,Havila Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HAVI.OL,finmb_11146483,no_market,,5.85,,-0.59742,18.172,-0.24184787,,-2,,23776300,,,-53.249,,,,1577750400,0.00425,-460457984,-19.366,,,,0.68297,1640908800,1585612800,,,9678381,4508852736,,1515024000,1:100,,,,,,,,,,,https://logo.clearbit.com/havilashipping.no,47 70 08 09 00,,,47 70 08 09 01,,,,97d680e0-43b0-3386-b16b-bae208f3d7f9
HYARD,6090,Industrials,693,"Havyard Group ASA primarily engages in shipbuilding, engineering, ship design, and ship equipment businesses worldwide. It operates in five segments: Ship Technology, Design & Solutions, Power & Systems, Fish Handling, and Havyard Production. The Ship Technology segment constructs and repairs offshore vessels, windmill service vessels, live-fish carriers, fishing vessels, and other specialty vessels. The Design & Solutions segment develops, sells, and delivers ship design and engineering, and system packages to yards and shipping companies. The Power & Systems segment manufactures and supplies diesel- and hybrid-electric propulsion systems, including boards, electromechanical products, and automation and safety systems; designs, engineers, and installs electrical systems; and develops and delivers control and automation systems for ships. The Fish Handling segment delivers solutions for handling and cooling of seafood onboard fishing vessels and live fish carriers, and in on-shore plants; and produces, rents, and sells waste machines. The Havyard Production segment hires out personnel; and pre-fabricates steel products, including piping, switchboards, and starters. The company was founded in 1999 and is headquartered in FosnavÃ¥g, Norway.",FosnavÃ¥g,Norway,[],http://www.havyard.com,1,Havyard House,Aerospace & Defense,2.02,1.95,2.271079,0.22277227,0,,2.02,,23098,,2.02,2.140147,0.45,1.95,,23098,,,,,1425254400,0.407084,,,1.95,4,NOK,29722,,,,48215700,,,33336,0.01652556,1.95,2.1,,100000,29722,7.08,,,,1.3,2,False,,299000,2.02,OSL,HAVYARD GROUP ASA,Havyard Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HYARD.OL,finmb_95307648,no_market,,0.305,,-0.07383,-5.284,-0.69486403,,,,24726000,,,6.653,,,,1546214400,0.0793,-215399008,-8.68,,,0.29310086,0.73204005,1609372800,1561852800,,,8351698,890843520,,,,,,,,,,,,,,https://logo.clearbit.com/havyard.com,47 70 08 45 50,Holmefjordvegen 1,,,,,,39294dbc-e16c-30e4-8e1d-0fdc55fbf2d1
GOD,0663,Industrials,,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.goodtech.no,1,Innspurten 15,Engineering & Construction,7,7.15,6.5393524,0.21428572,0,,7.5,,28788,,7,6.8191175,1.5,7.15,,28788,,,,,1398643200,1.193379,,,7,2,NOK,33028,,,,158302208,,,21780,0.35119504,7,7.1,,27800,33028,9,,,,4.72,6.9,False,,66200,7.5,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.419,,0.00045000002,-44.473,0.07692313,,,,22614600,,,10.152,,,,1577750400,0.029460002,-8442000,0.009,,,0.6895193,0.59415,1640908800,1585612800,,,12468544,188786992,,1336348800,1:10,,,-0.839,,,,,,,,https://logo.clearbit.com/goodtech.no,47 81 56 86 00,Etterstad PO Box 6578,777.77783,,,,,29ef84a6-23af-3318-aff7-9e049cd7307d
HELG,8622,Financial Services,148,"Helgeland Sparebank provides various financial products and services to retail customers, small and medium enterprises, municipal authorities, and institutions in Norway. The company operates in two segments, Retail Market and Corporate Market. It offers savings, investment, and insurance products, as well as leasing and mortgage services. The company also engages in owning, managing, letting, buying, and selling commercial properties. It operates through five branches located in MosjÃ¸en, BrÃ¸nnÃ¸ysund, SandnessjÃ¸en, SÃ¸mna, and Korgen in Helgeland. The company was founded in 1860 and is headquartered in Mo i Rana, Norway.",Mo i Rana,Norway,[],http://www.hsb.no,1,Jernbanegata 15,Banks—Regional,81.5,82,75.73741,0.06564417,0,,83,,6965,,81.5,78.367645,5.35,82,,6965,,,,2.7,1588636800,0.688153,,,81.5,2,NOK,102,,,,1700179712,,,6353,2.6606882,81.5,83,,203100,102,90,7.897287,,3.83,60,82.5,False,0.033099998,67000,83,OSL,HELGELAND SPAREBK,Helgeland Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,HELG.OL,finmb_9857922,no_market,,19.59,,0.40219003,,0.012422323,,10.32,,20861100,,,171.516,,,,1577750400,0.1546,186000000,8.845,,,0.4751743,0.56207,1640908800,1585612800,,,11769198,12518178816,,1270512000,2:1,,,-0.676,,,,,,,,https://logo.clearbit.com/hsb.no,47 75 11 90 00,,9.214245,47 75 12 82 02,,,,bfb69ecc-9ef2-3f88-8f3a-2ef7adbda9bb
ICE,0484,Communication Services,229,"Ice Group ASA provides telecommunications services in Norway, Sweden, and Denmark. The company offers wireless data, voice, messaging, mobile broadband, telephony, and other related services. It provides its services primarily under the ice and Net1 brands. The company was formerly known as AINMT AS and changed its name to Ice Group ASA in August 2017. Ice Group AS was founded in 2015 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.icegroup.com,1,Nydalsveien 18B,Telecom Services,15.3,15.5,15.610072,,0,,15.55,,33228,,15.3,14.744118,,15.5,,33228,,,,,,0.141695,,,15.3,2,NOK,6618,,,,3126256896,,,28374,1.6123036,15.3,15.6,,,6618,24.9,,,,12.5,15.5,False,,,15.55,OSL,ICE GROUP ASA,Ice Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ICE.OL,finmb_291514639,no_market,,4.519,,-0.65859,-45.638,-0.38665062,,,,201694000,,,-6.978,,,,1577750400,0.03229,-1276999936,-6.052,,,,0.87522006,1640908800,1585612800,,,33018461,8762423296,,,,,,,,,,,,,,https://logo.clearbit.com/icegroup.com,47 21 00 00 00,,,,,,,76879d77-1bde-3635-83bd-241b93e2cfc7
HIDDN,0254,Technology,3,"Hiddn Solutions ASA, through its subsidiary, Finn Clausen Sikkerhetssystemer AS distributes physical filing and storage systems in Norway. It operates in three segments: Security Cabinets, Filing Cabinets, and Other Storage Products. The company sells security and filing cabinets, as well as other storage products, including wardrobe lockers, shelving systems, and safe deposit boxes. It also offers after sales support services for security, archiving, and storage products. Hiddn Solutions ASA was founded in 1998 and is based in Oslo, Norway.",Oslo,Norway,[],http://www.hiddnsolutions.no,1,Cort Adelers gate 17,Computer Hardware,1.57,1.6,1.5784892,24.203821,0,,1.6,,101510,,1.57,1.6013235,38,1.6,,101510,,,,,1476748800,1.725149,,,1.55,4,NOK,23558,,,,141156816,,,221656,16.299864,1.55,1.575,,0,23558,4.33748,,,,0.777755,1.54,False,,0,1.6,OSL,HIDDN SOLUTIONS,Hiddn Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HIDDN.OL,finmb_7099157,no_market,,2.687,,0,-1.342,-0.13249123,,,,89908800,,,-0.126,,,,1577750400,0,-31440000,-4.175,,,,0.84906995,1640908800,1577750400,,,12460309,23268426,,1568678400,1:20,,,,,,,,,,,https://logo.clearbit.com/hiddnsolutions.no,47 22 12 00 12,,,,,,,3afe3f0c-9fb4-3681-b6a1-4c433760c6ec
HUNT,0287,Energy,3,"Hunter Group ASA, an investment company, focuses primarily on shipping and oil services investments in Norway and internationally. The company develops VLCC construction contracts and options. Its fleet consist of seven identical VLCCs. The company was formerly known as Badger Explorer ASA and changed its name to Hunter Group ASA in May 2017. Hunter Group ASA was founded in 2003 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.huntergroup.no,1,Dronningen 1,Oil & Gas Equipment & Services,3.27,3.27,3.7082014,,0,,3.29,,796901,,3.27,3.234706,,3.27,,796901,,,,,,-0.04065,,,3.255,4,NOK,261839,,,,1875680000,,,1800804,56.62943,3.255,3.26,,0,261839,6.05,326,,,3,3.25,False,,0,3.29,OSL,HUNTER GROUP ASA,Hunter Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HUNT.OL,finmb_23568458,no_market,,62.779,,0.82691,80.83,0.009259224,,0.01,,575361984,,,0.388,,,,1577750400,0.15904,27389000,0.046,,,8.402061,0.45485002,1640908800,1585612800,,,291150439,2079381760,,1512691200,1:10,,,34.55,,,,,,,,https://logo.clearbit.com/huntergroup.no,47 95 77 29 47,,70.86957,,,,,170d6877-c6c5-3d97-b22b-94bb52c858e2
IFISH-ME,170,Consumer Defensive,37,"Ice Fish Farm AS operates as a fish farm in Iceland. The company engages in the farming, processing, and distribution of salmon fishes; and harvesting, processing, and packaging of line caught cod and haddock fishes. In addition, it operates smolt stations. The company sells its products through distributors, as well as retailers, suppliers, and supermarkets. It also exports its products. The company was incorporated in 2020 and is based in Seltjarnarnes, Iceland. Ice Fish Farm AS is a subsidiary of NTS ASA.",Seltjarnarnes,Iceland,[],http://www.icefishfarm.is,1,Nesbala 122,Farm Products,33.7,34.395,34.720108,,0,,34.99,,8877,,33.7,34.510292,,34.395,,8877,,,,,,,,,34.395,2,NOK,8055,,,,1863000064,,,25244,55.919044,34.395,34.5,,,8055,42.735,,,,32.1,33.505,False,,,34.99,OSL,ICE FISH FARM AS,Ice Fish Farm AS,Europe/Oslo,CEST,False,7200000,EQUITY,IFISH-ME.OL,finmb_275808956,no_market,,54.298,,0.024500001,485.688,Infinity,,,,54000000,,,0.466,,,,1577750400,,816322,0.015,,,74.03434,,1640908800,,,,9491040,1808999936,,,,,,,,,,,,,,https://logo.clearbit.com/icefishfarm.is,354 896 0426,,2300,,,,,bbf47d02-2d72-3ef1-9930-7d22ee91b33f
HBC,6005,Healthcare,51,"Hofseth BioCare ASA, a biotech company, offers value added biomarine ingredients and finished products for the human nutrition, and pet and feed markets in Norway. Its products include OmeGo salmon oil; ProGo, a salmon protein hydrolysate powder used as a fast absorbing protein supplement; and CalGo, a marine calcium powder produced from salmon bones that enhances bone density and bone deposition in older individuals. The company has a research agreement with Stanford University School of Medicine to investigate the gastro-intestinal-protective properties of HBC's salmon protein hydrolysate peptides in children and adults with GI tract disorders. The company was founded in 2000 and is headquartered in Ãlesund, Norway.",Ãlesund,Norway,[],http://www.hofsethbiocare.no,1,Havnegata 11,Biotechnology,8.78,8.74,8.317842,,0,,8.74,,19952,,8.78,8.842353,,8.74,,19952,,,,,,0.779326,,,8.54,2,NOK,3568,,,,2876062976,,,89720,40.15726,8.54,8.74,,,3568,10.95,,,,3.76,8.6,False,,,8.74,OSL,HOFSETH BIOCARE AS,Hofseth BioCare ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HBC.OL,finmb_138820134,no_market,,40.991,,-1.20715,-48.615,,,,,329068992,,,0.375,,,,1577750400,0.23933001,-86456000,-0.275,,,23.306665,0.52830005,1640908800,1585612800,,,140919308,2935741696,,,,,,,,,,,,,,https://logo.clearbit.com/hofsethbiocare.no,47 73 10 22 00,,,,,,,6bd38704-57b8-3fb3-9c4b-d15b5b6fff8e
INSR,0667,Financial Services,,"Insr Insurance Group ASA, a non-life insurance company, focuses on property and casualty insurance for the retail, and small and medium sized enterprises in Norway. It serves customers through insurance agents and partners. The company was formerly known as Vardia Insurance Group ASA and changed its name to Insr Insurance Group ASA in October 2016. Insr Insurance Group ASA was founded in 2009 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.insr.io,1,ÃstensjÃ¸veien 43,Insurance—Property & Casualty,2.26,1.55,3.963741,,0,,1.55,,123829,,2.26,2.537647,,1.55,,123829,,,,,,0.467479,,,1.115,4,NOK,7462596,,,,185208768,,,231103,0.239449,1.115,1.26,,0,7462596,9.1,1.8939394,,,1.115,1.24,False,,0,1.55,OSL,INSR INSURANCE GRP,Insr Insurance Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INSR.OL,finmb_224209079,no_market,,-0.637,,-0.06197,,-0.7460674,,0.66,,148167008,,,2.48,,,,1577750400,0.33027,-19933000,-0.341,,,0.50403225,0.05116,1640908800,1585612800,,,125527082,-492368576,,1476835200,1:10,,,,,,,,,,,https://logo.clearbit.com/insr.io,47 22 91 34 15,,,,,,,6cc1e5cf-04e4-37ed-8fec-1f51d6ca8bc0
GSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INFRNT,0250,Technology,525,"Infront ASA provides market data and trading solutions for financial professionals primarily in Europe. The company operates Infront Solutions and Terminal; Vwd Group; and News and Other segments. Its Infront terminal products, which offer real-time market data, trading, news, and analytics for financial market participants. The company also provides data and feed, portfolio management and advisory, and regulatory compliance, as well as publication and distribution solutions. Infront ASA was founded in 1998 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.infrontfinance.com,1,Munkedamsveien 45,Software—Application,22.5,22.5,20.021223,0.02,0,,22.5,,10873,,22.5,20.804413,0.45,22.5,,10873,,,,,1557705600,0.755644,,,22.1,2,NOK,4998,,,,959701376,,,13362,,22.1,22.2,,0,4998,27.8,19.557522,,,14,22.1,False,,0,22.5,OSL,INFRONT ASA,Infront ASA,Europe/Oslo,CEST,False,7200000,EQUITY,INFRNT.OL,finmb_3576983,no_market,,,,-0.14046,,,,1.13,,43425400,,,5.655,,,,1577750400,0.41184,,0.636,,,3.908046,0.33511,1640908800,1585612800,,,28877450,981413824,,,,,,,,,,,,,,https://logo.clearbit.com/infrontfinance.com,47 23 31 00 30,,34.74843,,,,,33f4b7eb-0964-32c2-8aa7-81983ec2d850
HLNG,HM 12,Energy,175,"HÃ¶egh LNG Holdings Ltd., together with its subsidiaries, provides floating energy solutions worldwide. The company operates through four segments: HMLP, Operations, Business Development, and Project Execution. It owns and operates floating LNG import terminals, floating storage and regasification units (FSRUs), and LNG carriers (LNGCs). The company also acquires FSRUs, LNGCs, and other LNG infrastructure assets under long-term charters. As of December 31, 2019, it operated a fleet of two LNG transportation vessels, and ten floating storage and regasification units. The company is also involved in the commercial management and bareboat hiring; and business development and project execution activities. In addition, it owns ships. The company is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.hoeghlng.com,1,Canonâs Court,Oil & Gas Midstream,11.48,11.6,13.8376255,0.008710802,,,11.6,,65020,,11.48,11.4923525,0.1,11.6,,65020,,,,,1583366400,1.495934,,,11.22,2,NOK,15290,,,,861639680,,,189122,2.544833,11.22,11.32,,246100,15290,38.8,25.111113,,4.02,8.12,11.2,False,,28200,11.6,OSL,HOEGH LNG HOLDINGS,Höegh LNG Holdings Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,HLNG.OL,finmb_875057,no_market,,8.555,,-0.108789995,15.683,-0.63497615,,0.45,,76251296,,,4.049,,,,1577750400,0.30419,-36836000,-0.478,,,2.7908127,0.49327,1640908800,1585612800,,,35912672,2896731136,,,,,,,,,,,,,,https://logo.clearbit.com/hoeghlng.com,,22 Victoria Street,,,,,,4f4b7614-8784-3a33-89c1-234ba734a35b
IDEX,0191,Technology,100,"IDEX Biometrics ASA engages in the design, development, and sale of fingerprint identification and authentication solutions in Europe, the Middle East, Africa, the Americas, and Asia. The company offers IDEX Biometrics for the biometrics smart card market, including biometric fingerprint sensors for use in dual interface, contactless only, and contact only smart cards; biometric fingerprint modules for contact based smart cards; and on-card enrollment solutions for remote in-person enrollment. It primarily serves biometric payment card market, as well as offers its products and solutions for other markets, including access control, identification, healthcare, and the Internet of Things. The company was formerly known as Idex ASA and changed its name to IDEX Biometrics ASA in May 2019. IDEX Biometrics ASA was founded in 1996 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.idexbiometrics.com,1,Dronning Eufemias gate 16,Software—Application,1.626,1.64,1.2805179,,0,,1.692,,4037547,,1.626,1.4977059,,1.64,,4037547,,,,,,2.815331,,,1.602,4,NOK,2324788,,,,1294791296,,,5083644,4347.607,1.602,1.654,,5500,2324788,2.53,-6.118518,,,0.2905,1.652,False,,123000,1.692,OSL,IDEX BIOMETRICS,IDEX Biometrics ASA,Europe/Oslo,CEST,False,7200000,EQUITY,IDEX.OL,finmb_20344818,no_market,,3979.086,,0,-47.859,0.08399999,,-0.27,,783772032,,,0.021,,,,1577750400,0.3387,-25845128,-0.041,,,78.666664,0.30587,1640908800,1593475200,,,496395765,1185039360,,1268179200,1:3,,,,,,,,,,,https://logo.clearbit.com/idexbiometrics.com,47 67 83 91 19,,,,,,,b18310f5-8716-396e-afd5-d9b05fd70b6c
