ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,trailingPE,fullTimeEmployees,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
SBO,0380,Real Estate,"Selvaag Bolig ASA, a housing development company, engages in the development, construction, and sale of residential properties in Greater Oslo, Bergen, Stavanger, Trondheim, and Stockholm. The company offers its properties under the Start, Home, and Pluss brands. The company was founded in 2008 and is headquartered in Oslo, Norway. Selvaag Bolig ASA is a subsidiary of Selvaag AS.",Oslo,47 23 13 70 00,Norway,[],http://www.selvaagboligasa.no,1,Silurveien 2,Real Estate Services,,50.4,50.8,51.39674,0.06944444,0.2334,,50.8,,37713,,50.4,51.882355,3.5,50.8,,37713,,,,3,1587945600,0.566782,,,49.55,2,NOK,98496,,,,4626732544,,,81724,1.345557,49.55,49.75,,199000,98496,77,10.143149,,6.83,38.95,49.6,False,0.059499998,2400,50.8,OSL,SELVAAG BOLIG AS,Selvaag Bolig ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SBO.OL,finmb_104553470,no_market,,1.896,,0.52312,3.477,0.096844435,,4.89,,93280896,,,26.229,,,,1577750400,0.21912001,1798752000,19.443,,,1.8910366,0.57431,1640908800,1585612800,,,38860252,6520817664,,,,,,,,,,,,,,https://logo.clearbit.com/selvaagboligasa.no,,2.5510464,87,,,,a7d9d772-1147-377d-a6d7-d4a6ebbfa4eb,
SBANK,,Financial Services,"Sbanken ASA, a digital bank, provides various banking products to retail customers in Norway. The company offers deposit products, such as security deposit accounts and home savings account; and home loans, car loans, credit cards, overdraft facilities, personal loans, consumer loans, and custody account loans, as well as short-term loans. It also provides payment services, including payment of bills, international payments, invoice payments, card transactions, etc.; log-in, security solutions, etc.; and investment products, as well as online banking services. The company was formerly known as Skandiabanken ASA and changed its name to Sbanken ASA in November 2017. Sbanken ASA was founded in 2000 and is headquartered in Bergen, Norway.",Bergen,47 55 26 00 00,Norway,[],http://sbanken.no,1,Folke Bernadottesvei 38,Banks—Regional,,65.7,65.7,60.414856,0.026636226,0,,67.4,,44241,,65.7,64.541176,1.75,65.7,,44241,,,,,1587945600,1.099619,,,65.7,2,NOK,76818,,,,7187101696,,,128542,4.2120304,65.7,67.4,,0,76818,77.6,9.231825,,,38.5,67.3,False,,0,67.4,OSL,SBANKEN ASA,Sbanken ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SBANK.OL,finmb_215678890,no_market,,13.942,,0.4069,,0.018604636,,7.29,,106792000,,,69.237,,,,1577750400,0.86196,694308992,6.497,,,0.97202367,0,1640908800,1593475200,,,78567128,23789639680,,,,,,0.048,,,,,,,,https://logo.clearbit.com/sbanken.no,,10.358627,338,,,,d2bc4800-932a-3817-b298-6e2d130d91bc,
SSG,278,Industrials,"Self Storage Group ASA engages in the rental of self-storage units to private individuals and businesses in Norway, Sweden, and Denmark. The company operates through OK Minilager, City Self-Storage, and Property segments. It operates climate controlled storage units and container based storage units. The company also retails storage ancillary goods, such as boxes, tapes, and bubble-wraps; distributes insurance products; and invests in real estate properties. As of July 2, 2020, it operated 113 facilities with a total lettable area of 140,300 square meters across Scandinavia. The company was founded in 1993 and is headquartered in Oslo, Norway.",Oslo,47 92 42 94 38,Norway,[],http://www.selfstoragegroup.no,1,Karenslyst AllE 2,Specialty Business Services,,24.3,24.6,25.699276,,0,,24.6,,11474,,24.3,24.997059,,24.6,,11474,,,,,,0.935437,,,24.4,2,NOK,14649,,,,2057617792,,,29930,7.4650636,24.4,24.6,,0,14649,33,27.727272,,,19,24.4,False,,0,24.6,OSL,SELF STORAGE GROUP,Self Storage Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SSG.OL,finmb_540146654,no_market,,10.382,,0.23823,17.633,,,0.88,,84328600,,,12.686,,,,1577750400,0.52766997,65665000,0.83,,,1.9233801,0.46776,1640908800,1585612800,,,39348561,2861655552,,,,,,0.371,,,,,,,,https://logo.clearbit.com/selfstoragegroup.no,,29.39759,66,,,,c6cbba01-08d5-33e4-af37-a0c8cde4dcfd,
SDRL,HM 08,Energy,"Seadrill Limited, an offshore drilling contractor, provides offshore drilling services to the oil and gas industry worldwide. It operates in three segments: Floaters, Jack-up Rigs, and Other. The Floaters segment offers drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relates to semi-submersible rigs and drill ships for harsh and benign environments in mid, deep, and ultra-deep waters. The Jack-up Rigs segment provides drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relate to jack-up rigs for operations in harsh and benign environment in shallow waters. The Other segment offers management services to third parties and related parties. The company operates a fleet of 35 drilling units, including 7 drill ships, 12 semi-submersible rigs, and 16 jack-up rigs. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was founded in 2005 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.seadrill.com,1,Par-la-Ville Place,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,4.128,4.116,6.818949,,0,,4.126,,1149196,,4.128,4.0255294,,4.116,,1149196,,,,,,2.927784,,,4.01,4,NOK,497969,,,,396765952,,,1247931,0.35143134,4.01,4.066,,,497969,33.84,,,,2.95,4.022,False,,,4.126,OSL,SEADRILL LTD,Seadrill Limited,Europe/Oslo,CEST,False,7200000,EQUITY,SDRL.OL,finmb_22532593,no_market,,5.701,,-2.2037199,30.648,-0.83950233,,,,100330000,,,-0.528,,,,1577750400,0.37392,-2488000000,-24.88,,,,0.27479,1640908800,1585612800,,,69439318,6436161536,,,,,,,,,,,,,,https://logo.clearbit.com/seadrill.com,441 295 3494,,4538,,,,f34cf53e-3abd-370d-b16d-49b3354d00b7,
SCHA,0105,Communication Services,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1,Akersgata 55,Publishing,Sentrum PO Box 490,337.6,337.5,246.39928,0.0059241704,0,,350,,162188,,337.6,279.33142,2,337.5,,162188,,,,,1588809600,0.845528,,,334.2,2,NOK,224514,,,,77559267328,,,217473,4.0471334,334.2,349.7,,121500,224514,353.5,40.852802,,,170,349.6,False,,7700,350,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,True,7200000,EQUITY,SCHA.OL,finmb_878146,no_market,,4.732,,0.03313,34.52,0.4172964,,8.56,,104460000,,,45.603,,,,1577750400,0.52269,635000000,2.698,,,7.6683555,0.30409,1640908800,1593475200,,,166450463,90684252160,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,47 23 10 66 01,129.61453,5006,,,,a21658e3-6dae-3714-b154-d6774d6e582d,
SSO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIOFF,4610,Energy,"Siem Offshore Inc., together with its subsidiaries, owns and operates offshore support vessels for the offshore energy service industry. It operates platform supply vessels (PSVs); offshore subsea construction vessels (OSCVs); anchor-handling tug supply vessels (AHTS vessels); other vessels, including fast crew, fast supply, and oil spill recovery vessels; and scientific core-drilling and others. As of March 31, 2020, it had a fleet of 33 vessels, which included seven PSVs, four OSCVs, ten AHTS vessels, two well-intervention vessels, one scientific core-drilling vessel, five Brazilian flagged vessels, and three Canadian flagged vessels comprising AHTS vessels and PSVs. It operates in Norway, North Sea, the Arctic Ocean, Northern Pacific Ocean, West Africa, Australia, South East Asia, Canada, and Brazil. The company was founded in 2005 and is headquartered in Kristiansand, Norway. Siem Offshore Inc. is a subsidiary of Siem Europe S.a r.l.",Kristiansand,47 38 60 04 00,Norway,[],http://www.siemoffshore.com,1,Nodeviga 14,Oil & Gas Midstream,,0.92,0.93,0.9757971,,0,,0.93,,39939,,0.92,0.9694118,,0.93,,39939,,,,,1399334400,0.714285,,,0.83,4,NOK,12040,,,,803875584,,,93328,2.9130466,0.83,0.93,,137000,12040,2,-43,,,0.6,0.9,False,,132200,0.93,OSL,SIEM OFFSHORE INC,Siem Offshore Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,SIOFF.OL,finmb_23954324,no_market,,6.635,,-0.31768,20.096,-0.34285712,,-0.02,,934739008,,,0.335,,,,1577750400,0.00196,-92925000,-0.093,,,2.5671642,0.97419,1640908800,1585612800,,,32183056,1831076736,,,,,,,,,,,,,,https://logo.clearbit.com/siemoffshore.com,47 37 40 62 86,,1102,,,,a3c28fbe-b1c0-3929-ae8a-638a1b89f2da,
SIKRI-ME,0271,Technology,"Sikri Holding AS provides case processing, and document management and archiving solutions to the public sector in Norway. Its products include Elements Sak-Arkiv, a case archive system for the management of public services; Elements eByggesak, a case management tool specially adapted for construction case processing; and Elements RiskManager, an electronic quality system that supports the business with quality and management processes, non-conformance management, notifications, and risk assessments for both the public and private sectors. The company's products also comprise Elements Cloud that supports external login, as well as integrates login solutions in the market, such as ADFS and SAML-based identity solutions; and Elements Lekdommer, a web-based solution for municipalities in connection with the election, updating, and exemption treatment of co-judges in the district court and co-judges and storage members in the storage court. In addition, it offers courses and training, consulting, and support, as well as provides personal counseling of key resources. The company was founded in 2000 and is based in Lysaker, Norway.",Oslo,,Norway,[],,1,Drammensveien 35,Information Technology Services,,102.5,113,,,,,135,,,,102.5,,,113,,,,,,,,,,,105,2,NOK,23236,,,,1916395008,,,,,105,132,,,23236,135,,,,105,130,False,,,135,OSL,SIKRI HOLDING AS,Sikri Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,SIKRI-ME.OL,finmb_665908878,no_market,,,,0,,,,,,14741500,,,4.162,,,,,,,,,,31.234982,,,1585612800,,,,1545538176,,,,,,979252,,,,,,,,,,,101,,,,b6cf3402-2981-3a2a-bc32-abacced18a98,
SOFTOX-ME,0275,Healthcare,"SoftOx Solutions AS, together with its subsidiaries, operates as a medtech company in Norway. Its SoftOx technology kills the microorganisms in biofilms by acting on various microbial components. The company engages in the development of SoftOx Wound Irrigation Solution that is under preclinical studies for the prevention and treatment of infections on breached or compromised skin, including acute wounds and skin lesions in patients with eczema; and SoftOx Biofilm Eradicator, which is in preclinical studies to treat biofilm infections in non-healing chronic wounds. The company was founded in 2012 and is headquartered in Oslo, Norway.",Oslo,47 97 75 90 71,Norway,[],http://www.soft-ox.com,1,Hoffsveien 1A,Biotechnology,,60,61,65.30362,,0,,61,,16551,,60,67.14706,,61,,16551,,,,,,-6.158945,,,58,2,NOK,31947,,,,461184512,,,89587,113.92811,58,59.5,,,31947,116,,,,18,58,False,,,61,OSL,SOFTOX SOLUTIONS,SoftOx Solutions AS,Europe/Oslo,CEST,False,7200000,EQUITY,SOFTOX-ME.OL,finmb_545902392,no_market,,101.629,,0,-17.777,,,,,7751000,,,10.206,,,,1577750400,,-19330244,-2.494,,,5.8299036,,1640908800,1585612800,,,5103956,411396000,,1530489600,50:1,,,,,,,,,,,https://logo.clearbit.com/soft-ox.com,,,12,,,,101cdf12-74dc-3bc7-9b72-4c9802a2c1d8,
MING,,Financial Services,"SpareBank 1 SMN, together with its subsidiaries, provides various financial and banking products and services to personal and corporate customers in Norway and internationally. The company provides advisory services; and a range of products in the fields of financing, savings and investment, insurance, and payment services. It also offers investment and operations financing, domestic and foreign money transfers, fixed income and currency hedging, investment of surplus liquidity, structured products, and insurance of individuals and buildings/operating equipment; factoring and accountancy services; leasing services and loans; and mobile and online banking services. In addition, the company provides real estate and asset management services; and credit and debit cards, as well as stock trading services. SpareBank 1 SMN was founded in 1823 and is headquartered in Trondheim, Norway.",Trondheim,47 91 50 73 00,Norway,[],http://www.sparebank1.no/nb/smn,1,no. 4 Sondre gate,Banks—Regional,,79.6,79.7,81.19927,0.06281407,0.5971,,81.3,,85766,,79.6,78.5853,5,79.7,,85766,,,,5,1585267200,0.865853,,,79.3,2,NOK,95100,,,,10516715520,,,224371,2.065341,79.3,81.3,,130100,95100,106,8.376422,,4.72,58.2,81,False,0.062800005,113200,81.3,OSL,SPAREBANK 1 SMN,SpareBank 1 SMN,Europe/Oslo,CEST,False,7200000,EQUITY,MING.OL,finmb_881999,no_market,,5.146,,0.34328,,-0.1638655,,9.67,,129836000,,,145.743,,,,1577750400,0.40594003,1084000000,8.375,,,0.55577284,0.05777,1640908800,1585612800,,,124074110,26203205632,,1238112000,6:5,,,-0.733,,,,,,,,https://logo.clearbit.com/sparebank1.no,,9.671641,1553,,,,7be6b8a4-5b90-3fbc-9371-245907c7b391,
SOLON,0161,Real Estate,"Solon Eiendom ASA acquires, develops, and sells residential real estate properties in Norway. The company was formerly known as Bionor Pharma ASA and changed its name to Solon Eiendom ASA. The company was founded in 2006 and is headquartered in Oslo, Norway.",Oslo,47 22 29 66 90,Norway,[],http://www.soloneiendom.no,1,Olav Vs gate 5,Real Estate—Development,,29.6,30,30.865217,0.067567565,1.6694,,30,,10155,,29.6,30.132353,2,30,,10155,,,,,1557273600,0.486826,,,29.5,2,NOK,1685,,,,2164208384,,,30329,1.5808531,29.5,29.8,,0,1685,40.6,10.573477,,,24,29.5,False,,0,30,OSL,SOLON EIENDOM ASA,Solon Eiendom ASA,Europe/Oslo,CEST,False,7200000,EQUITY,SOLON.OL,finmb_410651936,no_market,,3.642,,0.05347,20.336,-0.14202899,,2.79,,73363000,,,16.987,,,,1577750400,0.14716,73203000,1.056,,,1.7366222,0.64419997,1640908800,1585612800,,,20671822,4985480704,,1490572800,1:200,,,,,,,,,,,https://logo.clearbit.com/soloneiendom.no,,27.935606,,,,,abcae3f7-7509-3e50-8a01-ad5b236172c9,
SOGN,6885,Financial Services,"Sogn Sparebank provides banking products and services in Norway. The company offers saving accounts; saving products comprising bank, fund, and retirement savings; and deposit pension products. It also provides loan products for cars and other vehicles, as well as other small loans; and insource products comprising children, auto, death, health, building, holiday home, income, critical health, disability, UNG, and other insurance. In addition, the company offers bell payment products; bank cards; and mobile and online banking services. The company was founded in 1971 and is based in Ãrdalstangen, Norway.",Ardalstangen,47 57 64 85 10,Norway,[],http://sognbank.no,1,Evensensveg 8,Banks—Regional,,99,99,100.35507,0.030303031,0,,99,,72,,99,101.92647,3,99,,72,,,,3,1586995200,0.027874,,,99,2,NOK,300,,,,62617500,,,118,0.45764667,99,100,,0,300,110,,,,90.5,98.5,False,0.030299999,0,99,OSL,SOGN SPAREBANK,Sogn Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,SOGN.OL,finmb_9192756,no_market,,-2.857,,0.16574,,0.010204077,,,,632500,,,1454.886,,,,1577750400,0.07202,2829000,4.57,,,0.06804657,0.45014998,1640908800,1585612800,,,368366,-390889056,,,,,,,,,,,,,,https://logo.clearbit.com/sognbank.no,,21.66302,,,,,d0fe10f0-a92f-30e2-859a-ac83025e9a89,
NONG,9008,Financial Services,"SpareBank 1 Nord-Norge provides financial products and services to personal customers, companies, and organizations in Northern Norway. The company offers various savings, lending, and insurance products, as well as payment services. Its activities also include hedging instruments and trading in interest rate and currency instruments; hedging instruments in the commodity derivatives market; sale of Norwegian bonds and certificates, as well as bond market issues; purchase and sale of equities and fund units; and provision of corporate finance, as well as trading and investment advice services. In addition, the company is involved in leasing, consumer financing, real estate brokerage, and accounting operations. It operates through a network of 38 offices across 36 municipalities in Nordland, Troms, Finnmark, and Svalbard. The company was founded in 1836 and is headquartered in TromsÃ¸, Norway.",Tromso,47 91 50 22 44,Norway,[],http://www.sparebank1.no/nb/nord-norge,1,Sjogata 8,Banks—Regional,,63,63,64.45544,0.06349207,0.2589,,64,,58581,,63,63.041176,4,63,,58581,,,,4,1585267200,0.702671,,,62.8,2,NOK,81164,,,,6395352576,,,160582,1.761805,62.8,63.8,,86400,81164,81,9.285714,,5.62,46.35,63.7,False,0.0635,141000,64,OSL,SPAREBK 1 NORD-NOR,SpareBank 1 Nord-Norge,Europe/Oslo,CEST,False,7200000,EQUITY,NONG.OL,finmb_4509224,no_market,,8.508,,0.43444002,,-0.014084518,,6.86,,100398000,,,136.365,,,,1577750400,0.25226,720000000,7.133,,,0.46712863,0.09822,1640908800,1585612800,,,95209320,30883201024,,1301529600,4:3,,,-0.558,,,,,,,,https://logo.clearbit.com/sparebank1.no,,8.930325,906,,,,0eaa2134-341b-36b7-a162-fec9e91edee8,
SOR,4662,Financial Services,"Sparebanken SÃ¸r operates as an independent savings bank in Norway. The company operates through two segments, Retail Market and Corporate Market. It is involved in banking, securities trading, and real estate brokerage activities in Agder, Rogaland, Vestfold, and Telemark. The company also provides mortgaging, car financing, leasing, and property management services; and sells life and general insurance, pension, and group life insurance products to retail and corporate customers. It conducts banking operations in 34 locations and real estate brokerage business in 17 locations. The company was founded in 1824 and is headquartered in Kristiansand, Norway. Sparebanken SÃ¸r is a subsidiary of Sparebankstiftelsen Sparebanken SÃ¸r.",Kristiansand,47 38 10 92 00,Norway,[],http://www.sor.no,1,Radhusgata 9,Banks—Regional,,99,99,98.71159,0.060606062,0,,99,,2500,,99,98.49412,6,99,,2500,,,,,1585267200,0.222415,,,99,2,NOK,9228,,,,1550726144,,,2735,0.66469187,99,99.6,,63500,9228,123,9.446566,,,80,98.8,False,,98600,99,OSL,SPAREBANKEN SOR,Sparebanken Sor,Europe/Oslo,CEST,False,7200000,EQUITY,SOR.OL,finmb_5719538,no_market,,26.149,,0.45221,,0.053191543,,10.48,,15663900,,,843.593,,,,1577750400,0.10958,175000000,10.808,,,0.11735517,0.64037,1640908800,1585612800,,,6022160,61006729216,,,,,,-0.299,,,,,,,,https://logo.clearbit.com/sor.no,47 85 03 86 65,9.159882,434,,,,f0a4015a-e222-3f67-9088-d83be6bd369a,
SNOR,6509,Financial Services,"Sparebank 1 Nordvest provides various banking services in Norway. The company offers savings and deposit accounts; car, motorcycle, boat, and construction loans; and mortgages. It also provides business insurance products, which include liability, auto, mortgage, operating loss, asset, commercial, and project insurance products; personal insurance products, such as life, travel, and accidental insurance products; pension products; bank cards; payment and debt collection services; and mobile and online banking services. In addition, the company offers bank guarantees, trade credit products, and operating credit products for agriculture, as well as factoring, leasing, and repayment products and services. The company was founded in 1835 and is based in Kristiansund, Norway. Sparebank 1 Nordvest is a subsidiary of SpareBank 1 Gruppen AS.",Kristiansund,47 91 50 39 00,Norway,[],http://www.sparebank1.no/nb/nordvest,1,Langveien 21,Banks—Regional,,109,109,110.75725,0.059633028,0.6379,,109,,446,,109,109.117645,6.5,109,,446,,,,6.5,1585785600,0.111436,,,109,2,NOK,486,,,,244442304,,,542,0.6028914,109,111,,0,486,128,9.511344,,,95,109,False,0.0591,0,109,OSL,SPAREBK 1 NORDVEST,Sparebank 1 Nordvest,Europe/Oslo,CEST,False,7200000,EQUITY,SNOR.OL,finmb_49703696,no_market,,8.899,,0.28702,,0.038095236,,11.46,,2242590,,,980.293,,,,1577750400,0.05173,18547000,8.741,,,0.11119124,0.50136,1640908800,1585612800,,,1236695,3608172032,,,,,,-0.824,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 71 58 01 50,12.469969,,,,,395299a7-1e64-35a5-817a-5edb041835b0,
RING,3510,Financial Services,"SpareBank 1 Ringerike Hadeland provides various banking products and services to retail and corporate customers in Norway. The company offers saving, deposit, and currency accounts; vehicle, house and travel, and pet insurance products, as well as life, children, disability, critical illness, accident, health, and business and personal products; mobile and online banking services; and debit and credit cards. It also provides mortgages; car, boat, and other vehicles; consumer and other loans; and bank guarantees, construction loans, trade credit, and operating credit for agriculture, as well as factoring, leasing, and repayment services. In addition, the company offers services for buying and selling of property; accounting, financing, payment and collection, and placement services; pension products; and savings and investment products. The company was founded in 1833 and is based in HÃ¸nefoss, Norway.",Honefoss,47 91 50 21 30,Norway,[],http://www.sparebank1.no/ringerike-hadeland,1,Sondre Torv 6,Banks—Regional,,226,232,220.25362,0.05884956,0.65739995,,232,,54,,226,224.23529,13.3,232,,54,,,,13.3,1584662400,0.33914,,,232,2,NOK,1000,,,,3630892800,,,685,4.6327534,232,232,,30000,1000,240,10.922788,,5.24,185,228,False,0.0588,27700,232,OSL,SPAREBK RING HADEL,SpareBank 1 Ringerike Hadeland,Europe/Oslo,CEST,False,7200000,EQUITY,RING.OL,finmb_9220341,no_market,,9.197,,0.41522998,,0.118811846,,21.24,,15650400,,,233.221,,,,1577750400,0.049590003,316784000,20.242,,,0.9947646,0.73478997,1640908800,1585612800,,,4304957,7207991296,,,,,,-0.558,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 32 11 33 01,11.461318,,,,,224474a1-3bbb-3a9b-bc52-ac97ff01b43b,
SBTE,3921,Financial Services,"SpareBank 1 Telemark provides banking products and services to private and business customers in Norway. It offers deposit and currency accounts; and car and construction loans, trade credit, mortgage, and operating credit for agriculture. The company also provides factoring, leasing, and bank guarantee services; and liability, asset, property, personal, commercial, project, and car insurance products. In addition, it offers online and mobile banking, billing, cards, and collection services; and advice relating to buying and selling properties. SpareBank 1 Telemark was founded in 1844 and is based in Porsgrunn, Norway.",Porsgrunn,47 915 02 610,Norway,[],http://www.sparebank1.no/nb/telemark/privat.html,1,Storgata 117,Banks—Regional,,128,124,125.69927,0.0609375,0.4284,,128,,867,,128,126.64706,7.8,124,,867,,,,5.8,1585267200,,,,124,2,NOK,2260,,,,1395020800,,,1371,1.9556677,124,128,,0,2260,143,,,,109,127,False,0.044299997,0,128,OSL,SPAREBANK 1 TELEMK,SpareBank 1 Telemark,Europe/Oslo,CEST,False,7200000,EQUITY,SBTE.OL,finmb_33838065,no_market,,11.264,,0.42354,,0.098712444,,,,10898600,,,320.224,,,,1577750400,0.09318,147496000,13.53,,,0.3997202,0.64611,1640908800,1585612800,,,10174852,8035024896,,,,,,-0.346,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 355 69 601,9.460459,,,,,2c4ec891-6da1-3876-8384-b8cff884b924,
SOAG,1526,Financial Services,"SpareBank 1 Ãstfold Akershus, a savings bank, provides various banking products and services in Ãstfold and the southern part of Akershus. It offers savings, deposit, operating, tax deduction, and currency accounts; bank cards; repayment, construction, boat, motorcycle, and car loans; trade and operating credit products; factoring services; leasing products; bank guarantees; operating credit for agriculture; savings and investment products; and mortgage products. The company also provides insurance products, such as business, commercial, project, liability, asset, car, boat, personal, treatment, accident, occupational injuries, disability, house and condominium, travel, life, and other insurance, as well as pension products. In addition, it offers debt collection and accounting services; futures and currency options; and mobile and online banking services. SpareBank 1 Ãstfold Akershus was founded in 1835 and is headquartered in Moss, Norway.",Moss,47 91 50 57 00,Norway,[],http://www.sparebank1.no/ostfold-akershus,1,Varnaveien 43E,Banks—Regional,,234,220,226.97826,0.06153846,5.4175,,220,,550,,234,227.76471,14.4,220,,550,,,,12,1585872000,0.091753,,,220,2,NOK,1,,,,2725381888,,,516,3.5302005,220,234,,90100,1,270,9.162848,,4.37,185,228,False,0.0513,40000,220,OSL,SPAREBANK 1 OSTFOL,SpareBank 1 Ostfold Akershus,Europe/Oslo,CEST,False,7200000,EQUITY,SOAG.OL,finmb_12505834,no_market,,7.936,,0.42986,,0.06363642,,24.01,,12388100,,,291.183,,,,1577750400,0.09793,310620992,25.072,,,0.7555386,0.80093,1640908800,1585612800,,,3699223,6126979584,,,,,,-0.525,,,,,,,,https://logo.clearbit.com/sparebank1.no,,8.774729,,,,,a7cf2ced-7d76-33c6-8a53-9928120ada46,
SKUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBVG,3125,Financial Services,"SpareBank 1 BV provides various banking products and services in Norway. The company offers share and housing savings accounts; mortgages and loans; car, auto, and housing insurance products; and mobile and electronic banking, payment, billing, and financing services. It also provides pension plans. The company was founded in 1859 and is based in TÃ¸nsberg, Norway.",Tonsberg,,Norway,[],http://www.sparebank1.no/nb/bv,1,Anton Jenssens gate 2,Banks—Regional,,35.3,35.5,36.478985,0.08356941,0.6158,,36,,10694,,35.3,35.811764,2.95,35.5,,10694,,,,2.42,1585699200,0.367595,,,35.5,2,NOK,4664,,,,2271650304,,,12375,1.9369361,35.5,36,,100000,4664,44.5,8.7378645,,6.51,28,35.9,False,0.0686,380000,36,OSL,SPAREBANK 1 BV,SpareBank 1 BV,Europe/Oslo,CEST,False,7200000,EQUITY,SBVG.OL,finmb_11323750,no_market,,7.817,,0.38969,,,,4.12,,63101400,,,81.31,,,,1577750400,0.06849,255248992,4.045,,,0.44274998,0.51590997,1640908800,1585612800,,,56475711,9167355904,,1320624000,6:5,,,-0.477,,,,,,,,https://logo.clearbit.com/sparebank1.no,,8.899877,342,,,,b4cb79f8-d921-3b5d-bc78-0f74db46072f,
