ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
OCY,Ocean Yield,Energy,22.75,22.8,22.95,0,,3984.72,,,-0.0236,-0.486,-0.4702,1366,Industrials,17.0,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 24 13 00 00,Norway,[],http://www.oceanyield.no,1.0,OksenOeyveien 10,Marine Shipping,22.7,22.9,26.814234000000003,0.021233479,,,23.1,,291934.0,,22.7,22.736765,0.48200000000000004,22.9,,291934.0,,,,4.5,1594598400.0,1.147502,,,22.6,2.0,NOK,209153.0,,,,3984753408.0,,,452785.0,13.674514000000002,22.6,22.8,,,209153.0,56.7,,,11.03,19.8,22.7,False,0.19540001,,23.1,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OCY.OL,finmb_212437935,no_market,,19.85,,-0.13520999,23.561,-0.5540275,,0.67,,175154000.0,,,4.644,,,,1577750400.0,0.13294,-57400000.0,-0.27899999999999997,,,4.8987940000000005,0.63466,1640908800.0,1593475200.0,,,63943066.0,5784221696.0,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,,,,,,,1b0c54d8-27d9-3009-a939-c558d4c1845e,
OTS,Oceanteam,Energy,3.1,2.88,3.16,0,,106.05,,,0.0877,-0.3673,-0.5169,1366,Industrials,12.0,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,47 55 10 82 40,Norway,[],http://www.oceanteam.nl,1.0,STRANDVEIEN 15,Marine Shipping,3.13,3.16,3.3076642,,0.0,,3.16,,37752.0,,3.13,2.9008822,,3.16,,37752.0,,,,,,1.334494,,,3.0,4.0,NOK,31450.0,,,,106055024.0,,,12625.0,6.6789483999999995,3.0,3.1,,150100.0,31450.0,8.51005,,,,2.5,3.0,False,,135600.0,3.16,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OTS.OL,finmb_27340700,no_market,,9.852,,0.0085,27.92,-0.5104816,,,,34211300.0,,,1.7519999999999998,,,,1577750400.0,0.12597999,-815000.0,0.004,,0.16599834,1.7694063000000002,0.047470003,1640908800.0,1577750400.0,,,32036792.0,156434912.0,,1574812800.0,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,Lysaker,774.99994,47 55 10 82 49,,,,db06849e-c583-3ebb-b6fd-a8075052f557,
ODL,Odfjell Drilling,Energy,11.3,11.32,11.32,0,,2675.65,,,-0.0583,-0.6546,-0.4619,AB12 3LG,Energy,2581.0,"Odfjell Drilling Ltd. operates as an integrated offshore drilling, well service, and engineering company worldwide. The company operates through three segments: Mobile Offshore Drilling Units, Drilling & Technology, and Well Services. It operates drilling units and offers management services to owners of semisubmersibles, drillships, and jack-up; and project management and follow-up during construction, management of regulatory requirements, marketing and client relations, preparations for operation, and drilling operations. The company also provides integrated drilling services, such as onshore support, production drilling and completion, well maintenance, plugging and abandonment, facility maintenance planning, and project management for maintenance and modifications; and onceptual engineering and engineering design, compliance assurance and maintenance management, marine and operational support, and rig inspection services, as well as construction and commissioning support, modifications, and upgrades. In addition, it provides well services to the oil industry, including casing and tubular running, drill tool and tubular rental, well intervention, and wellbore cleaning services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Ltd.",Aberdeen,44 1224 856 000,United Kingdom,[],http://www.odfjelldrilling.com,1.0,Bergen House,Oil & Gas Drilling,11.68,11.76,12.6829195,,0.0,,11.76,,707185.0,,11.68,11.548235,,11.76,,707185.0,,,,,1395100800.0,1.9802549999999999,,,11.3,2.0,NOK,1422300.0,,,,2675648000.0,,,1304673.0,3.2660046,11.3,11.4,,181500.0,1422300.0,33.8,80.71429,,,6.12,11.34,False,,820000.0,11.76,OSL,ODFJELL DRILLING,Odfjell Drilling Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,ODL.OL,finmb_241631186,no_market,,4.811,,0.06548,11.972000000000001,-0.4719710999999999,,0.14,,236783008.0,,,4.426,,,,1577750400.0,0.119320005,45717000.0,0.193,,,2.5530953,0.60887,1640908800.0,1585612800.0,,,92589335.0,3941654272.0,,,,,,1.2890000000000001,,,,,,,,https://logo.clearbit.com/odfjelldrilling.com,Crawpeel Road Altens,58.54922,44 1224 856 001,,,,7a8ee3e5-a9ab-3d18-8018-c55f5fcad7e3,
ODF,Odfjell ser. A,Industrials,21.2,20.7,21.2,0,LP,1272.43,,,0.0144,-0.2,-0.1055,5892,Industrials,2383.0,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1.0,Conrad Mohrs veg 29,Marine Shipping,21.2,21.2,21.99708,0.008632075,0.0,,21.2,,17299.0,,21.2,21.117647,0.183,21.2,,17299.0,,,,,1525824000.0,0.46225299999999997,,,21.2,2.0,NOK,250.0,,,,1658808832.0,,,13099.0,1.8548703999999998,21.2,21.2,,24000.0,250.0,32.0,-106.0,,,17.1,21.0,False,,49000.0,21.2,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000.0,EQUITY,ODF.OL,finmb_876111,no_market,,3.292,,-0.028560000000000002,19.625,-0.13469386,,-0.2,,60020300.0,,,6.516,,,,1577750400.0,0.07780000599999999,-25544000.0,-0.325,,,3.25353,0.58329,1640908800.0,1585612800.0,,,28257135.0,2944462080.0,,1115337600.0,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,PO Box 6101 Postterminalen,,,,,,f54342aa-4fe6-3305-a76c-1f4294859ae0,
ODFB,Odfjell ser. B,Industrials,20.6,20.2,20.6,0,LP,386.38,,,0.0098,-0.2137,-0.1043,5892,Industrials,2383.0,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1.0,Conrad Mohrs veg 29,Marine Shipping,20.6,20.6,21.669342,0.008883495,0.0,,20.6,,1366.0,,20.6,20.641176,0.183,20.6,,1366.0,,,,,1525824000.0,0.46225299999999997,,,20.6,2.0,NOK,1212.0,,,,1658808960.0,,,3711.0,1.8548706999999998,20.6,20.6,,48200.0,1212.0,32.0,,,,17.6,20.2,False,,11100.0,20.6,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000.0,EQUITY,ODFB.OL,finmb_876111,no_market,,3.24,,-0.028560000000000002,19.31,,,,,18756200.0,,,6.516,,,,1577750400.0,0.16443,-25544000.0,-0.325,,,3.161449,0.37213,1640908800.0,1585612800.0,,,28257135.0,2897196032.0,,1115337600.0,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,PO Box 6101 Postterminalen,,,,,,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,
OKEA,OKEA,Energy,8.6,8.54,8.88,0,,881.52,,,-0.0713,-0.5085999999999999,-0.5668,7042,Energy,207.0,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,47 73 52 52 22,Norway,[],http://okea.no,1.0,Ferjemannsveien 10,Oil & Gas E&P,8.8,8.8,9.999125,,0.0,,8.8,,32232.0,,8.8,9.108824,,8.8,,32232.0,,,,,,,,,8.5,2.0,NOK,47531.0,,,,881525824.0,,,73345.0,0.3275612,8.5,8.6,,,47531.0,21.0,,,,5.7,8.56,False,,,8.8,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OKEA.OL,finmb_312629283,no_market,,1.04,,-0.31458,1.879,-0.56650245,,,,102503000.0,,,8.781,,,,1577750400.0,0.01676,-846585984.0,-8.663,,,0.97938734,0.8319,1640908800.0,1585612800.0,,,24737990.0,2797695232.0,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,,,,,,,c252c57e-328d-3858-89e6-237abaed1554,
OET,Okeanis Eco Tankers,Energy,61.97,64.0,64.0,0,,2021.69,,,0.1029,-0.3075,0.16690000000000002,185 47,Industrials,,"Okeanis Eco Tankers Corp. owns, charters out, and operates tanker vessels. The company also offers commercial shipping services. It consists of three modern Aframax/LR2 tankers, four modern Suezmax tankers, and eight modern VLCC tankers. The company was founded in 2018 and is headquartered in Piraeus, Greece.",Piraeus,30 210 48 04 200,Greece,[],http://www.okeanisecotankers.com,1.0,Ethnarchou Makariou av,Marine Shipping,67.4,67.4,64.560585,0.0074183973,0.0,,68.6,,59986.0,,67.4,58.141174,0.5,67.4,,59986.0,,,,26.68,1597795200.0,,,,66.8,2.0,NOK,115087.0,,,,2220986624.0,,,51371.0,22.404612,66.8,68.4,,0.0,115087.0,118.0,,,,51.0,68.2,False,0.076,0.0,68.6,OSL,OKEANIS ECO TANKER,Okeanis Eco Tankers Corp.,Europe/Oslo,CEST,False,7200000.0,EQUITY,OET.OL,finmb_564610479,no_market,,30.223000000000003,,-0.0864,69.10300000000001,0.03692305,,,,32375900.0,,,12.405999999999999,,,,1577750400.0,0.24734,-8564631.0,-0.262,,,5.5295825,0.5977600000000001,1640908800.0,1593475200.0,,,8221540.0,2996031744.0,,,,,,,,,,,,,,https://logo.clearbit.com/okeanisecotankers.com,& 2 D. Falireos St N. Faliro,,30 210 48 18 210,,,,5369afda-0de1-3b10-a9fb-0a6ffa4f8b6f,
OLT,Olav Thon Eiendomsselskap,Real estate,158.5,158.5,158.5,0,,16424.27,,,0.0709,-0.0554,0.1146,0105,Real Estate,,"Olav Thon Eiendomsselskap ASA engages in the property rental business in Norway and Sweden. The company is also involved in the property development and management business. As of December 31, 2019, it had 77 shopping centers comprising 16 managed for external owners. The company was founded in 1982 and is based in Oslo, Norway.",Oslo,47 23 08 00 00,Norway,[],http://www.olt.no,1.0,Stenersgata 2,Real Estate—Development,160.0,161.0,141.51167,0.0275,,,161.0,,8303.0,,160.0,149.14706,4.4,161.0,,8303.0,,,,,1590105600.0,1.0104520000000001,,,158.5,2.0,NOK,4802.0,,,,16424245248.0,,,10559.0,4.3531,158.5,159.0,,35400.0,4802.0,189.6,11.76689,,1.67,85.9,158.5,False,,7900.0,161.0,OSL,OLAV THON EIENDOMS,Olav Thon Eiendomsselskap ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OLT.OL,finmb_4469432,no_market,,10.706,,-0.15001,16.838,0.11420607599999999,,13.47,,103623000.0,,,245.515,,,,1577750400.0,0.12808,-566000000.0,-5.591,,,0.6455816999999999,0.78239995,1640908800.0,1593475200.0,,,26845655.0,40395272192.0,,1402444800.0,10:1,,,-0.156,,,,,,,,https://logo.clearbit.com/olt.no,Sentrum PO Box 489,,,,,,da99422c-f097-30ea-83ca-8d1ecdffe75c,
ORK,Orkla,Consumer staples,88.9,89.0,89.0,0,,88927.18,,,0.0216,0.0272,0.1411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTELLO,Otello Corporation,Communication services,14.95,15.5,15.5,0,,2056.48,,,0.2008,-0.06559999999999999,-0.0317,0401,Communication Services,624.0,"Otello Corporation ASA develops, produces, and sells software and associated services in the areas of mobile advertising, apps, and games. The company operates through AdColony (Mobile Advertising) and Bemobi (Apps & Games) segments. The AdColony (Mobile Advertising) segment provides end-to-end mobile advertising platforms for brands, agencies, publishers, and application developers to deliver advertising to consumers on mobile devices. It delivers interactive and engaging advertising experiences across various mobile formats. The Bemobi (Apps & Games) segment offers Apps Club, a subscription-based discovery service for mobile apps in Latin America and internationally. The Apps Club offers a subscription service for Android apps. Its proprietary app-wrapping technology allows smartphone users access to use mobile apps on fee. The company also licenses Rocket Optimizer technology. It primarily operates in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company was formerly known as Opera Software ASA and changed its name to Otello Corporation ASA in January 2018. Otello Corporation ASA was founded in 1995 and is based in Oslo, Norway.",Oslo,47 91 90 91 45,Norway,[],http://www.otellocorp.com,1.0,Gjerdrums vei 19,Advertising Agencies,15.25,15.5,13.186643,,0.0,,15.5,,344507.0,,15.25,12.779411,,15.5,,344507.0,,,,,1481846400.0,0.58943,,,14.95,2.0,NOK,228691.0,,,,2056477056.0,,,156244.0,8.393784,14.95,15.05,,0.0,228691.0,18.1,-299.0,,,8.02,14.95,False,,0.0,15.5,OSL,OTELLO CORP ASA,Otello Corporation ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,OTELLO.OL,finmb_532001,no_market,,8.395,,-0.022449998,-857.034,,,-0.05,,137556992.0,,,2.215,,,,1577750400.0,0.29569,-5500000.0,-0.040999999999999995,,,6.749436,0.13856,1640908800.0,1585612800.0,,,74244697.0,2056882688.0,,,,,,,,,,,,,,https://logo.clearbit.com/otellocorp.com,PO Box 4214 Nydalen,,,,,,8bf320db-cd5f-39ca-84c1-4cb951f5a19a,
PEN,Panoro Energy,Energy,10.08,10.08,10.5,0,,691.83,,,-0.0803,-0.5598,-0.3235,0201,Energy,23.0,"Panoro Energy ASA engages in the exploration, development, and production of oil and gas in North and West Africa. The company holds assets in the Dussafu License located in the offshore southern Gabon; and Sfax Offshore Exploration Permit and Ras El Besh Concession located in offshore Tunisia, as well as operates assets on and offshore Tunisia. As of December 31, 2019, its 1P reserves included 6.7 million barrels of oil equivalents (MMBOE); 2P reserves comprised 9.6 MMBOE; and 3P reserves consisted of 12.0 MMBOE. The company was founded in 2009 and is based in Oslo, Norway.",Oslo,44 203 405 10 60,Norway,[],http://www.panoroenergy.com,1.0,RuselOekkveien 14,Oil & Gas E&P,10.34,10.22,10.517883,,0.0,,10.42,,197116.0,,10.34,10.812353,,10.22,,197116.0,,,,,,2.412891,,,10.06,2.0,NOK,291665.0,,,,693503040.0,,,503486.0,21.98526,10.06,10.2,,229700.0,291665.0,26.0,-201.59999,,,4.9,10.1,False,,100000.0,10.42,OSL,PANORO ENERGY ASA,Panoro Energy ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,PEN.OL,finmb_106684027,no_market,,22.829,,0.56109,20.053,-0.32329840000000004,,-0.05,,68799904.0,,,1.147,,,,1577750400.0,0.23356001,14803000.0,0.268,,,8.788143,0.15358,1640908800.0,1585612800.0,,,48724059.0,720112512.0,,1464566400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/panoroenergy.com,PO box 1444 Solli,37.611940000000004,,,,,ed3e1adc-bdc3-3088-8c04-3289e6928c39,
PARB,Pareto Bank,Financials,38.2,38.3,38.3,0,,2668.34,,,-0.018000000000000002,-0.0104,0.1105,0250,Financial Services,50.0,"Pareto Bank ASA provides various banking products and services in Norway. The company offers financing for housing and business projects; companies with a specific need for capital; conventional and industrial shipping; and the lending of financial instruments to private customers and companies. It also accepts deposits. The company was founded in 2007 and is based in Oslo, Norway.",Oslo,47 24 02 81 20,Norway,[],http://www.paretobank.no,1.0,Dronning Mauds gate 3,Banks—Regional,38.8,38.9,34.331387,0.072164945,0.0,,39.3,,47411.0,,38.8,36.60588,2.8,38.9,,47411.0,,,,,1585267200.0,1.060394,,,38.0,2.0,NOK,55766.0,,,,2668334848.0,,,56138.0,3.9297025000000003,38.0,38.3,,16800.0,55766.0,47.5,6.6783220000000005,,,19.8,38.1,False,,100000.0,39.3,OSL,PARETO BANK ASA,Pareto Bank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,PARB.OL,finmb_62731707,no_market,,9.703,,0.60414004,,0.10857141,,5.72,,69851696.0,,,49.398,,,,1577750400.0,0.093310006,410220000.0,5.697,,,0.7733107,0.57567,1640908800.0,1593475200.0,,,44729555.0,6588743168.0,,,,,,0.47600000000000003,,,,,,,,https://logo.clearbit.com/paretobank.no,,6.7052836,47 24 02 81 10,,,,db5bcc4a-9e7b-3e60-bb86-e927eb7ebdc9,
PCIB,PCI Biotech Holding,Health care,53.0,53.0,54.3,0,,1975.09,,,0.0707,-0.309,1.2083,0379,Healthcare,8.0,"PCI Biotech Holding ASA, a biopharmaceutical company, focuses on the development and commercialization of novel therapies for the treatment of cancer through its photochemical internalization (PCI) technology platform. The company's lead product candidate is Amphinex, a photosensitiser fimaporfin. Its PCI technology is applied to three distinct anticancer paradigms, including fimaCHEM, a chemotherapeutics for treatment of cancer, which in Phase Ib clinical study in bile duct cancer; fimaVACC, a T-cell induction technology for therapeutic vaccination; and fimaNAc, a nucleic acid therapeutics delivery technology. The company has collaborative research programs with AstraZeneca, Bavarian Nordic, BioNTech, eTheRNA immunotherapies, IMV, and Phio Pharmaceuticals. PCI Biotech Holding ASA is headquartered in Oslo, Norway.",Oslo,47 67 11 54 00,Norway,[],http://www.pcibiotech.com,1.0,UllernchaussEen 64,Biotechnology,53.5,53.5,54.95656999999999,,0.0,,54.7,,148520.0,,53.5,55.62059,,53.5,,148520.0,,,,,,0.190476,,,52.3,2.0,NOK,112449.0,,,,1975092736.0,,,317191.0,222.27017,52.3,52.9,,12500.0,112449.0,87.4,-18.150684,,,23.4,52.7,False,,20000.0,54.7,OSL,PCI BIOTECH HLDG,PCI Biotech Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,PCIB.OL,finmb_45308758,no_market,,193.345,,0.0,-19.891,1.1703854,,-2.92,,37265900.0,,,6.989,,,,1577750400.0,0.08788,-61495000.0,-1.651,,,7.5833454,0.34884,1640908800.0,1585612800.0,,,26576915.0,1718060160.0,,,,,,,,,,,,,,https://logo.clearbit.com/pcibiotech.com,,,,,,,440102ca-a7ac-3205-912a-ff496b68011e,
PSE,Petrolia,Energy,8.45,8.3,8.3,0,,499.68,,,0.0562,1.8167,1.7435,3036,Energy,297.0,"Petrolia SE, together with its subsidiaries, operates as a rental equipment company for the oil industry in Norway, rest of Europe, Asia, Australia, and internationally. It operates through two segments, Exploration & Production, and Oil Service. The company engages in the sale and rental of drilling equipment; and rental of land rigs. It rents drilling equipment, such as drill pipes, and test strings and tubings, as well as casing, handling, and auxiliary tools and other equipment. The company also provides inspection and maintenance services; and various services for equipment. It serves oil companies, drilling contractors, and oil service companies. The company was formerly known as Petrolia E&P Holdings SE and changed its name to Petrolia SE in January 2013. Petrolia SE was founded in 1997 and is based in Limassol, Cyprus.",Limassol,357 2 5725777,Cyprus,[],http://www.petrolia.no,1.0,Office 401,Oil & Gas Equipment & Services,8.45,8.7,3.8489050000000002,,0.0,,8.7,,158837.0,,8.45,7.861764999999999,,8.7,,158837.0,,,,,,0.73461,,,8.05,2.0,NOK,136451.0,,,,499680608.0,,,181239.0,7.5548925,8.05,8.45,,0.0,136451.0,12.6,,,,1.51,8.2,False,,0.0,8.7,OSL,PETROLIA SE,Petrolia SE,Europe/Oslo,CEST,False,7200000.0,EQUITY,PSE.OL,finmb_884403,no_market,,7.6770000000000005,,-0.0130900005,39.113,1.7435063999999998,,,,59133800.0,,,0.665,,,,1577750400.0,0.0,-866000.0,-0.015,,,12.706766,0.9263,1640908800.0,1577750400.0,,,3429168.0,507759488.0,,1351036800.0,1:11,,,,,,,,,,,https://logo.clearbit.com/petrolia.no,4th Floor 205 Christodoulou Chatzipavlou Street Loulloupis Court,,357 2 5356500,,,,6a1a430d-75a1-3cde-981d-96b5ae17f931,
PNOR,PetroNor E&P Limited,Energy,0.94,0.92,0.94,0,,908.51,,,0.0119,-0.0833,-0.07429999999999999,W1S 4FF,Energy,15.0,"PetroNor E&P Limited operates as an oil and gas exploration and production company in West Africa. It holds 6 licenses in the Republic of Congo, Senegal, Nigeria, and The Gambia, as well as has proved and probable reserves of 11.19 million barrels of oil. The company was founded 2017 and is headquartered in London, the United Kingdom.",London,44 20 3655 7810,United Kingdom,[],http://www.petronorep.com,1.0,48 Dover Street,Oil & Gas E&P,0.934,0.92,0.8381088,,0.0,,0.946,,184516.0,,0.934,0.96144116,,0.92,,184516.0,,,,,,,,,0.92,4.0,NOK,222769.0,,,,908506816.0,,,266533.0,8.393758,0.92,0.9279999999999999,,,222769.0,1.314,,,,0.45,0.9209999999999999,False,,,0.946,OSL,PETRONOR E&P LTD,PetroNor E&P Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,PNOR.OL,finmb_606891472,no_market,,8.463,,-0.123909995,31.274,-0.065999985,,,,971665024.0,,,0.005,,,,1577750400.0,0.0077600004000000005,-13412000.0,-0.011000000000000001,,,187.0,0.008790000000000001,1640908800.0,1585612800.0,,,121982860.0,915983040.0,,,,,,-0.24100000000000002,,,,,,,,https://logo.clearbit.com/petronorep.com,,,,,,,948511a1-bf9e-31a6-b576-fda3fb9f0023,
PEXIP,Pexip Holding,Information technology,86.75,88.88,88.88,0,,8761.43,,,0.0286,,,0283,Technology,182.0,"Pexip Holding ASA, a technology company that delivers a video-first meeting platform. Its platform simplifies video communication across borders, businesses, and platforms, enabling everyone to be seen, heard, and included. The company offers self-hosted and as-a-service deployment options for enterprise video conferencing built on the Pexip Infinity technology; and provides interoperability, including Microsoft Teams, Skype for Business, Google Hangouts Gateway interop, video system device registration, and a world-class meeting and calling service. The company has operations in the Asia Pacific, Europe, the Middle East, Africa, and the Americas. Pexip Holding ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.pexip.com,1.0,Lilleakerveien 2a,Software—Application,88.47,88.0,88.25784,,0.0,,88.75,,332999.0,,88.47,85.647644,,88.0,,332999.0,,,,,,,,,86.2,2.0,NOK,225387.0,,,,8762703872.0,,,358024.0,20.371702,86.2,86.39,,,225387.0,110.0,,,,78.8,86.22,False,,,88.75,OSL,PEXIP HOLDING ASA,Pexip Holding ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,PEXIP.OL,finmb_595955356,no_market,,16.447,,0.10345,116.43,inf,,,,101011000.0,,,10.802,,,,1577750400.0,,44497000.0,0.5429999999999999,,,8.03092,,1640908800.0,1585612800.0,,,40089179.0,7074382848.0,,,,,,5.915,,,,,,,,https://logo.clearbit.com/pexip.com,,159.76058999999998,,,,,4fd14c49-3507-3a69-9fc2-7007e571b044,
PGS,PGS,Energy,3.6,3.6,3.6,0,,1393.94,,,0.0496,-0.7907,-0.6786,0283,Energy,1256.0,"PGS ASA operates as a marine geophysical company. The company offers a range of seismic and reservoir services, including acquisition, imaging, interpretation, and field evaluation to oil and gas companies. It operates in Africa, Brazil, Canada, Guyana, the United Kingdom, Norway, Angola, the Asia Pacific, Europe, the Americas, the Middle East, and internationally. The company was formerly known as Petroleum Geo-Services ASA and changed its name to PGS ASA in May 2019. PGS ASA was founded in 1991 and is headquartered in Oslo, Norway.",Oslo,47 67 52 64 00,Norway,[],http://www.pgs.com,1.0,Lilleakerveien 4C,Oil & Gas Equipment & Services,3.73,3.73,5.8164563,,0.0,,3.73,,4278489.0,,3.73,3.5344,,3.73,,4278489.0,,,,,1431648000.0,3.155052,,,3.6,4.0,NOK,3179644.0,,,,1393945216.0,,,6107743.0,1.6831021000000002,3.6,3.635,,294800.0,3179644.0,21.5,51.42857,,,2.745,3.623,False,,84700.0,3.73,OSL,PGS ASA,PGS ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,PGS.OL,finmb_345867,no_market,,3.043,,-0.22507,3.5589999999999997,-0.6720879,,0.07,,387207008.0,,,1.2229999999999999,,,,1577750400.0,0.86055,-186400000.0,-0.518,,,2.943581,0.0,1640908800.0,1593475200.0,,,323947534.0,2520575488.0,,1166400000.0,3:1,,,,,,,,,,,https://logo.clearbit.com/pgs.com,,,47 67 52 64 64,,,,a02eb56b-6ecd-3d48-ba6c-c500a4eb626a,
