ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,state
SAGA,Saga Tankers,Financials,0.87,0.86,0.87,16,,231.55,0.0357,0.1387,0.0469,-0.0948,0.1243,0278,Industrials,6.0,"Saga Tankers ASA engages in the investment, management, and consultancy activities related to shipping, rig, real estate, stock trading, and other related businesses. It operates through Investments, Vallhall, and Other segment. The company invests in financial assets of long and short term; rents and operates vallhall facility; and offers professional services. Saga Tankers ASA was incorporated in 2010 and is headquartered in Oslo, Norway.",Oslo,47 23 01 49 14,Norway,[],http://www.sagatankers.no,1.0,SjÃ¸lystplass 2,,Marine Shipping,0.84,0.94,0.8793478000000001,0.11904763,0.0,,0.94,,356976.0,,0.84,0.91338235,0.1,0.94,356976.0,,,,0.1,1592352000.0,0.648083,,,0.85,4.0,NOK,,57135.0,,,,231550496.0,,,160084.0,4.2276883000000005,0.85,0.87,,607200.0,57135.0,1.25,,,,0.62,0.86,False,0.1075,1000000.0,0.94,OSL,SAGA TANKERS ASA,Saga Tankers ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SAGA.OL,,,finmb_104481471,67fbca9a-e66f-3722-a9c2-d56fd1816a50,no_market,,4.066,,-1.3173399,6.996,-0.13846159,,,,266150000.0,,,0.9420000000000001,,,,1577750400.0,0.06307,-72151000.0,-0.27399999999999997,,,0.92356694,0.84233004,1640908800.0,1585612800.0,,,28262451.0,222721344.0,,,,,,,,,,,,,,https://logo.clearbit.com/sagatankers.no,,
SALM,SalMar,Consumer staples,476.6,475.9,476.7,1761,,53819.03,0.0154,0.0281,0.1381,0.0599,0.0932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALMON,Salmones Camanchaca,Consumer staples,54.6,54.6,55.0,2,,3603.6,-0.0215,-0.0353,-0.0554,-0.1506,-0.1054,7550000,Consumer Defensive,1743.0,"Salmones Camanchaca S.A. engages in the salmon farming business in Chile. It offers fresh and frozen Atlantic and Pacific salmon in various formats, such as whole, fillet, portion, block, and harasu; and trout. The company operates under the Camanchaca Gourmet and Pier 33 brandsIt also exports its products to the United States, Russia, Brazil, China, Mexico, Japan, Argentina, and internationally. The company was founded in 2009 and is headquartered in Santiago, Chile. Salmones Camanchaca S.A. is a subsidiary of CompaÃ±Ã­a Pesquera Camanchaca S.A.",Santiago,56 22 363 5700,Chile,[],http://www.salmonescamanchaca.cl,1.0,Avenida El Golf NÂ° 99,56 22 375 4384,Farm Products,55.8,54.6,58.11594399999999,0.0045698922999999995,1.0032,,54.6,,254.0,,55.8,56.341175,0.255,54.6,254.0,,,,2.63,1588636800.0,0.7354430000000001,,,54.6,2.0,NOK,214.11765,23.0,,,,3639417600.0,,,1528.0,10.397564,54.6,55.0,,0.0,23.0,75.0,,,,40.0,54.6,False,0.047,0.0,54.6,OSL,SALMONES CAMANCHAC,Salmones Camanchaca S.A.,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SALMON.OL,,,finmb_128615902,22f0e8a2-c696-3735-8edb-39400d62d7e2,no_market,,10.72,,0.048,71.209,-0.1671642,,,,66000000.0,,,2.7960000000000003,,,,1577750400.0,0.32634997,16800000.0,0.255,,,19.527897,0.7438899999999999,1640908800.0,1593475200.0,,,19800000.0,3752366080.0,,,,,,,,,,,,,,https://logo.clearbit.com/salmonescamanchaca.cl,Piso 10 Las Condes,
SADG,Sandnes Sparebank,Equity certificates,65.8,65.6,65.8,2,,1376.19,-0.003,0.0,0.1229,0.0774,0.1643,4306,Financial Services,115.0,"Sandnes Sparebank, an independent savings bank, provides a range of banking and investment products to retail and corporate customers in Norway. The company operates through three segments: Retail Market, Corporate Market, and Real Estate Agency. It offers fixed rate deposits, deposit accounts, BSU, escrow accounts for tax withholding, and other accounts; various loans and guarantees; and mobile and internet banking services. The company also provides real estate brokerage and general investment advisory services. Sandnes Sparebank was founded in 1875 and is headquartered in Sandnes, Norway.",Sandnes,47 51 67 67 00,Norway,[],http://www.sandnes-sparebank.no,1.0,RÃ¥dhusgata 3,,Banks—Regional,66.0,65.2,60.094930000000005,0.07575758,0.625,,65.8,,6040.0,,66.0,61.15294300000001,5.0,65.2,6040.0,,,,5.0,1585699200.0,0.529036,,,65.2,2.0,NOK,8.282982,350.0,,,,1376187264.0,,,7101.0,2.328074,65.2,65.8,,150000.0,350.0,78.0,10.9121065,,,50.0,65.6,False,0.0758,100000.0,65.8,OSL,SANDNES SPAREBANK,Sandnes Sparebank,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SADG.OL,,,finmb_7009157,c56ac015-82e6-3bc7-8716-b1cd496f79ed,no_market,,17.309,,0.45622003,,0.081967235,,6.03,,20914700.0,,,135.888,,,,1577750400.0,0.25989,173503008.0,7.944,,,0.48422232,0.21443,1640908800.0,1593475200.0,,,10272921.0,10231789568.0,,,,,,0.17600000000000002,,,,,,,,https://logo.clearbit.com/sandnes-sparebank.no,,
SAS NOK,SAS AB,Industrials,6.8,6.77,6.81,56,,2601.56,0.0195,0.112,-0.1707,-0.5284,-0.4163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATS,SATS,Consumer discretionary,18.3,18.26,18.3,42,,3143.27,0.0066,0.0033,-0.1181,-0.1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBANK,Sbanken,Financials,65.6,65.4,65.6,84,,7010.63,-0.0106,-0.0106,-0.0194,-0.1206,0.0363,,Financial Services,338.0,"Sbanken ASA, a digital bank, provides various banking products to retail customers in Norway. The company offers deposit products, such as security deposit accounts and home savings account; and home loans, car loans, credit cards, overdraft facilities, personal loans, consumer loans, and custody account loans, as well as short-term loans. It also provides payment services, including payment of bills, international payments, invoice payments, card transactions, etc.; log-in, security solutions, etc.; and investment products, as well as online banking services. The company was formerly known as Skandiabanken ASA and changed its name to Sbanken ASA in November 2017. Sbanken ASA was founded in 2000 and is headquartered in Bergen, Norway.",Bergen,47 55 26 00 00,Norway,[],http://sbanken.no,1.0,Folke Bernadottesvei 38,,Banks—Regional,66.3,66.4,60.049637,0.026395172,0.0,,66.5,,59215.0,,66.3,66.776474,1.75,66.4,59215.0,,,,,1587945600.0,1.0996190000000001,,,65.3,2.0,NOK,10.096967999999999,18715.0,,,,7005555200.0,,,101334.0,4.1056347,65.3,65.6,,0.0,18715.0,77.6,8.998628,,,38.5,65.4,False,,0.0,66.5,OSL,SBANKEN ASA,Sbanken ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SBANK.OL,,,finmb_215678890,d2bc4800-932a-3817-b298-6e2d130d91bc,no_market,,13.98,,0.4069,,0.04739344,,7.29,,106792000.0,,,69.237,,,,1577750400.0,0.8619600000000001,694308992.0,6.497000000000001,,,0.94747025,0.0,1640908800.0,1593475200.0,,,78567128.0,23853762560.0,,,,,,0.048,,,,,,,,https://logo.clearbit.com/sbanken.no,,
SCANA,Scana,Materials,1.16,1.12,1.15,36,,124.71,0.0265,0.0,0.1048,0.45,0.2609,4004,Basic Materials,,"Scana ASA, an industrial investment company, operates in the steel, valve control, offshore, property, and other businesses in Norway, South Korea, Sweden, China, the United States, Poland, Brazil, and Singapore. The company offers products, such as riser components for field development in very deep water. It also owns, develops, and manages properties. The company manages approximately 10,000 square meters of buildings, including smaller office buildings; manages properties and acreage in JÃ¸rpeland in Strand, east of Stavanger consisting of vacant land lots approximately 500 acres in size, as well as a cottage area that consists of approximately 20 plots near Liarvatn, northeast of JÃ¸rpeland; and owns and leases approximately 9,000 square meters of buildings in Volda primarily used for industry. In addition, it offers system solutions for offloading, mooring, turrets, and swivels for floating production and storage vessels; and hydraulic and pneumatic valve control systems for the oil, gas, and shipbuilding industries, including control panels, solenoid switches, hydraulic oil units, and/or PC/PLS-based systems for control and indication. The company was formerly known as Incus Investor ASA and changed its name to Scana ASA in May 2020. Scana ASA is based in Stavanger, Norway.",Stavanger,47 51 86 94 00,Norway,[],http://www.scana.no,1.0,Strandkaien 2,47 51 91 99 80,Steel,1.13,1.15,0.90120435,,0.0,,1.16,,929667.0,,1.13,1.0732353000000001,,1.15,929667.0,,,,,1272499200.0,1.139953,,,1.1,4.0,NOK,579.99994,210395.0,,,,124705800.0,,,933029.0,0.34724516,1.1,1.15,,,210395.0,1.78,,,,0.5,1.12,False,,,1.16,OSL,SCANA ASA,Scana ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SCANA.OL,,,finmb_881976,ea4c4847-296a-3d05-bde1-f6159291020f,no_market,,0.555,,0.0007700000000000001,63.938,0.09708738,,,,107505000.0,,,0.149,,,,1577750400.0,0.0,-4700000.0,0.002,,,7.7852345000000005,0.76848,1640908800.0,1585612800.0,,,39910371.0,199487856.0,,,,,,,,,,,,,,https://logo.clearbit.com/scana.no,PO Box 878,
SSO,Scatec Solar,Utilities,177.5,177.2,177.5,639,,24433.99,-0.0028000000000000004,0.0726,0.1663,0.4376,0.7751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHA,Schibsted ser. A,Communication services,378.6,378.5,378.7,309,,39548.54,-0.0034,0.0432,0.1838,0.4278,0.4235,0105,Communication Services,5006.0,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1.0,Akersgata 55,47 23 10 66 01,Publishing,380.1,379.8,254.25107999999997,0.005261773199999999,0.0,,383.4,,136082.0,,380.1,323.7143,2.0,379.8,136082.0,,,,,1588809600.0,0.8455280000000001,,,377.3,2.0,NOK,140.36324,18547.0,,,,84152827904.0,,,200431.0,4.3911934,377.3,378.9,,121500.0,18547.0,383.4,44.240654,,,170.0,378.6,False,,7700.0,383.4,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,True,7200000.0,,EQUITY,SCHA.OL,,,finmb_878146,a21658e3-6dae-3714-b154-d6774d6e582d,no_market,,5.252000000000001,,0.03313,38.311,0.40258299999999997,,8.56,,104460000.0,,,45.603,,,,1577750400.0,0.52269,635000000.0,2.698,,,8.304278,0.30409,1640908800.0,1593475200.0,,,166450463.0,100643209216.0,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,Sentrum PO Box 490,
SCHB,Schibsted ser. B,Communication services,344.8,344.6,345.2,203,,44603.29,-0.0035,0.0423,0.1947,0.3693,0.3704,0105,Communication Services,5006.0,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1.0,Akersgata 55,47 23 10 66 01,Publishing,346.0,350.4,236.49565,0.0057803467,0.0,,360.8,,67248.0,,346.0,295.3,2.0,350.4,67248.0,,,,,1557100800.0,0.8455280000000001,,,343.0,2.0,NOK,127.79836999999999,10271.0,,,,84170850304.0,,,103717.0,4.3921337,343.0,344.8,,19800.0,10271.0,360.8,,,,164.4,344.6,False,,49700.0,360.8,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SCHB.OL,,,finmb_878146,b1a894a0-8db7-323e-bced-65ce26c26d75,no_market,,4.835,,0.03313,35.269,0.35579944,,,,129360000.0,,,45.603,,,,1577750400.0,0.49286997,635000000.0,2.698,,,7.560906,0.26550999999999997,1640908800.0,1593475200.0,,,166450463.0,92652609536.0,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,Sentrum PO Box 490,
SBX,SeaBird Exploration,Energy,4.27,4.27,4.29,12,LP,115.06,-0.004699999999999999,-0.0394,-0.0229,-0.6221,-0.6674,4001,Energy,460.0,"SeaBird Exploration Plc, through its subsidiaries, provides marine 2D and 3D seismic data for the oil and gas industry in Europe, Africa, the Middle East, North and South America, and the Asia Pacific. The company offers 2D seismic, and 3D and 3D shallow water acquisition services; and operates source vessels that provide conventional undershoot, 4D repeat survey, wide azimuth, push reverse, long term charter and vessel management, and spot charter services. As of December 31, 2019, it had an active fleet of 6 vessels. The company was incorporated in 2000 and is headquartered in Limassol, Cyprus.",Limassol,,Cyprus,[],http://www.sbexp.com,1.0,Matrix Tower II,,Oil & Gas Equipment & Services,4.29,4.27,2.338287,,0.0,,4.335,,38144.0,,4.29,4.4210296,,4.27,38144.0,,,,,,2.88734,,,4.27,4.0,NOK,,8410.0,,,,115061984.0,,,100828.0,1.7418063000000001,4.27,4.29,,108100.0,8410.0,5.35,-427.0,,,0.17600000000000002,4.27,False,,66000.0,4.335,OSL,SEABIRD EXPL PLC,SeaBird Exploration Plc,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SBX.OL,,,finmb_26654204,8ccc4807-977c-304d-b7ae-dfeb13660bc6,no_market,,1.814,,-0.34057,-28.955,5.519757,,-0.01,,26946600.0,,,1.521,,,,1577750400.0,0.060829999999999995,-22498000.0,-0.8,,,2.8073634999999997,0.28686002,1640908800.0,1593475200.0,,,21850974.0,119814784.0,,1591228800.0,1:20,,,,,,,,,,,https://logo.clearbit.com/sbexp.com,Spyrou Kyprianou 15,
SDRL,Seadrill,Energy,3.01,2.97,3.01,72,,300.95,0.0027,-0.1847,-0.1521,-0.8532,-0.853,HM 08,Energy,4538.0,"Seadrill Limited, an offshore drilling contractor, provides offshore drilling services to the oil and gas industry worldwide. It operates in three segments: Floaters, Jack-up Rigs, and Other. The Floaters segment offers drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relates to semi-submersible rigs and drill ships for harsh and benign environments in mid, deep, and ultra-deep waters. The Jack-up Rigs segment provides drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relate to jack-up rigs for operations in harsh and benign environment in shallow waters. The Other segment offers management services to third parties and related parties. The company operates a fleet of 35 drilling units, including 7 drill ships, 12 semi-submersible rigs, and 16 jack-up rigs. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was founded in 2005 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.seadrill.com,1.0,Par-la-Ville Place,441 295 3494,Oil & Gas Drilling,3.002,3.0,5.785297,,0.0,,3.022,,575151.0,,3.002,3.7378235,,3.0,575151.0,,,,,,,,,2.944,4.0,NOK,,166629.0,,,,285714624.0,,,1314053.0,0.2604509,2.944,3.01,,,166629.0,33.84,,,,2.94,2.97,False,,,3.022,OSL,SEADRILL LTD,Seadrill Limited,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SDRL.OL,,,finmb_22532593,f34cf53e-3abd-370d-b16d-49b3354d00b7,no_market,,5.925,,-2.24795,40.37,-0.8516798000000001,,,,100330000.0,,,-2.347,,,,1577750400.0,0.37392,-2465999872.0,-24.625,,,,0.27479000000000003,1640908800.0,1593475200.0,,,76267366.0,6499548672.0,,,,,,,,,,,,,,https://logo.clearbit.com/seadrill.com,4th Floor 14 Par-la-Ville Road,
SSG,Self Storage Group,Industrials,25.0,24.8,24.9,3,,2108.21,0.0121,0.0204,0.0331,-0.1166,0.2887,278,Industrials,56.0,"Self Storage Group ASA engages in the rental of self-storage units to private individuals and businesses in Norway, Sweden, and Denmark. The company operates through OK Minilager, City Self-Storage, and Property segments. It operates climate controlled storage units and container based storage units. The company also retails storage ancillary goods, such as boxes, tapes, and bubble-wraps; distributes insurance products; and invests in real estate properties. As of July 2, 2020, it operated 113 facilities with a total lettable area of 140,300 square meters across Scandinavia. The company was founded in 1993 and is headquartered in Oslo, Norway.",Oslo,47 92 42 94 38,Norway,[],http://www.selfstoragegroup.no,1.0,Karenslyst AllE 2,,Specialty Business Services,24.7,25.0,25.253624,,0.0,,25.0,,59483.0,,24.7,24.42941,,25.0,59483.0,,,,,,0.898826,,,25.0,2.0,NOK,33.921303,1002.0,,,,2108215040.0,,,26313.0,7.3645059999999996,25.0,24.9,,0.0,1002.0,33.0,28.409091999999998,,,19.55,24.8,False,,0.0,25.0,OSL,SELF STORAGE GROUP,Self Storage Group ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SSG.OL,,,finmb_540146654,c6cbba01-08d5-33e4-af37-a0c8cde4dcfd,no_market,,10.226,,0.21461999999999998,17.19,,,0.88,,84328600.0,,,12.777000000000001,,,,1577750400.0,0.52766997,61438000.0,0.737,,,1.9566407,0.46776,1640908800.0,1593475200.0,,,38178080.0,2927472128.0,,,,,,-0.35,,,,,,,,https://logo.clearbit.com/selfstoragegroup.no,,
SBO,Selvaag Bolig,Real estate,52.1,52.1,52.2,85,,4859.94,-0.005699999999999999,-0.0095,0.07980000000000001,0.0814,0.6167,0380,Real Estate,87.0,"Selvaag Bolig ASA, a housing development company, engages in the development, construction, and sale of residential properties in Greater Oslo, Bergen, Stavanger, Trondheim, and Stockholm. The company offers its properties under the Start, Home, and Pluss brands. The company was founded in 2008 and is headquartered in Oslo, Norway. Selvaag Bolig ASA is a subsidiary of Selvaag AS.",Oslo,47 23 13 70 00,Norway,[],http://www.selvaagboligasa.no,1.0,Silurveien 2,,Real Estate Services,52.4,52.5,50.46884,0.06679389,0.1993,,53.1,,129352.0,,52.4,51.919117,3.5,52.5,129352.0,,,,4.5,1597968000.0,,,,51.9,2.0,NOK,2.9654502999999997,19859.0,,,,4859934720.0,,,79677.0,1.6883837,51.9,52.2,,199000.0,19859.0,77.0,10.654397,,6.83,38.95,52.1,False,0.0849,2400.0,53.1,OSL,SELVAAG BOLIG AS,Selvaag Bolig ASA,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SBO.OL,,,finmb_104553470,a7d9d772-1147-377d-a6d7-d4a6ebbfa4eb,no_market,,2.41,,0.56933,4.227,0.02946949,,4.89,,93280896.0,,,25.444000000000003,,,,1577750400.0,0.21912001,1638788992.0,17.569000000000003,,,2.047634,0.57431,1640908800.0,1593475200.0,,,38499085.0,6938167296.0,,,,,,-0.768,,,,,,,,https://logo.clearbit.com/selvaagboligasa.no,,
SHLF,Shelf Drilling,Energy,2.88,2.88,2.92,26,,392.2,-0.0069,-0.0069,-0.1795,-0.8382,-0.8265,,Energy,2160.0,"Shelf Drilling, Ltd., through its subsidiaries, operates as a shallow water offshore drilling contractor in the Middle East, North Africa, the Mediterranean, South East Asia, India, and West Africa. It provides equipment and services for the drilling, completion, and well maintenance of shallow water offshore oil and natural gas wells. The company serves government owned or controlled energy companies, and integrated oil companies or independent exploration and production companies. As of December 31, 2019, it owned 32 independent-leg cantilever jack-up rigs. The company was founded in 2012 and is headquartered in Dubai, the United Arab Emirates.",Dubai,971 4 567 3400,United Arab Emirates,[],http://www.shelfdrilling.com,1.0,One JLT,971 4 567 3401,Oil & Gas Drilling,2.9,2.87,6.2094927,,0.0,,2.93,,388638.0,,2.9,3.212353,,2.87,388638.0,,,,,,1.391208,,,2.87,4.0,NOK,,53711.0,,,,392204160.0,,,1096443.0,0.62430626,2.87,2.92,,0.0,53711.0,26.0,-6.2608695,,,2.74,2.88,False,,0.0,2.93,OSL,SHELF DRILLING LTD,"Shelf Drilling, Ltd.",Europe/Oslo,CEST,False,7200000.0,,EQUITY,SHLF.OL,,,finmb_264429554,251b3927-5ac6-3469-b7d9-67c98b0169c8,no_market,,2.218,,-0.45056999999999997,9.497,-0.83707863,,-0.46,,136182000.0,,,2.823,,,,1577750400.0,0.61056,-283057984.0,-2.0669999999999997,,,1.0201913,0.19802,1640908800.0,1593475200.0,,,79140910.0,1393405184.0,,,,,,,,,,,,,,https://logo.clearbit.com/shelfdrilling.com,Floor 12 Jumeirah Lakes Towers PO Box 212201,
SIOFF,Siem Offshore,Energy,0.97,0.87,0.94,25,,906.7,-0.0251,-0.049,0.0,-0.2302,-0.2302,4610,Energy,1102.0,"Siem Offshore Inc., together with its subsidiaries, owns and operates offshore support vessels for the offshore energy service industry. It operates platform supply vessels (PSVs); offshore subsea construction vessels (OSCVs); anchor-handling tug supply vessels (AHTS vessels); other vessels, including fast crew, fast supply, and oil spill recovery vessels; and scientific core-drilling and others. As of March 31, 2020, it had a fleet of 33 vessels, which included seven PSVs, four OSCVs, ten AHTS vessels, two well-intervention vessels, one scientific core-drilling vessel, five Brazilian flagged vessels, and three Canadian flagged vessels comprising AHTS vessels and PSVs. It operates in Norway, North Sea, the Arctic Ocean, Northern Pacific Ocean, West Africa, Australia, South East Asia, Canada, and Brazil. The company was founded in 2005 and is headquartered in Kristiansand, Norway. Siem Offshore Inc. is a subsidiary of Siem Europe S.a r.l.",Kristiansand,47 38 60 04 00,Norway,[],http://www.siemoffshore.com,1.0,Nodeviga 14,47 37 40 62 86,Oil & Gas Midstream,0.995,0.95,0.9443116,,0.0,,0.985,,19353.0,,0.995,0.95191175,,0.95,19353.0,,,,,1399334400.0,0.7142850000000001,,,0.845,4.0,NOK,,120207.0,,,,906696896.0,,,90719.0,3.2856457000000003,0.845,0.94,,137000.0,120207.0,2.0,-48.500004,,,0.6,0.87,False,,132200.0,0.985,OSL,SIEM OFFSHORE INC,Siem Offshore Inc.,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SIOFF.OL,,,finmb_23954324,a3c28fbe-b1c0-3929-ae8a-638a1b89f2da,no_market,,6.888999999999999,,-0.31768,20.866,-0.21031743,,-0.02,,934739008.0,,,0.335,,,,1577750400.0,0.00196,-92925000.0,-0.09300000000000001,,,2.8955224,0.97419,1640908800.0,1585612800.0,,,30500526.0,1901182080.0,,,,,,,,,,,,,,https://logo.clearbit.com/siemoffshore.com,,
SIKRI-ME,Sikri Holding,Information technology,111.0,103.02,109.98,10,,1636.31,0.0683,0.07769999999999999,0.2318,,,1366,Technology,101.0,"Sikri Holding AS provides case processing, and document management and archiving solutions to the public sector in Norway. Its products include Elements Sak-Arkiv, a case archive system for the management of public services; Elements eByggesak, a case management tool specially adapted for construction case processing; and Elements RiskManager, an electronic quality system that supports the business with quality and management processes, non-conformance management, notifications, and risk assessments for both the public and private sectors. The company's products also comprise Elements Cloud that supports external login, as well as integrates login solutions in the market, such as ADFS and SAML-based identity solutions; and Elements Lekdommer, a web-based solution for municipalities in connection with the election, updating, and exemption treatment of co-judges in the district court and co-judges and storage members in the storage court. In addition, it offers courses and training, consulting, and support, as well as provides personal counseling of key resources. The company was founded in 2000 and is based in Lysaker, Norway.",Lysaker,47 90 53 00 49,Norway,[],http://www.sikri.no,1.0,Vollsveien 4A,,Information Technology Services,103.9,104.98,104.62536,,,,112.0,,9805.0,,103.9,104.62536,,104.98,9805.0,,,,,,,,,104.98,2.0,NOK,,10725.0,,,,1636306560.0,,,11139.0,,104.98,110.96,,,10725.0,135.0,,,,87.0,103.02,False,,,112.0,OSL,SIKRI HOLDING AS,Sikri Holding AS,Europe/Oslo,CEST,False,7200000.0,,EQUITY,SIKRI-ME.OL,,,finmb_665908878,b6cf3402-2981-3a2a-bc32-abacced18a98,no_market,,,,0.0,,inf,,,,14741500.0,,,4.162,,,,,,,,,,26.669868,,,1585612800.0,,,,1566176384.0,,,,,,979252.0,,,,,,,,https://logo.clearbit.com/sikri.no,,
SKUE,Skue Sparebank,Equity certificates,173.0,170.0,175.0,0,LP,358.67,,,0.0298,0.1954,0.4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
