ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
GOGL,HM 08,Industrials,37,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels worldwide. It owns and operates dry bulk vessels in the spot and time charter markets. The company transports bulk commodities, such as ores, coal, grains, and fertilizers. As of March 12, 2020, it owned a fleet of 67 vessels. Golden Ocean Group Limited is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.goldenocean.bm,1,Par-la-Ville Place,Marine Shipping,14 Par-la-Ville Road PO Box HM 1593,36.72,36.42,37.472733,0.008169935,,,36.42,,641503,,36.72,37.15059,0.3,36.42,,641503,,,,2.24,1583366400,1.754061,,,35.44,2,NOK,,256500,,,,5103562240,,,1127366,7.097478,35.44,35.62,,470900,256500,59.8,,,,26.5,35.54,False,0.0629,400000,36.42,OSL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,Europe/Oslo,CEST,False,7200000,EQUITY,GOGL.OL,finmb_262789605,no_market,,9.125,,-0.16155,35.142,-0.37762707,,,,143278000,,,9.389,,,,1577750400,0.2715,-116166000,-0.818,,0.08030069,3.793801,0.36176997,1640908800,1585612800,,,91444125,6561625088,,1470009600,1:5,,,,,,,,,,,https://logo.clearbit.com/goldenocean.bm,441 295 3494,,,,,
GOD,0663,Industrials,,"Goodtech ASA operates as an automation, power, and industrial engineering company in Norway, Sweden, Finland, Europe, and internationally. It designs and supplies turnkey systems to convert and modernize existing systems, such as operator, process safety, industrial IT, and control systems; and provides service and support in electrical, mechanical, automation, and industrial IT sectors. The company also delivers proprietary technologies and customized solutions, including packaging machines, bulk handling systems, and logistic and machining solutions, as well as provides engineering and aftermarket services. In addition, it supplies power systems for power, oil and gas, and renewable energy industries; and constructs and operates electrical systems. Further, the company provides products and solutions, such as water purification, waste water treatment, industrial water, energy recovery technology, and biogas systems. It serves a range of customers within process and manufacturing, aquaculture, oil and gas, power, and water treatment industries. Goodtech ASA was founded in 1913 and is headquartered in Oslo, Norway.",Oslo,47 81 56 86 00,Norway,[],http://www.goodtech.no,1,Innspurten 15,Engineering & Construction,Etterstad PO Box 6578,6.65,6.6,6.51777,0.22556391,0,,6.65,,14536,,6.65,6.717647,1.5,6.6,,14536,,,,,1398643200,1.169186,,,6.5,2,NOK,733.3334,4686,,,,149256352,,,19487,0.3311267,6.5,6.65,,27800,4686,9,,,,4.72,6.6,False,,66200,6.65,OSL,GOODTECH ASA,Goodtech ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GOD.OL,finmb_7668624,no_market,,0.401,,0.00045000002,-42.608,-0.06993008,,,,22614600,,,10.152,,,,1577750400,0.029460002,-8442000,0.009,,0.08030069,0.6501182,0.59415,1640908800,1585612800,,,12468544,180871904,,1336348800,1:10,,,-0.839,,,,,,,,https://logo.clearbit.com/goodtech.no,,,,,,
HIDDN,0254,Technology,3,"Hiddn Solutions ASA, through its subsidiary, Finn Clausen Sikkerhetssystemer AS distributes physical filing and storage systems in Norway. It operates in three segments: Security Cabinets, Filing Cabinets, and Other Storage Products. The company sells security and filing cabinets, as well as other storage products, including wardrobe lockers, shelving systems, and safe deposit boxes. It also offers after sales support services for security, archiving, and storage products. Hiddn Solutions ASA was founded in 1998 and is based in Oslo, Norway.",Oslo,47 22 12 00 12,Norway,[],http://www.hiddnsolutions.no,1,Cort Adelers gate 17,Computer Hardware,,1.57,1.57,1.5630076,24.203821,0,,1.57,,144999,,1.57,1.6652942,38,1.57,,144999,,,,,1476748800,1.718823,,,1.515,4,NOK,,92840,,,,139808176,,,245279,16.14413,1.515,1.555,,0,92840,4.33748,,,,0.777755,1.525,False,,0,1.57,OSL,HIDDN SOLUTIONS,Hiddn Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HIDDN.OL,finmb_7099157,no_market,,2.761,,0,-1.379,-0.35403705,,,,89908800,,,-0.126,,,,1577750400,0,-31440000,-4.175,,0.08030069,,0.84906995,1640908800,1577750400,,,12460309,23911522,,1568678400,1:20,,,,,,,,,,,https://logo.clearbit.com/hiddnsolutions.no,,,,,,
HELG,8622,Financial Services,148,"Helgeland Sparebank provides various financial products and services to retail customers, small and medium enterprises, municipal authorities, and institutions in Norway. The company operates in two segments, Retail Market and Corporate Market. It offers savings, investment, and insurance products, as well as leasing and mortgage services. The company also engages in owning, managing, letting, buying, and selling commercial properties. It operates through five branches located in MosjÃ¸en, BrÃ¸nnÃ¸ysund, SandnessjÃ¸en, SÃ¸mna, and Korgen in Helgeland. The company was founded in 1860 and is headquartered in Mo i Rana, Norway.",Mo i Rana,47 75 11 90 00,Norway,[],http://www.hsb.no,1,Jernbanegata 15,Banks—Regional,,73.5,73.5,75.82374,0.07278912,0,,73.5,,4186,,73.5,75.30882,5.35,73.5,,4186,,,,2.7,1588636800,0.677906,,,73.5,2,NOK,8.309779,85,,,,1533290880,,,5264,2.3995163,73.5,74.5,,203100,85,90,7.122093,,3.85,60,73.5,False,0.0367,67000,73.5,OSL,HELGELAND SPAREBK,Helgeland Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,HELG.OL,finmb_9857922,no_market,,19.329,,0.40219003,,-0.0869565,,10.32,,20861100,,,171.516,,,,1577750400,0.1546,186000000,8.845,,0.08030069,0.42853144,0.56207,1640908800,1585612800,,,11769198,12351289344,,1270512000,2:1,,,-0.676,,,,,,,,https://logo.clearbit.com/hsb.no,47 75 12 82 02,,,,,
HAFNIA,HM 1189,Industrials,,"Hafnia Limited, owns and operates oil product tankers. The company operates in four segments: Long Range II (LR2), Long Range I (LR1), Medium Range (MR), and Handy size (Handy). It transports oil and oil products to national and international oil companies, and chemical companies, as well as trading and utility companies. The company provides ship owning, ship-management, chartering, investment, and agency office services. As of April 29, 2020, the company operated a fleet of 174 vessels in pools, including newbuilds, of which 102 are owned or chartered-in including six owned LR2s, 27 owned and nine chartered-in LR1s, 41 owned and six chartered-in MRs, and 13 owned Handy vessels. The company is based in Hamilton, Bermuda. Hafnia Limited is a subsidiary of BW Group Limited.",Hamilton,,Bermuda,[],http://www.hafniabw.com,1,Washington Mall Phase 2,Marine Shipping,4th Floor Suite 400 22 Church Street,15.9,15.62,19.676275,0.0035849058,0.1685,,15.78,,121029,,15.9,15.964705,0.057,15.62,,121029,,,,1.6,1590624000,,,,15.44,2,NOK,45.321636,89533,,,,5626422784,,,484692,6.377747,15.44,15.64,,,89533,29.23,,,,14.6,15.5,False,0.1,,15.78,OSL,HAFNIA LIMITED,Hafnia Limited,Europe/Oslo,CEST,False,7200000,EQUITY,HAFNIA.OL,finmb_589287859,no_market,,8.059,,0.13709,24.887,-0.34297526,,,,362995008,,,3.141,,,,1577750400,0.017380001,120939000,0.342,,0.08030069,4.9347343,0.66471,1640908800,1585612800,,,114169325,7110021632,,,,,,1.763,,,,,,,,https://logo.clearbit.com/hafniabw.com,,,,,,
HUNT,0287,Energy,3,"Hunter Group ASA, an investment company, focuses primarily on shipping and oil services investments in Norway and internationally. The company develops VLCC construction contracts and options. Its fleet consist of seven identical VLCCs. The company was formerly known as Badger Explorer ASA and changed its name to Hunter Group ASA in May 2017. Hunter Group ASA was founded in 2003 and is headquartered in Oslo, Norway.",Oslo,47 95 77 29 47,Norway,[],http://www.huntergroup.no,1,Dronningen 1,Oil & Gas Equipment & Services,,3.29,3.3,3.996403,,0,,3.34,,828883,,3.29,3.3102942,,3.3,,828883,,,,,,-0.123837,,,3.25,4,NOK,71.521736,212768,,,,1892940928,,,3083126,57.150562,3.25,3.29,,0,212768,6.05,329,,,3,3.28,False,,0,3.34,OSL,HUNTER GROUP ASA,Hunter Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HUNT.OL,finmb_23568458,no_market,,63.127,,0.82691,81.277,-0.09116018,,0.01,,575361984,,,0.388,,,,1577750400,0.15904,27389000,0.046,,0.08030069,8.479382,0.45485002,1640908800,1585612800,,,291150439,2090888960,,1512691200,1:10,,,34.55,,,,,,,,https://logo.clearbit.com/huntergroup.no,,,,,,
GRONG-ME,7870,Financial Services,,"Grong Sparebank, an independent savings bank, provides a range of banking products and services in Norway. It offers bank savings accounts; fund savings; retirement savings; and car loans, mortgage loans, loans to other vehicles, and other loans and refinancing services. The company also provides various type of insurance, such as home and leisure, car and other vehicle, animal, building, mortgage, employee, and business insurance; bank guarantees, construction loans, overdrafts, leasing facilities, and corporate loans; credit facilities; payment and bank cards, and Internet and mobile banking services; and real estate agency services. It has branches in SnÃ¥sa, Lierne, MosjÃ¸en, Namsos, Steinkjer, and RÃ¸rvik. Grong Sparebank was founded in 1862 and is based in Grong, Norway.",Grong,47 74 31 28 60,Norway,[],http://www.grong-sparebank.no,1,Sundspetvegen 2,Banks—Regional,,113,107,107.71942,0.061946902,0.9235,,113,,74,,113,109.67647,7,107,,74,,,,7,1584057600,0.064499,,,107,2,NOK,14.82356,55,,,,335890240,,,886,1.9193728,107,113,,,55,118,,,,96,108,False,0.0619,,113,OSL,GRONG SPAREBANK,Grong Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,GRONG-ME.OL,finmb_42115965,no_market,,8.921,,0.28221,,0.086538434,,,,2972480,,,256.785,,,,1577750400,0.03611,24044000,7.623,,0.08030069,0.44005686,0,1640908800,1585612800,,,1992599,1561103616,,,,,,-0.37,,,,,,,,https://logo.clearbit.com/grong-sparebank.no,47 74 31 28 61,,,,,
ICE,0484,Communication Services,229,"Ice Group ASA provides telecommunications services in Norway, Sweden, and Denmark. The company offers wireless data, voice, messaging, mobile broadband, telephony, and other related services. It provides its services primarily under the ice and Net1 brands. The company was formerly known as AINMT AS and changed its name to Ice Group ASA in August 2017. Ice Group AS was founded in 2015 and is based in Oslo, Norway.",Oslo,47 21 00 00 00,Norway,[],http://www.icegroup.com,1,Nydalsveien 18B,Telecom Services,,14.15,14.4,16.12482,,0,,14.4,,9381,,14.15,14.847059,,14.4,,9381,,,,,,0.158139,,,14.2,2,NOK,,1272,,,,2864054784,,,28320,1.4770782,14.2,14.35,,,1272,24.99,,,,12.5,14.2,False,,,14.4,OSL,ICE GROUP ASA,Ice Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ICE.OL,finmb_291514639,no_market,,4.399,,-0.65859,-44.428,-0.43275207,,,,201694000,,,-6.978,,,,1577750400,0.03229,-1276999936,-6.052,,0.08030069,,0.87522006,1640908800,1585612800,,,33018461,8530211328,,,,,,,,,,,,,,https://logo.clearbit.com/icegroup.com,,,,,,
HSPG,1940,Financial Services,,"HÃ¸land og Setskog Sparebank, a savings bank, provides banking products and services to individuals and business clients. The company offers various accounts, loans, mortgages, financing, fund savings and pension products, banking and cards, online banking, mobile banking and payment services, payment terminal and OTP services, and guarantees, as well as insurance and leasing services. It operates through offices in BjÃ¸rkelangen, Setskog, Hemnes, and LÃ¸ken in Aurskog-Holand municipality, Norway. The company was formerly known as Holand Sparebank and changed its name to HÃ¸land og Setskog Sparebank in 2010. HÃ¸land og Setskog Sparebank was founded in 1849 and is based in BjÃ¸rkelangen, Norway.",Bjorkelangen,47 63 85 70 70,Norway,[],http://hsbank.no,1,Bjorkeveien 20,Banks—Regional,,121,122,124.33093,0.0661157,0.4938,,125,,85,,121,125.382355,8,122,,85,,,,8,1582848000,0.164534,,,122,2,NOK,20.983717,6,,,,85987504,,,75,0.6272386,122,126,,961500,6,160,10.59322,,5.78,99.5,121,False,0.0661,56000,125,OSL,HOLAND SETSK SPRBK,Holand og Setskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,HSPG.OL,finmb_20385874,no_market,,3.191,,0.37352002,,0.110091686,,11.8,,687900,,,957.722,,,,1577750400,0.0021799998,4098000,5.957,,0.08030069,0.13051805,0.31728,1640908800,1585612800,,,446385,437399904,,,,,,-0.498,,,,,,,,https://logo.clearbit.com/hsbank.no,47 63 85 61 40,,,,,
HYARD,6090,Industrials,693,"Havyard Group ASA primarily engages in shipbuilding, engineering, ship design, and ship equipment businesses worldwide. It operates in five segments: Ship Technology, Design & Solutions, Power & Systems, Fish Handling, and Havyard Production. The Ship Technology segment constructs and repairs offshore vessels, windmill service vessels, live-fish carriers, fishing vessels, and other specialty vessels. The Design & Solutions segment develops, sells, and delivers ship design and engineering, and system packages to yards and shipping companies. The Power & Systems segment manufactures and supplies diesel- and hybrid-electric propulsion systems, including boards, electromechanical products, and automation and safety systems; designs, engineers, and installs electrical systems; and develops and delivers control and automation systems for ships. The Fish Handling segment delivers solutions for handling and cooling of seafood onboard fishing vessels and live fish carriers, and in on-shore plants; and produces, rents, and sells waste machines. The Havyard Production segment hires out personnel; and pre-fabricates steel products, including piping, switchboards, and starters. The company was founded in 1999 and is headquartered in FosnavÃ¥g, Norway.",Fosnavag,47 70 08 45 50,Norway,[],http://www.havyard.com,1,Havyard House,Aerospace & Defense,Holmefjordvegen 1,2.28,2.25,2.3926978,0.19736841,0,,2.25,,33300,,2.28,2.2685294,0.45,2.25,,33300,,,,,1425254400,0.411046,,,2.04,4,NOK,,7448,,,,55386240,,,51454,0.018983208,2.04,2.23,,100000,7448,7.8,,,,1.3,2.11,False,,299000,2.25,OSL,HAVYARD GROUP ASA,Havyard Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HYARD.OL,finmb_95307648,no_market,,0.308,,-0.07383,-5.322,-0.6815642,,,,24726000,,,6.653,,,,1546214400,0.0793,-215399008,-8.68,,0.08030069,0.33669022,0.73204005,1609372800,1561852800,,,8748056,897272256,,,,,,,,,,,,,,https://logo.clearbit.com/havyard.com,,,,,,
HAVI,6099,Energy,498,"Havila Shipping ASA, together with its subsidiaries, engages in the shipping business. It manages and operates offshore service vessels primarily in the Norwegian, British, and Danish sectors of the North Sea; and Asia, Brazil, Gabonese Republic, and the Netherlands. The company operates a fleet of 23 vessels, including 5 anchor handling vessels, 14 platform supply vessels, a rescue recovery vessel, and 3 subsea vessels. Its anchor handling tug and supply vessels are used for moving rigs and putting out anchors, as well as for supply services; platform supply vessels are used to carry goods, water, drilling mud, chemicals, etc. to and from the offshore installations; subsea vessels are used for under water construction work, as well as for support for under water operations; and rescue-and recovery vessels are used to offer security services, such as oil spill preparedness, fire protection, and rescue operation. The company was founded in 2003 and is headquartered in FosnavÃ¥g, Norway. Havila Shipping ASA is a subsidiary of Havila Holding AS.",Fosnavag,47 70 08 09 00,Norway,[],http://www.havilashipping.no,1,P.O. Box 215,Oil & Gas Equipment & Services,,2.5,2.5,2.6857913,,0,,2.5,,7675,,2.5,2.437647,,2.5,,7675,,,,,1210809600,1.374418,,,2.45,4,NOK,,6060,,,,58251936,,,23154,0.07557884,2.45,2.45,,270700,6060,4.3,-1.225,,,1.5,2.4,False,,200000,2.5,OSL,HAVILA SHIPPING,Havila Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HAVI.OL,finmb_11146483,no_market,,5.841,,-0.59742,18.144,-0.38875306,,-2,,23776300,,,-53.249,,,,1577750400,0.00425,-460457984,-19.366,,0.08030069,,0.68297,1640908800,1585612800,,,9678381,4501957632,,1515024000,1:100,,,,,,,,,,,https://logo.clearbit.com/havilashipping.no,47 70 08 09 01,,,,,
GYL,0164,Communication Services,,"Gyldendal ASA, through its subsidiaries publishes and sells books in Norway. It also operates 142 bookstores; and ark.no, an online bookstore. In addition, it publishes dictionaries, and encyclopedias and other reference books in book and digital forms. The company was founded in 1925 and is based in Oslo, Norway.",Oslo,47 22 03 41 00,Norway,[],http://www.gyldendalasa.no,1,Sehestedsgate 4,Publishing,,480,464,487.8777,0.020833334,0.4337,,464,,73,,480,508.2647,10,464,,73,,,,7,1593129600,0.164534,,,430,2,NOK,26.645184,150,,,,992065920,,,38,0.48993355,430,530,,7100,150,600,,,2.01,326,432,False,0.0146,1300,464,OSL,GYLDENDAL ASA,Gyldendal ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GYL.OL,finmb_9237616,no_market,,0.576,,0.01839,10.275,0.21212125,,,,2307130,,,356.812,,,,1577750400,0,37232000,16.138,,0.08030069,1.2051164,0.95658,1640908800,1577750400,,,,1165416832,,,,,,-0.103,,,,,,,,https://logo.clearbit.com/gyldendalasa.no,,,,,,
HBC,6005,Healthcare,51,"Hofseth BioCare ASA, a biotech company, offers value added biomarine ingredients and finished products for the human nutrition, and pet and feed markets in Norway. Its products include OmeGo salmon oil; ProGo, a salmon protein hydrolysate powder used as a fast absorbing protein supplement; and CalGo, a marine calcium powder produced from salmon bones that enhances bone density and bone deposition in older individuals. The company has a research agreement with Stanford University School of Medicine to investigate the gastro-intestinal-protective properties of HBC's salmon protein hydrolysate peptides in children and adults with GI tract disorders. The company was founded in 2000 and is headquartered in Ãlesund, Norway.",Alesund,47 73 10 22 00,Norway,[],http://www.hofsethbiocare.no,1,Havnegata 11,Biotechnology,,9,9,8.442302,,0,,9,,25148,,9,9.279411,,9,,25148,,,,,,0.784302,,,8.5,2,NOK,,17058,,,,2895807232,,,101623,40.43294,8.5,8.8,,,17058,10.95,,,,3.76,8.72,False,,,9,OSL,HOFSETH BIOCARE AS,Hofseth BioCare ASA,Europe/Oslo,CEST,False,7200000,EQUITY,HBC.OL,finmb_138820134,no_market,,42.001,,-1.20715,-49.814,1.1377673,,,,329068992,,,0.375,,,,1577750400,0.23933001,-86456000,-0.275,,0.08030069,23.466667,0.52830005,1640908800,1585612800,,,140919308,3008137984,,,,,,,,,,,,,,https://logo.clearbit.com/hofsethbiocare.no,,,,,,
