ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
BRG,1701,Basic Materials,1103,"Borregaard ASA develops, produces, and sells biomaterials, biochemicals, and fine chemicals in Norway, rest of Europe, the United States, Asia, and internationally. It operates through three segments: BioSolutions, BioMaterials, and Fine Chemicals. The BioSolutions segment provides biopolymers that are used as binding and dispersing agents for a range of applications, such as construction, industrial binders, agrochemicals, and batteries; and biovanillin for flavor and fragrance companies, as well as for the food and beverage industry. This segment also engages in chemicals trading activities. The BioMaterials segment offers specialty cellulose for use as a raw material in the production of cellulose ethers, cellulose acetate, and other specialty products, as well as provides cellulose fibrils for industrial applications. The Fine Chemicals segment provides pharma intermediates and bioethanol. Borregaard ASA was incorporated in 2012 and is headquartered in Sarpsborg, Norway.",Sarpsborg,47 69 11 80 00,Norway,[],http://www.borregaard.com,1,Hjalmar Wessels vei 6,Specialty Chemicals,PO Box 162,115.6,115.2,96.86799,0.019896194,0.5725,,118,,161259,,115.6,102.47941,2.3,115.2,,161259,,,,2.3,1592265600,-0.049418,,,114,2,NOK,31.598715,62026,,,,11732079616,,,86096,2.2548683,114,117.8,,721000,62026,118,22.018692,,,75,117.6,False,0.0199,391200,118,OSL,BORREGAARD ASA,Borregaard ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BRG.OL,finmb_216329283,no_market,,2.654,,0.0715,13.729,0.22978723,,5.35,,99593200,,,29.38,,,,1577750400,0.56839,372000000,3.728,,0.08030069,4.0095305,0.07204,1640908800,1593475200,,,91484295,13810970624,,,,,,-0.172,,,,,,,,https://logo.clearbit.com/borregaard.com,47 69 11 87 70,,,,,
ELE,0250,Basic Materials,2,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,47 23 08 23 08,Norway,[],http://www.elementasa.com,1,Grundingen 2,Other Industrial Metals & Mining,,5.08,5.08,4.581345,,0,,5.1,,209962,,5.08,5.540294,,5.08,,209962,,,,,,3.873255,,,4.95,4,NOK,,66421,,,,94120008,,,889801,603.3334,4.95,5.09,,0,66421,9.5,,,,1.199,4.98,False,,0,5.1,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELE.OL,finmb_22929109,no_market,,691.192,,0,-37.038,2.0565584,,,,18899600,,,0.229,,,,1577750400,0.00629,-5625000,-0.457,,0.08030069,21.746725,0.28688,1640908800,1585612800,,,11864880,107826000,,1556150400,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,,,,,,
ELOP-ME,2316,,,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,,Norway,[],http://www.elop.no,1,Nordvikvegen 50,,,5.251,5.256,,,,,5.4,,,,5.251,,,5.256,,,,,,,,,,,5.15,2,NOK,,512828,,,,,,,,,5.15,5.398,,,512828,5.4,,,,5.15,5.36,False,,,5.4,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000,EQUITY,ELOP-ME.OL,finmb_622946747,no_market,,,,0,,,,,,,,,,,,,,,,,,0.08030069,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,,,,,,
ENDUR,5160,Industrials,249,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 54 24 00,Norway,[],http://www.endur.no,1,DamsgArdsveien 229,Conglomerates,LaksevAg,1.49,1.49,0.98594964,,0,,1.49,,1709483,,1.49,1.3722647,,1.49,,1709483,,,,,,,,,1.45,4,NOK,,1127576,,,,414728352,,,2711693,0.78402704,1.45,1.465,,0,1127576,3.2,,,,0.532,1.455,False,,0,1.49,OSL,ENDUR ASA,Endur ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.716,,-0.01554,-60.353,0.14615393,,,,283091008,,,0.546,,,,1577750400,0.17669001,-15706000,-0.039,,0.08030069,2.6831503,0.70949996,1640908800,1585612800,,,85892728,378657632,,,,,,0.402,,,,,,,,https://logo.clearbit.com/endur.no,,,,,,
EQNR,4035,Energy,21412,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,47 51 99 00 00,Norway,[],http://www.equinor.com,1,Forusbeen 50,Oil & Gas Integrated,,141.15,139.75,145.62222,0.0062345024,,,140.75,,2832744,,141.15,142.45148,0.88,139.75,,2832744,,,,8.48,1597363200,0.733139,,,138.6,2,NOK,,1037070,,,,461941374976,,,4559418,7.5031896,138.6,139.95,,,1037070,187.2,,,4.92,95.2,139.9,False,0.060100004,,140.75,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EQNR.OL,finmb_989228,no_market,,7.83,,-0.00935,26.409,-0.13484526,,2.23,,3302700032,,,10.992,,,,1577750400,0.19812,-576000000,-0.174,,0.08030069,12.727438,0.67271006,1640908800,1585612800,,,1025177950,482073739264,,1147219200,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,,,,,,
FUNCOM,1171 LP,Communication Services,185,"Funcom SE develops and publishes multi player online, online role playing, and related games for PCs and consoles worldwide. It operates through PC, Console, and Other segments. The company offers approximately 30 game titles across various genres and gaming platforms, as well as console games, such as PS4, Xbox, and Nintendo Switch. It also provides game development services to third parties. The company was founded in 1993 and is headquartered in Badhoevedorp, the Netherlands. As of March 25, 2020, Funcom SE operates as a subsidiary of Tencent Cloud Europe B.V.",Badhoevedorp,31 47 2292 5900,Netherlands,[],http://www.funcom.com,1,Prins Mauritslaan 37 - 39,Electronic Gaming & Multimedia,,16.93,16.91,16.271568,,0,,16.97,,27641,,16.93,16.190529,,16.91,,27641,,,,,,0.313372,,,16.91,2,NOK,,152464,,,,1377191168,,,15555,51.735207,16.91,0,,4600000,152464,17.5,,,,12.09,0,False,,23930600,16.97,OSL,FUNCOM SE (NO),Funcom SE,Europe/Oslo,CEST,False,7200000,EQUITY,FUNCOM.OL,finmb_532009,no_market,,48.833,,-0.0104,-81245.67,0.07697201,,,,81346200,,,0.599,,,,1577750400,0.13772,-277000,-0.004,,0.08030069,28.263775,0.40997002,1640908800,1577750400,,,29917021,1299930752,,1517443200,1:5,,,,,,,,,,,https://logo.clearbit.com/funcom.com,,,,,,
FRO,HM 08,Energy,157,"Frontline Ltd., a shipping company, engages in the seaborne transportation of crude oil and oil products worldwide. It owns and operates oil and product tankers. As of December 31, 2019, the company operated a fleet of 71 vessels. It is also involved in the charter, purchase, and sale of vessels. Frontline Ltd. is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.frontline.bm,1,Par-la-Ville Place,Oil & Gas Midstream,14 Par-la-Ville Road PO Box HM 1593,71.35,71.4,84.57643,0.016818501,0.3623,,71.5,,424188,,71.35,73.06715,1.2,71.4,,424188,,,,27.07,1591142400,0.257861,,,70.65,2,NOK,49.999996,57262,,,,14089125888,,,1480228,12.466311,70.65,71.3,,173100,57262,123,165.58139,,,55,71.1,False,0.3802,75700,71.5,OSL,FRONTLINE LTD,Frontline Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FRO.OL,finmb_144797851,no_market,,14.274,,0.23472,32.449,0.036310792,,0.43,,197692000,,,8.114,,,,1577750400,0.29650998,265272000,1.424,,0.08030069,8.774956,0.50473,1640908800,1585612800,,,98284714,16132322304,,1454544000,1:5,,,3.13,,,,,,,,https://logo.clearbit.com/frontline.bm,441 295 3494,,,,,
FLNG,HM08,Energy,8,"Flex LNG Ltd., through its subsidiaries, engages in the seaborne transportation of liquefied natural gas (LNG) worldwide. As of December 31, 2019, it owned and operated six LNG carriers. It also provides chartering and management services. Flex LNG Ltd. was founded in 2006 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.flexlng.com,1,Par-La-Ville Place,Oil & Gas Midstream,4th Floor 14 Par-La-Ville Road,50.5,50.45,56.9018,0.003960396,1.8944,,53.15,,54156,,50.5,46.057648,0.2,50.45,,54156,,,,1.87,1583798400,0.541164,,,50.15,2,NOK,515.84155,57032,,,,2819162112,,,160156,20.279116,50.15,52.15,,219600,57032,113,372.14285,,,38.1,51.9,False,0.037,100000,53.15,OSL,FLEX LNG LTD (BM),Flex LNG Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,FLNG.OL,finmb_36151890,no_market,,24.503,,0.03976,34.248,-0.54090905,,0.14,,54110600,,,15.136,,,,1577750400,0.19859,5528000,0.101,,0.08030069,3.4421246,0.4586,1640908800,1585612800,,,28836612,3406406400,,1552262400,1:10,,,,,,,,,,,https://logo.clearbit.com/flexlng.com,441 295 3494,,,,,
RISH,5058,Industrials,32,"GC Rieber Shipping ASA engages in the design, development, construction, and maritime operation of specialized vessels within the offshore/shipping business in Norway, Great Britain, Africa, and the Netherlands. It operates through Subsea and Ice/Support segments. The Subsea segment owns and operates subsea vessels that are primarily used for construction, inspection, maintenance, and repair of subsea installations. The Ice/Support segment owns and operates a vessel within ice/support that provides services for scientific expeditions and logistics operations, as well as for the oil and gas sector. The company operates 11 vessels and has direct and indirect ownership of 23 advanced special purpose vessels. It also provides marine ship management and project development services. The company was founded in 1879 and is headquartered in Bergen, Norway. GC Rieber Shipping ASA is a subsidiary of GC Rieber AS.",Bergen,47 55 60 68 00,Norway,[],http://www.gcrieber-shipping.com,1,Solheimsgaten 15,Marine Shipping,,5.8,6.5,6.9023743,0.08620689,0,,6.5,,3804,,5.8,6.0161767,0.5,6.5,,3804,,,,,1428624000,0.946511,,,6,2,NOK,,4102,,,,516196800,,,7288,2.5581527,6,6.25,,110000,4102,11.5,,,,4.5,6,False,,100000,6.5,OSL,GC RIEBER SHIPPING,GC Rieber Shipping ASA,Europe/Oslo,CEST,False,7200000,EQUITY,RISH.OL,finmb_884214,no_market,,7.956,,-0.90569,19.792,-0.38947368,,,,86032800,,,20.62,,,,1577750400,0.01897,-182755008,-2.124,,0.08030069,0.29097962,0.92489,1640908800,1585612800,,,8121469,1605423616,,1176422400,10:1,,,,,,,,,,,https://logo.clearbit.com/gcrieber-shipping.com,,,,,,
GIG,STJ 3148,Consumer Cyclical,594,"Gaming Innovation Group Inc., through its subsidiaries, provides and facilitates a platform for Internet gambling, gaming, and betting in Nordic countries, other European countries, and internationally. It operates in two segments, Business-to-Business (B2B) and Business-to-Consumer (B2C). The company offers profile management system with integrated KYC tools to verify end users, which comprises of payment gateway, gaming tools, and regulatory adaption engine, as well as bonus, affiliate, and content management systems. It also designs, hosts, and distributes in-house-developed and third-party games, such as casino; and offers sportsbook solutions that helps the customers to offer betting experience to their end users. In addition, it provides iGaming end user leads for casino and sportsbook customers using the techniques and technology in social media, adwords, permission marketing, and display advertising; and digital agency, which comprises of ad-tech, publishing, and paid media channels. Additionally, it offers front end development, compliance standards, payments, and product management services. Further, the company offers B2C casino, sports betting, and poker services through its own brands, such as Guts.com, Betspin.com, Rizk.com, SuperLenny.com, Kaboo.com, Thrills.com, and Highroller.com. The company was founded in 2012 and is headquartered in St Julians, Malta.",St Julians,356 2711 0277,Malta,[],http://www.gig.com,1,@GiG Beach,Gambling,Golden Mile Business Centre Triq Id-Dragunara,6.36,6.5,5.326187,,0,,6.5,,89773,,6.36,5.787941,,6.5,,89773,,,,,,0.886046,,,6.19,2,NOK,,140822,,,,585036416,,,240164,,6.19,6.48,,86600,140822,12.2,65,,,2.05,6.46,False,,1568100,6.5,OSL,GAMING INNOVATION,Gaming Innovation Group Inc.,Europe/Oslo,CEST,False,7200000,EQUITY,GIG.OL,finmb_285246636,no_market,,,,-1.50549,,-0.41219962,,0.1,,90005600,,,1.355,,,,1577750400,0.13146,,-0.08,,0.08030069,4.797048,0.53973,1640908800,1585612800,,,37909470,572435776,,1545177600,1:10,,,,,,,,,,,https://logo.clearbit.com/gig.com,,,,,,
EXTX-ME,0379,Healthcare,4,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.phoenixsolutions.no,1,Ullernchausseen 64,Biotechnology,,8505,9000,,,0,,9000,,,,8505,,,9000,,,,,,,,,,,8605,2,NOK,,22,,,,1042877696,,,,140.39917,8605,8950,,,22,9000,,,,8605,8610,False,,,9000,OSL,EXACT THERAPEUTICS,Phoenix Solutions AS,Europe/Oslo,CEST,False,7200000,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,137.252,,-2.01696,-64.955,,,,,119871,,,351.038,,,,1577750400,,-14981884,-124.983,,0.08030069,24.783642,,1640908800,,,,19610,1019502848,,,,,,,,,,,,,,https://logo.clearbit.com/phoenixsolutions.no,,,,,,
GENT-ME,1596,Healthcare,46,"Gentian Diagnostics AS researches, develops, and produces biochemical reagents for use in medical diagnostics and research in Europe, Asia, the United States. It offers in-vitro diagnostic (IVD) and molecular diagnostic tests for medical laboratories and universities. The company's products include Plasma Calprotectin, a particle enhanced turbidimetric immunoassay (PETIA) for quantitative analysis of total calprotectin in plasma; and Cystatin C, a PETIA for use on a range of clinical chemistry analyzers. . It also offers Canine CRP, an IVD test for the quantitative determination of Canine CRP in dog serum plasma; PreTect HPV-Proofer, an assay for the qualitative detection of the presence of human papillomavirus; and PreTect SEE, a control test for NILM cytology. The company was founded in 2001 and is headquartered in Moss, Norway.",Moss,47 99 33 99 05,Norway,[],http://www.gentian.com,1,Bjornasveien 5,Diagnostics & Research,,60,62,51.854675,,0,,62,,14862,,60,53.52647,,62,,14862,,,,,,0.682941,,,62,2,NOK,,1129,,,,954967424,,,8980,15.291223,62,61.5,,,1129,66.8,,,,38,59,False,,,62,OSL,GENTIAN DIAGNOSTIC,Gentian Diagnostics AS,Europe/Oslo,CEST,False,7200000,EQUITY,GENT-ME.OL,finmb_413765020,no_market,,12.278,,-0.61030996,-30.627,0.22448981,,,,15402700,,,13.222,,,,1577750400,0.26522,-38115000,-2.477,,0.08030069,4.6891546,0.48766997,1640908800,1585612800,,,6773345,766799104,,,,,,,,,,,,,,https://logo.clearbit.com/gentian.com,,,,,,
EMAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPIC-ME,059818,Energy,,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1,8 Eu Tong Sen Street,Oil & Gas Midstream,"No.22-89, The Central",13.6,14,13.87554,,0,,14,,107,,13.6,13.952941,,14,,107,,,,,,0.273837,,,13.6,2,NOK,,645,,,,1449760000,,,66,8.024166,13.6,14.5,,,645,16.5,,,,13.4,13.6,False,,,14,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,9.84,,-0.01735,42.683,-0.08108109,,,,106600000,,,2.727,,,,1577750400,0,-3134591,-0.029,,0.08030069,4.9871655,0.83456004,1640908800,1585612800,,,17242550,1777760000,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,,,,,,
FKRAFT,5147,Utilities,293,"Fjordkraft Holding ASA, together with its subsidiaries, engages in the purchase, sale, and portfolio management of electrical power to households, private and public companies, and municipalities in Norway. It operates through Consumer and Business segments. The Consumer segment sells electrical power and related services to private consumers. The Business segment sells electrical power and related services to business consumers. The company also provides mobile phone services to private customers. Fjordkraft Holding ASA was founded in 2001 and is headquartered in Bergen, Norway.",Bergen,47 23 00 61 00,Norway,[],http://www.fjordkraft.no,1,Folke Bernadottes Vei 38,Utilities—Regulated Electric,,77,77.3,71.32086,0.038961038,0.5528,,78,,250044,,77,77.00882,3,77.3,,250044,,,,3,1587600000,0.1875,,,77.3,2,NOK,19.53792,362563,,,,8136791040,,,236343,1.3821273,77.3,77.8,,0,362563,85.9,,,,42.1,77.7,False,0.040999997,0,78,OSL,FJORDKRAFT HLDG,Fjordkraft Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FKRAFT.OL,finmb_551325968,no_market,,1.282,,0.07124,12.727,0.670282,,,,104586000,,,11.131,,,,1577750400,0.41085997,419416000,3.982,,0.08030069,6.9894896,0.3204,1640908800,1585612800,,,85416677,7550224384,,,,,,0.366,,,,,,,,https://logo.clearbit.com/fjordkraft.no,,,,,,
FJORD,6900,Industrials,1056,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",Floro,47 57 75 70 00,Norway,[],http://www.fjord1.no,1,Strandavegen 15,Marine Shipping,,44.8,45.2,40.935253,0.06026786,1.6071,,45.3,,19039,,44.8,44.514706,2.7,45.2,,19039,,,,,1557878400,0.860991,,,44.8,2,NOK,26.865673,1779,,,,4495931904,,,28844,1.6066372,44.8,45,,0,1779,46.9,12.820513,,,31,44.9,False,,0,45.3,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.704,,0.05979,13.305,0.14871788,,3.51,,99909600,,,22.394,,,,1577750400,0.11310001,167319008,1.675,,0.08030069,2.009467,0.85439,1640908800,1585612800,,,14464912,10366352384,,,,,,,,,,,,,,https://logo.clearbit.com/fjord1.no,,,,,,
GEOS-ME,6002,Energy,,"Golden Energy Offshore Services AS engages in the shipping business. The company owns 2 offshore service vessels. Golden Energy Offshore Services AS was incorporated in 2013 and is headquartered in Ãlesund, Norway.",Alesund,47 70 10 26 60,Norway,[],http://www.geoff.no,1,St Olavs Plass 1,Oil & Gas Equipment & Services,,1,1,2.0443165,,0,,1,,36,,1,1.2620589,,1,,36,,,,,,0.409149,,,1,4,NOK,,20,,,,45673800,,,1056,0.6851204,1,1.9,,,20,6.1,,,,1,0,False,,,1,OSL,GOLDEN ENGY OFFSHO,Golden Energy Offshore Services AS,Europe/Oslo,CEST,False,7200000,EQUITY,GEOS-ME.OL,finmb_382050544,no_market,,4.275,,-0.27154,43.188,-0.8360656,,,,45673800,,,8.675,,,,1546214400,0.4456,-18102084,-0.618,,0.08030069,0.11527377,0,1609372800,1561852800,,,22052047,284961312,,,,,,-0.979,,,,,,,,https://logo.clearbit.com/geoff.no,47 70 10 26 61,,,,,
ENTRA,0185,Real Estate,181,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1,Biskop Gunnerus gate 14 A,Real Estate—Diversified,,128.5,129,135.38705,0.037354086,0.3717,,129.1,,372606,,128.5,128.22942,4.8,129,,372606,,,,4.8,1601596800,0.514534,,,127.5,2,NOK,10.0390625,52193,,,,23403962368,,,434408,9.203288,127.5,128.8,,168600,52193,168.6,17.74862,,3.68,96.2,128.3,False,0.0373,193700,129.1,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ENTRA.OL,finmb_254167079,no_market,,18.013,,0.91663,20.643,-0.010015428,,7.24,,182132000,,,125.59,,,,1577750400,0.5023,2331000064,12.8,,0.08030069,1.0231707,0.22298999,1640908800,1593475200,,,150093205,45806968832,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,,,,,,
GJF,0191,Financial Services,3620,"Gjensidige Forsikring ASA operates as a general insurance company in Norway, Denmark, Sweden, Lithuania, Latvia, and Estonia. The company operates through six segments: General Insurance Private, General Insurance Commercial, General Insurance Denmark, General Insurance Sweden, General Insurance Baltics, and Pension. It offers various insurance products, including motor vehicles, property, leisure boats, and accident and health insurance products, as well as insurance products in the areas of liability, commercial, municipality, and agriculture, coastal and marine/transport, and defined contribution scheme; travel; and life and pet insurance products. The company also provides pension and savings products comprising occupational pensions, private pension savings, spouse/cohabitant pension, child's pension, and individual disability pensions. It distributes its products through its distribution network, as well as through agents, partnerships, brokers, telephone, digital solutions, and sales offices to private and commercial customers. The company is headquartered in Oslo, Norway. Gjensidige Forsikring ASA is a subsidiary of Gjensidigestiftelsen.",Oslo,47 91 50 31 00,Norway,[],http://www.gjensidige.no,1,Schweigaardsgate 21,Insurance—Diversified,,191,190.8,184.63165,0.037172776,0,,195.8,,646749,,191,182.09117,7.1,190.8,,646749,,,,,1585267200,0.426744,,,190.7,2,NOK,24.828638,212321,,,,97800003584,,,584517,3.5459323,190.7,195.6,,118100,212321,208.8,20.546219,,,145.25,195.6,False,,96300,195.8,OSL,GJENSIDIGE FORSIKR,Gjensidige Forsikring ASA,Europe/Oslo,CEST,False,7200000,EQUITY,GJF.OL,finmb_4497069,no_market,,1.947,,0.14283,10.213,0.076966405,,9.52,,500000000,,,56.1,,,,1577750400,0.30024,3939399936,7.878,,0.08030069,3.4866312,0.6395,1640908800,1593475200,,,497370053,53701046272,,,,,,0.455,,,,,,,,https://logo.clearbit.com/gjensidige.no,,,,,,
ELK,0277,Basic Materials,6370,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,47 22 45 01 00,Norway,[],http://www.elkem.com,1,Drammensveien 169,Specialty Chemicals,,19.25,19.5,19.075611,0.031168832,2.4528,,19.54,,778988,,19.25,20.123823,0.6,19.5,,778988,,,,0.6,1589155200,2.290933,,,17.97,2,NOK,22.78481,1438483,,,,10463580160,,,917337,0.470062,17.97,18.04,,0,1438483,26.4,4.090909,,,10.92,17.98,False,0.028399998,0,19.54,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ELK.OL,finmb_731504,no_market,,0.892,,0.02066,8.704,-0.1421569,,4.4,,581310016,,,21.744,,,,1577750400,0.29434,460000000,0.79,,0.08030069,0.8278146,0.58916,1640908800,1593475200,,,238610457,19854223360,,,,,,,,,,,,,,https://logo.clearbit.com/elkem.com,47 22 45 01 55,,,,,
EPR,1661,Consumer Defensive,1814,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",Rolvsoy,,Norway,[],http://www.europris.no,1,Dikeveien 57,Discount Stores,,45.96,46,36.64343,0.0424282,0.58669996,,46.1,,1582478,,45.96,44.90914,1.95,46,,1582478,,,,1.95,1588204800,0.794767,,,45.34,2,NOK,14.030488,148213,,,,7630990848,,,856625,1.095022,45.34,46.06,,79600,148213,50.75,17.768341,,,23.6,46.02,False,0.0419,95300,46.1,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000,EQUITY,EPR.OL,finmb_293420901,no_market,,1.585,,0.078049995,12.4,0.8023529,,2.59,,165819008,,,11.468,,,,1577750400,0.53228,543936000,3.28,,0.08030069,4.0129056,0.03046,1640908800,1593475200,,,159459440,11047119872,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,,,,,,
