ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
DNB,DNB,Financials,139.95,139.9,140.0,1744,,218398.05,0.0215,-0.0304,0.0802,-0.1457,-0.1076,0191,Financial Services,"DNB ASA provides various banking products and services for retail and corporate customers in Norway and internationally. The company offers savings and investment products, including saving accounts, home savings products, equities, retirement savings, fixed rate deposits, exchange traded products, bonds and commercial papers, and asset management services; and loans, such as home mortgages, car and consumer loans, trade finance, and export financing, as well as overdraft facilities, bank guarantees, and leasing and factoring services. It also provides various cards; a range of insurance products comprising car, boat, motor vehicle, household contents, home, holiday home, travel, and life insurance products, as well as pet insurance for cats and dogs; and pension plans. In addition, the company offers investment banking advisory and financing services, such as mergers and acquisitions, and equity and debt capital markets for corporations and private equity firms; and foreign exchange and treasury, cash management, research, commodities, equities, corporate finance, interest rates, securities, real estate broking, and internet and mobile banking services. It offers its products and services to various sectors, including energy; financial institutions; healthcare; manufacturing; packaging and forest products; seafood; shipping, offshore, and logistics; and telecom, media, and technology. The company distributes its products and services through its branches, in-store postal and banking outlets, and post office counters. DNB ASA was founded in 1822 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.dnb.no,1.0,Dronning Eufemias gate 30,,Banks—Regional,137.15,139.3,135.92956999999998,0.065621585,0.0,,140.6,,1714203.0,,137.15,135.76912,9.0,139.3,,1714203.0,,,,,1588118400.0,0.961046,,,138.35,2.0,NOK,11.149159,543198.0,,,,217051807744.0,,,3156350.0,4.4443220000000005,138.35,140.1,,246400.0,543198.0,178.1,9.408602,,,94.26,139.95,False,,327700.0,140.6,OSL,DNB ASA,DNB ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DNB.OL,finmb_9778651,no_market,,19.683,,0.43046,,-0.09172255,,14.88,,1550370048.0,,,154.097,,,,1577750400.0,0.37327,19740000256.0,12.557,,0.107150316,0.9085187,0.42226002,1640908800.0,1593475200.0,,,889201447.0,961273004032.0,,,,,,-0.182,,,,,,,,https://logo.clearbit.com/dnb.no,9020.0,Bjorvika,,,,,
DNO,DNO,Energy,5.76,5.75,5.76,1174,,5614.59,0.0406,-0.0487,-0.042,-0.5032,-0.5972,0250,Energy,"DNO ASA engages in the exploration, development, and production of oil and gas assets in the Middle East and the North Sea. Its flagship project is the Tawke field that is located in the Kurdistan region of Iraq. As of December 31, 2019, its proven reserves consisted of 205.6 million barrels of oil equivalent (MMboe); proven and probable reserves included 344.8 MMboe; and proven, probable, and possible reserves consisted of 539.9 MMboe. The company was founded in 1971 and is headquartered in Oslo, Norway.",Oslo,47 23 23 84 80,Norway,[],http://www.dno.no,1.0,Dokkveien 1,47 23 23 84 81,Oil & Gas E&P,5.524,5.61,5.9929,0.0079652425,,,5.86,,4398831.0,,5.524,6.065,0.044000000000000004,5.61,,4398831.0,,,,0.4,1571961600.0,1.921511,,,5.566,2.0,NOK,,3480103.0,,,,5606789120.0,,,8932779.0,5.7629657,5.566,5.754,,728400.0,3480103.0,14.755,17.418182,,,2.5,5.747999999999999,False,0.0688,162000.0,5.86,OSL,DNO ASA,DNO ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DNO.OL,finmb_878127,no_market,,6.188,,-0.01747,13.360999999999999,-0.58065677,,0.33,,975433024.0,,,1.002,,,,1577750400.0,0.14917,-17000000.0,-0.019,,0.107150316,5.736527400000001,0.40448,1640908800.0,1585612800.0,,,537248428.0,6020549120.0,,1150416000.0,4:1,,,,,,,,,,,https://logo.clearbit.com/dno.no,1318.0,Aker Brygge,,,,,
DOF,DOF,Energy,0.59,0.58,0.59,15,,181.58,0.0017,0.0261,0.0085,-0.6242,-0.8336,5392,Energy,"DOF ASA, together with its subsidiaries, owns and operates a fleet of offshore vessels worldwide. The company operates through three segments: Platform Supply Vessel (PSV), Anchor Handling Tug Supply Vessel (AHTS), and Subsea Vessel and Subsea Engineering. It operates a fleet of PSVs that are used to transport oilfield products and supplies to offshore drilling and production facilities; AHTS used to set anchors for drilling rigs, and tow mobile drilling rigs and equipment from one location to another; and subsea vessels used for a range of subsea services. The company also provides subsea services comprising project management, engineering, construction and installation, life-of-field, decommissioning/field abandonment, and survey and positioning, as well as inspection, repair, and maintenance services. In addition, it offers marine management services, such as crewing, chartering, mobilization, maintenance, refurbishment, projects and new building, and compliance services. As of December 31, 2019, the company operated a fleet of 67 vessels, including 16 PSVs, 20 AHTSs, and 31 subsea/construction vessels, as well as 72 remote operated vehicles and 2 autonomous underwater vehicles. It operates in Brazil, the United Kingdom, Australia, Norway, Canada, the United States, Guyana, the Philippines, Angola, Argentina, and internationally. The company was founded in 1981 and is headquartered in StorebÃ¸, Norway.",Storebo,47 56 18 10 00,Norway,[],http://www.dof.no,1.0,Alfabygget,47 56 18 10 06,Oil & Gas Equipment & Services,0.589,0.599,0.90570503,,0.0,,0.599,,237322.0,,0.589,0.5970293999999999,,0.599,,237322.0,,,,,1242432000.0,1.961627,,,0.5710000000000001,4.0,NOK,,106003.0,,,,181580160.0,,,704050.0,0.027404191,0.5710000000000001,0.59,,4700000.0,106003.0,3.505,0.6941176,,,0.5,0.58,False,,1357000.0,0.599,OSL,DOF ASA,DOF ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,DOF.OL,finmb_884333,no_market,,2.975,,-0.97329,10.205,-0.82819384,,0.85,,307763008.0,,,-1.2830000000000001,,,,1577750400.0,0.04079,-6448999936.0,-20.38,,0.107150316,,0.57965,1640908800.0,1585612800.0,,,110942327.0,19715272704.0,,1527206400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/dof.no,3440.0,,,,,,
EAM,EAM Solar,Utilities,12.4,12.45,12.65,4,,84.97,-0.008,-0.0534,-0.1143,0.05980000000000001,-0.5782,0287,Utilities,"EAM Solar ASA acquires, owns, and operates solar power plants in Europe. The company sells electricity under long-term fixed price sales contracts. It owns and operates four power plants with a combined installed capacity of 4.0 MW in Italy. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 91 61 10 09,Norway,[],http://www.eamsolar.no,1.0,Dronningen 1,,Utilities—Renewable,12.5,12.45,12.563957,0.00088,0.0,,12.65,,9028.0,,12.5,13.70147,0.011000000000000001,12.45,,9028.0,,,,,1399852800.0,0.667441,,,12.4,2.0,NOK,,3327.0,,,,86680456.0,,,13322.0,,12.4,12.65,,94600.0,3327.0,30.1,,,,6.66,12.4,False,,280300.0,12.65,OSL,EAM SOLAR ASA,EAM Solar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EAM.OL,finmb_142079547,no_market,,,,0.89206004,,-0.55244756,,,,6852210.0,,,,,,,1577750400.0,0.28467,,,,0.107150316,,0.42780998,1640908800.0,1585612800.0,,,4010941.0,85652624.0,,,,,,,,,,,,,,https://logo.clearbit.com/eamsolar.no,,,,,,,
EIOF,Eidesvik Offshore,Energy,3.26,3.2,3.26,5,,202.61,-0.0061,-0.0181,-0.0632,-0.3779,-0.4437,5443,Energy,"Eidesvik Offshore ASA operates as a shipping company. It operates through Seismic, Subsea/Offshore Wind, Platform Supply, and Other segments. The company delivers shipping services to customers who produce seismic data; subsea inspection, maintenance, repair, and construction services for subsea work in the oil industry; and shipping services the offshore oil industry. It operates 6 large supply and one smaller supply vessels; a fleet of 4 vessels related to seismic; and a fleet of 4 vessels related to subsea/wind. The company is headquartered in BÃ¸mlo, Norway. Eidesvik Offshore ASA is a subsidiary of Eidesvik Invest AS.",Bomlo,47 53 44 80 00,Norway,[],http://www.eidesvik.no,1.0,Vestvikveien 1,,Oil & Gas Equipment & Services,3.28,3.24,4.0855393,,0.0,,3.26,,5229.0,,3.28,3.3541176,,3.24,,5229.0,,,,,1400198400.0,0.7802319999999999,,,3.2,4.0,NOK,,5634.0,,,,198880000.0,,,14949.0,0.32408297,3.2,3.2,,182600.0,5634.0,6.12,-0.6986899999999999,,,3.08,3.18,False,,1000000.0,3.26,OSL,EIDESVIK OFFSHORE,Eidesvik Offshore ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EIOF.OL,finmb_22071229,no_market,,3.55,,-1.10569,13.017999999999999,-0.39781022,,,,62150000.0,,,10.307,,,,1577750400.0,0.05849,-678529984.0,-10.921,,0.107150316,0.3104686,0.7988,1640908800.0,1585612800.0,,,12191344.0,2178586880.0,,,,,,,,,,,,,,https://logo.clearbit.com/eidesvik.no,514.0,,,,,,
EMGS,Electromagnetic Geoservices,Energy,0.72,0.71,0.72,13,,94.3,-0.0257,-0.0336,-0.1155,-0.6555,-0.741,7041,Energy,"Electromagnetic Geoservices ASA, together with its subsidiaries, provides electromagnetic (EM) surveying services to the offshore oil and gas exploration industry. It is involved in the planning, acquisition, processing, modelling, interpretation, and integration of EM data. The company uses its patented electromagnetic survey method to find hydrocarbons in offshore reservoirs. Its products and services include imaging and interpretation, consultancy, magnetotelluric survey, training, and controlled-source electromagnetic surveying services. Electromagnetic Geoservices ASA has operations in Europe, the Middle East, Africa, Norway, North and South America, Asia, and the Pacific Ocean. The company was founded in 2002 and is headquartered in Trondheim, Norway.",Trondheim,,Norway,[],http://www.emgs.com,1.0,Stiklestadveien 1,,Oil & Gas Equipment & Services,0.7390000000000001,0.703,1.0255395,,0.0,,0.7290000000000001,,174051.0,,0.7390000000000001,0.8094706,,0.703,,174051.0,,,,,,2.641279,,,0.7,4.0,NOK,8.768292,42689.0,,,,94167424.0,,,540421.0,1.0790107,0.7,0.7190000000000001,,,42689.0,2.85,,,,0.5,0.708,False,,,0.7290000000000001,OSL,ELECTROMAGNETIC GE,Electromagnetic Geoservices ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EMGS.OL,finmb_10654493,no_market,,1.453,,0.13095,3.3710000000000004,-0.7062991999999999,,,,130970000.0,,,0.049,,,,1577750400.0,0.013819999999999999,11428000.0,0.08199999999999999,,0.107150316,14.673470000000002,0.59531,1640908800.0,1585612800.0,,,54838319.0,126836600.0,,1467331200.0,1:40,,,,,,,,,,,https://logo.clearbit.com/emgs.com,131.0,,,,,,
ELE,Element,Materials,5.1,5.08,5.14,36,,96.38,-0.0154,0.02,-0.0973,-0.07780000000000001,2.3553,0250,Basic Materials,"Element ASAengages  acquisition and development of mineral resources. It holds interests in the nickel-cobalt-mineralized areas on the island of Mindoro in the Philippines. The company's main assets are currently the Mindoro Nickel Project, PALCapital Ventures. The company was formerly known as Intex Resources ASA and changed its name to Element ASA in October 2017. Element ASA was incorporated in 1996 and is headquartered in Oslo, Norway.",Oslo,47 23 08 23 08,Norway,[],http://www.elementasa.com,1.0,Grundingen 2,,Other Industrial Metals & Mining,5.18,5.1,4.5456257,,0.0,,5.29,,279588.0,,5.18,5.7473529999999995,,5.1,,279588.0,,,,,,3.8732550000000003,,,5.09,2.0,NOK,,97535.0,,,,97332944.0,,,862955.0,623.9291400000001,5.09,5.15,,0.0,97535.0,9.5,,,,1.199,5.07,False,,0.0,5.29,OSL,ELEMENT ASA,Element ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELE.OL,finmb_22929109,no_market,,705.038,,0.0,-37.78,2.6024017,,,,18899600.0,,,0.22899999999999998,,,,1577750400.0,0.00629,-5625000.0,-0.457,,0.107150316,22.489082,0.28688,1640908800.0,1585612800.0,,,11864880.0,109986000.0,,1556150400.0,1:20,,,,,,,,,,,https://logo.clearbit.com/elementasa.com,2.0,,,,,,
ELK,Elkem,Materials,17.3,17.26,17.33,265,,10056.67,0.0298,0.0206,-0.1173,-0.2776,-0.2349,0277,Basic Materials,"Elkem ASA manufactures and sells metals and materials in Norway and internationally. The company operates through four segments: Silicones, Silicon Materials, Foundry Products and Carbon. Its products include silicones, ferrosilicones, foundry alloys, carbon materials, and microsilica products. The company also engages in sale of electric power, as well as supplies heat in the form of steam and hot water. Its products are used in chemical applications, as well as construction, refractory, and oilfield industries. The company was founded in 1904 and is headquartered in Oslo, Norway. Elkem ASA is a subsidiary of Bluestar Elkem International Co., Ltd. S.A.",Oslo,47 22 45 01 00,Norway,[],http://www.elkem.com,1.0,Drammensveien 169,47 22 45 01 55,Specialty Chemicals,16.8,16.84,18.748704999999998,0.035714287000000004,0.75949997,,17.5,,1128043.0,,16.8,19.494118,0.6,16.84,,1128043.0,,,,0.6,1589155200.0,2.2909330000000003,,,16.84,2.0,NOK,21.746836,345636.0,,,,9986906112.0,,,910443.0,0.44864807,16.84,17.2,,0.0,345636.0,26.4,3.9045455000000002,,,10.92,17.15,False,0.0349,0.0,17.5,OSL,ELKEM ASA,Elkem ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELK.OL,finmb_731504,no_market,,0.828,,0.020659999999999998,8.08,-0.26349609999999996,,4.4,,581310016.0,,,21.744,,,,1577750400.0,0.29434,460000000.0,0.79,,0.107150316,0.7901031,0.58916,1640908800.0,1593475200.0,,,238610457.0,18430013440.0,,,,,,,,,,,,,,https://logo.clearbit.com/elkem.com,6370.0,,,,,,
ELOP-ME,ELOP,Information technology,5.3,5.13,5.3,31,,372.61,-0.0075,0.0707,,,,2316,Technology,"Elop AS designs and develops smart products and solutions for the inspection, asset management, and structural health monitoring of concrete structures. It offers Cobri, a tool that gathers assessment data on critical infrastructure such as bridges, tunnels, and buildings and provides it to owners of critical concrete infrastructure. The company was founded in 2013 and is based in Hamar, Norway.",Hamar,,Norway,[],http://www.elop.no,1.0,Nordvikvegen 50,,Scientific & Technical Instruments,5.34,5.4,,,0.0,,5.4,,,,5.34,,,5.4,,,,,,,,,,,5.101,2.0,NOK,,60206.0,,,,372605376.0,,,,,5.101,5.25,,,60206.0,5.4,,,,5.101,5.2010000000000005,False,,,5.4,OSL,ELOP AS,Elop AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ELOP-ME.OL,finmb_622946747,no_market,,,,0.0,,,,,,70302896.0,,,,,,,,,,,,0.107150316,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/elop.no,,,,,,,
EMAS,EMAS Offshore,Energy,0.29,,,0,,127.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YHD,,EMAS Offshore Limited,America/New_York,EDT,False,-14400000.0,MUTUALFUND,EMAS.OL,finmb_268054902,us_market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENDUR,Endúr,Energy,1.34,1.32,1.34,49,LP,379.34,0.0347,-0.0496,-0.4052,0.17420000000000002,-0.0566,5160,Industrials,"EndÃºr ASA engages in the aquaculture, maritime, and energy businesses in Norway and internationally. The company offers maritime service, and technical ship maintenance and services; and produces integrated concrete feed and work barges for the aquaculture industry. It also engages in the maintenance, modification, installation, fabrication, and reconstruction of oil and gas installations for onshore and offshore. The company was formerly known as Bergen Group ASA and changed its name to EndÃºr ASA in February 2019. EndÃºr ASA was founded in 2007 and is headquartered in Bergen, Norway.",Bergen,47 55 54 24 00,Norway,[],http://www.endur.no,1.0,DamsgArdsveien 229,,Conglomerates,1.295,1.3,0.9956259,,0.0,,1.345,,1060539.0,,1.295,1.4993528999999999,,1.3,,1060539.0,,,,,,,,,1.3,4.0,NOK,,599058.0,,,,379341952.0,,,2868883.0,0.7171305,1.3,1.34,,0.0,599058.0,3.2,,,,0.532,1.32,False,,0.0,1.345,OSL,ENDUR ASA,Endur ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENDUR.OL,finmb_22783429,no_market,,0.637,,-0.01554,-53.73,-0.08445948,,,,283091008.0,,,0.546,,,,1577750400.0,0.17669001,-15706000.0,-0.039,,0.107150316,2.4542124,0.70949996,1640908800.0,1585612800.0,,,87390757.0,337104864.0,,,,,,0.402,,,,,,,,https://logo.clearbit.com/endur.no,249.0,LaksevAg,,,,,
ENTRA,Entra,Real estate,130.0,130.0,130.2,754,,23663.45,0.0244,0.0492,0.0603,-0.0857,0.043,0185,Real Estate,"Entra ASA owns, develops, leases, and manages office properties in Norway. As of December 31, 2019, it had a property portfolio of 89 properties totalling approximately 1.3 million square meters. The company was founded in 2000 and is headquartered in Oslo, Norway.",Oslo,47 21 60 51 00,Norway,[],http://www.entra.no,1.0,Biskop Gunnerus gate 14 A,,Real Estate—Diversified,127.0,127.0,134.31871,0.037795275,0.3717,,131.0,,276286.0,,127.0,127.32353,4.8,127.0,,276286.0,,,,4.8,1601596800.0,0.514534,,,127.0,2.0,NOK,10.1171875,117625.0,,,,23586093056.0,,,430368.0,9.274909,127.0,129.6,,168600.0,117625.0,168.6,17.886742,,3.68,96.2,129.3,False,0.0378,193700.0,131.0,OSL,ENTRA ASA,Entra ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ENTRA.OL,finmb_254167079,no_market,,17.906,,0.91663,20.52,-0.016768276999999998,,7.24,,182132000.0,,,125.59,,,,1577750400.0,0.5023,2331000064.0,12.8,,0.107150316,1.031133,0.22298999,1640908800.0,1593475200.0,,,150093205.0,45533769728.0,,,,,,0.004,,,,,,,,https://logo.clearbit.com/entra.no,181.0,,,,,,
EPIC-ME,Epic Gas,Energy,15.0,14.8,15.7,0,LP,1599.25,,,,0.0274,0.0204,059818,Energy,"Epic Gas Ltd, together with its subsidiaries, owns and operates a fleet of pressurized gas carriers in Southeast Asia, Europe, West Africa, and the United States. As of February 13, 2020, it operated a fleet of 44 vessels that provide seaborne services for the transportation of liquefied petroleum gas and petrochemicals, which serve as a link in the international gas and petrochemical supply chains of various oil and commodity trading houses. The company also offers commercial and technical management services for various ship owners. In addition, it engages in vessel owning and chartering activities. Epic Gas Ltd was incorporated in 2012 and is headquartered in Singapore. Epic Gas Ltd is a subsidiary of BW Group Limited.",Singapore,65 6230 7801,Singapore,[],http://www.epic-gas.com,1.0,8 Eu Tong Sen Street,,Oil & Gas Midstream,15.0,14.8,13.839568,,0.0,,15.0,,828.0,,15.0,13.888235,,14.8,,828.0,,,,,,0.273837,,,14.8,2.0,NOK,,1403.0,,,,1599000064.0,,,162.0,8.8501835,14.8,15.9,,,1403.0,16.5,500.0,,,13.4,15.0,False,,,15.0,OSL,EPIC GAS LTD,Epic Gas Ltd.,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPIC-ME.OL,finmb_254340014,no_market,,10.665999999999999,,-0.01735,46.266000000000005,0.020408153999999998,,,,106600000.0,,,2.727,,,,1577750400.0,0.0,-3134591.0,-0.028999999999999998,,0.107150316,5.5005503,0.83456004,1640908800.0,1585612800.0,,,17242550.0,1927000064.0,,,,,,,,,,,,,,https://logo.clearbit.com/epic-gas.com,,"No.22-89, The Central",,,,,
EQNR,Equinor,Energy,135.75,135.7,135.75,3161,,437300.45,0.0086,-0.0612,-0.0307,-0.1991,-0.067,4035,Energy,"Equinor ASA, an energy company, explores for, produces, transports, refines, and markets petroleum and petroleum-derived products, and other forms of energy in Norway and internationally. The company operates through Development & Production Norway; Development & Production Brazil; Development & Production International; Marketing, Midstream & Processing; New Energy Solutions; Technology, Projects & Drilling; Exploration; and Global Strategy & Business Development segments. It also transports, processes, manufactures, markets, and trades in oil and gas commodities, such as crude and condensate products, gas liquids, natural gas, and liquefied natural gas; markets and trades in electricity and emission rights; and operates refineries, processing and power plants, and terminals. In addition, the company develops wind, and carbon capture and storage projects, as well as offers other renewable energy and low-carbon energy solutions. As of December 31, 2019, it had proved oil and gas reserves of 6,004 million barrels of oil equivalent. The company was formerly known as Statoil ASA and changed its name to Equinor ASA in May 2018. Equinor ASA was founded in 1972 and is headquartered in Stavanger, Norway.",Stavanger,47 51 99 00 00,Norway,[],http://www.equinor.com,1.0,Forusbeen 50,,Oil & Gas Integrated,134.5,135.55,143.50243999999998,0.0052788104,,,136.95,,3593800.0,,134.5,140.35883,0.71,135.55,,3593800.0,,,,3.3,1597363200.0,0.733139,,,135.0,2.0,NOK,,1296484.0,,,,438979362816.0,,,4268252.0,8.404575,135.0,135.2,,0.0,1296484.0,187.2,60.605377000000004,,4.92,95.2,135.15,False,0.024500001,0.0,136.95,OSL,EQUINOR ASA,Equinor ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EQNR.OL,finmb_989228,no_market,,8.783,,-0.04413,31.954,-0.10387099,,,,3248090112.0,,,10.863,,,,1577750400.0,0.19812000000000002,-2304999936.0,-0.6970000000000001,,0.107150316,12.441314,0.67271006,1640908800.0,1593475200.0,,,1016182440.0,458736009216.0,,1147219200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/equinor.com,21412.0,,,,,,
EPR,Europris,Consumer discretionary,43.64,43.64,43.72,463,,7236.32,-0.0113,-0.0219,-0.0573,0.335,0.8062,1661,Consumer Defensive,"Europris ASA operates as a discount variety retailer in Norway. The company sells own brand, private-label, and branded merchandise, including personal care, animal, home and interior, leisure time, clothes and shoes, fix home, household, garn, and enterprise assortment products. As of March 26, 2020, it operated 265 stores. The company was formerly known as EPH II AS and changed its name to Europris ASA in May 2015. The company was founded in 2011 and is headquartered in RolvsÃ¸y, Norway.",Rolvsoy,,Norway,[],http://www.europris.no,1.0,Dikeveien 57,,Discount Stores,44.24,44.24,37.204285,0.044077758,0.58669996,,44.6,,501607.0,,44.24,45.661766,1.95,44.24,,501607.0,,,,1.95,1588204800.0,0.794767,,,43.62,2.0,NOK,13.414635,212341.0,,,,7296036352.0,,,747297.0,1.0469571,43.62,44.1,,79600.0,212341.0,50.75,16.988417000000002,,,23.6,44.02,False,0.044099998,95300.0,44.6,OSL,EUROPRIS ASA,Europris ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,EPR.OL,finmb_293420901,no_market,,1.544,,0.078049995,12.08,0.78577137,,2.59,,165819008.0,,,11.468,,,,1577750400.0,0.53228,543936000.0,3.28,,0.107150316,3.8367631,0.03046,1640908800.0,1593475200.0,,,159459440.0,10761912320.0,,,,,,1.399,,,,,,,,https://logo.clearbit.com/europris.no,1814.0,,,,,,
EXTX-ME,EXACT Therapeutics,Health care,39.0,38.3,39.0,2,,1168.74,-0.0463,0.0894,,,,0379,Healthcare,"EXACT Therapeutics AS, a clinical stage biotech company, develops a technology platform for targeted therapeutic enhancement, Acoustic Cluster Therapy (ACT). The ACT sonoporation is an approach to ultrasound-mediated, targeted drug enhancement with the potential to amplify the clinical utility of a range of therapeutic agents across various indications, including within oncology (chemotherapy and immunotherapy), infectious diseases, and neurological conditions. The company was founded in 2012 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.phoenixsolutions.no,1.0,Ullernchausseen 64,,Biotechnology,40.895,39.0,,,0.0,,39.0,,,,40.895,,,39.0,,,,,,,,,,,38.3,2.0,NOK,,1130.0,,,,1147766656.0,,,,154.52002,38.3,38.995,,,1130.0,39.0,,,,38.3,38.3,False,,,39.0,OSL,EXACT THERAPEUTICS,Phoenix Solutions AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,EXTX-ME.OL,finmb_582869177,no_market,,164.989,,-2.0169599999999996,-78.082,,,,,29967800.0,,,1.4040000000000001,,,,1577750400.0,,-14981884.0,-0.5,,0.107150316,27.279202,,1640908800.0,,,,29885039.0,1225531136.0,,,,,,,,,,,,,,https://logo.clearbit.com/phoenixsolutions.no,4.0,,,,,,
FJORD,Fjord1,Industrials,45.3,45.1,45.3,8,,4525.16,0.0,0.0,0.0022,0.2377,0.1468,6900,Industrials,"Fjord1 ASA, together with its subsidiaries, operates passenger ferries and other passenger boats in Norway. The company operates in four segments: Ferry, Passenger Boat, Catering, and Tourism. The company's ferries and passenger boats transport vehicles and passengers. It also offers catering and tourism, shipyard, and travel agency services; and manages properties. The company was founded in 2001 and is headquartered in FlorÃ¸, Norway. Fjord1 ASA is a subsidiary of Havilafjord AS.",Floro,47 57 75 70 00,Norway,[],http://www.fjord1.no,1.0,Strandavegen 15,,Marine Shipping,45.3,45.3,41.37482,0.05960265,1.6071,,45.3,,10556.0,,45.3,44.841175,2.7,45.3,,10556.0,,,,,1557878400.0,0.860991,,,45.1,2.0,NOK,26.925372999999997,8346.0,,,,4505922560.0,,,29184.0,1.6102074,45.1,45.3,,0.0,8346.0,46.9,12.849003,,,31.0,45.1,False,,0.0,45.3,OSL,FJORD1 ASA,Fjord1 ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,FJORD.OL,finmb_22655336,no_market,,3.722,,0.059789999999999996,13.369000000000002,0.17968738,,3.51,,99909600.0,,,22.394000000000002,,,,1577750400.0,0.11310001,167319008.0,1.675,,0.107150316,2.0139322,0.85439,1640908800.0,1585612800.0,,,14464912.0,10416307200.0,,,,,,,,,,,,,,https://logo.clearbit.com/fjord1.no,1056.0,,,,,,
