ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
OKEA,7042,Energy,"OKEA ASA, an oil and gas company, engages in the development and production of oil and gas in the Norwegian continental shelf. It holds interests 44.56% in Draugen, 12% in GjÃ¸a, and 0.55% in Ivar Aasen licenses. The company was founded in 2015 and is headquartered in Trondheim, Norway.",Trondheim,47 73 52 52 22,Norway,[],http://okea.no,1,Ferjemannsveien 10,,Oil & Gas E&P,8.52,8.4,11.01482,,0,,8.9,,41610,,8.52,9.523529,,8.4,,41610,,,,,,,,,8.4,2,NOK,,44154,,,,891776064,,,81874,0.33137003,8.4,8.8,,,44154,23.495,,,,5.7,8.7,False,,,8.9,OSL,OKEA ASA,OKEA ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OKEA.OL,finmb_312629283,no_market,,1.043,,-0.31458,1.884,-0.6263157,,,,102503000,,,8.781,,,,1577750400,0.01676,-846585984,-8.663,,,0.9907755,0.8319,1640908800,1585612800,,,25118274,2805895424,,,,,,,,,,,,,,https://logo.clearbit.com/okea.no,207,,,,,c252c57e-328d-3858-89e6-237abaed1554,
OTS,1366,Industrials,"Oceanteam ASA operates as an offshore shipping company in Mexico, Latin America, West Africa, and the Asia-Pacific. It operates through Oceanteam Shipping and Oceanteam Solutions segments. The company owns, charters, and manages two deep water offshore construction support vessels, and two fast support vessels (FSVs). It also provides equipment for offshore cable laying, umbilical installations, on and offshore cable storage, and cable transportation; and designs and engineers platforms and infrastructures for the oil and gas and renewables industry. In addition, the company rents tensioners, turntables, and reels. It serves oil and gas, offshore renewables, and civil engineering sectors. The company was formerly known as Oceanteam Shipping ASA and changed its name to Oceanteam ASA in December 2015. Oceanteam ASA was founded in 2005 and is headquartered in Bergen, Norway.",Bergen,47 55 10 82 40,Norway,[],http://www.oceanteam.nl,1,STRANDVEIEN 15,47 55 10 82 49,Marine Shipping,2.89,2.78,3.5116546,,0,,2.89,,8827,,2.89,2.9032352,,2.78,,8827,,,,,,1.343604,,,2.78,4,NOK,722.5,2306,,,,98870664,,,9784,6.2265043,2.78,2.9,,150100,2306,8.51005,,,,2.5,2.86,False,,135600,2.89,OSL,OCEANTEAM ASA,Oceanteam ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTS.OL,finmb_27340700,no_market,,9.399,,0.0085,26.638,-0.61337996,,,,34211300,,,1.752,,,,1577750400,0.12597999,-815000,0.004,,,1.6495434,0.047470003,1640908800,1577750400,,,32036792,149250544,,1574812800,1:23,,,,,,,,,,,https://logo.clearbit.com/oceanteam.nl,12,Lysaker,,,,db06849e-c583-3ebb-b6fd-a8075052f557,
OET,185 47,Industrials,"Okeanis Eco Tankers Corp. owns, charters out, and operates tanker vessels. The company also offers commercial shipping services. It consists of three modern Aframax/LR2 tankers, four modern Suezmax tankers, and eight modern VLCC tankers. The company was founded in 2018 and is headquartered in Piraeus, Greece.",Piraeus,30 210 48 04 200,Greece,[],http://www.okeanisecotankers.com,1,Ethnarchou Makariou av,30 210 48 18 210,Marine Shipping,57.6,57.6,69.08777,0.008680556,0,,61,,36217,,57.6,57.182354,0.5,57.6,,36217,,,,5.06,1589846400,0.134883,,,57.6,2,NOK,,28366,,,,1890752640,,,75950,19.073317,57.6,59,,0,28366,118,,,,51,58.4,False,0.0872,0,61,OSL,OKEANIS ECO TANKER,Okeanis Eco Tankers Corp.,Europe/Oslo,CEST,False,7200000,EQUITY,OET.OL,finmb_564610479,no_market,,26.717,,-0.0864,61.086,-0.1466667,,,,32375900,,,11.711,,,,1577750400,0.24734,-8564631,-0.262,,,4.9867644,0.59776,1640908800,1585612800,,,8221540,2648464384,,,,,,83.534,,,,,,,,https://logo.clearbit.com/okeanisecotankers.com,,& 2 D. Falireos St N. Faliro,,,,5369afda-0de1-3b10-a9fb-0a6ffa4f8b6f,
ODFB,5892,Industrials,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,,Marine Shipping,19.9,20,22.575539,,0,,20,,2979,,19.9,20.435293,,20,,2979,,,,,1525824000,0.468604,,,20,2,NOK,,5,,,,1605692032,,,3851,1.7954756,20,20.6,,,5,32,,,,17.6,20.2,False,,,20,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODFB.OL,finmb_876111,no_market,,3.178,,-0.02856,18.943,,,,,18756200,,,6.516,,,,1577750400,0.16443,-25544000,-0.325,,,3.069368,0.37213,1640908800,1585612800,,,28257135,2842052608,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,2383,PO Box 6101 Postterminalen,,,,6f0652f8-e4f0-30e5-8467-e4e06c0208bc,
ODL,AB12 3LG,Energy,"Odfjell Drilling Ltd. operates as an integrated offshore drilling, well service, and engineering company worldwide. The company operates through three segments: Mobile Offshore Drilling Units, Drilling & Technology, and Well Services. It operates drilling units and offers management services to owners of semisubmersibles, drillships, and jack-up; and project management and follow-up during construction, management of regulatory requirements, marketing and client relations, preparations for operation, and drilling operations. The company also provides integrated drilling services, such as onshore support, production drilling and completion, well maintenance, plugging and abandonment, facility maintenance planning, and project management for maintenance and modifications; and onceptual engineering and engineering design, compliance assurance and maintenance management, marine and operational support, and rig inspection services, as well as construction and commissioning support, modifications, and upgrades. In addition, it provides well services to the oil industry, including casing and tubular running, drill tool and tubular rental, well intervention, and wellbore cleaning services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Ltd.",Aberdeen,44 1224 856 000,United Kingdom,[],http://www.odfjelldrilling.com,1,Bergen House,44 1224 856 001,Oil & Gas Drilling,10.98,11.18,14.214532,,0,,11.32,,772915,,10.98,11.269412,,11.18,,772915,,,,,1395100800,1.95872,,,10.86,2,NOK,58.031086,316390,,,,2651969536,,,1467339,3.2371016,10.86,11.24,,181500,316390,33.8,80,,,6.12,11.16,False,,820000,11.32,OSL,ODFJELL DRILLING,Odfjell Drilling Ltd.,Europe/Oslo,CEST,False,7200000,EQUITY,ODL.OL,finmb_241631186,no_market,,4.719,,0.06548,11.742,-0.5844058,,0.14,,236783008,,,4.426,,,,1577750400,0.119320005,45717000,0.193,,,2.5305014,0.60887,1640908800,1585612800,,,92589335,3865883648,,,,,,1.289,,,,,,,,https://logo.clearbit.com/odfjelldrilling.com,2581,Crawpeel Road Altens,,,,7a8ee3e5-a9ab-3d18-8018-c55f5fcad7e3,
PEN,0201,Energy,"Panoro Energy ASA engages in the exploration, development, and production of oil and gas in North and West Africa. The company holds assets in the Dussafu License located in the offshore southern Gabon; and Sfax Offshore Exploration Permit and Ras El Besh Concession located in offshore Tunisia, as well as operates assets on and offshore Tunisia. As of December 31, 2019, its 1P reserves included 6.7 million barrels of oil equivalents (MMBOE); 2P reserves comprised 9.6 MMBOE; and 3P reserves consisted of 12.0 MMBOE. The company was founded in 2009 and is based in Oslo, Norway.",Oslo,44 203 405 10 60,Norway,[],http://www.panoroenergy.com,1,RuselOekkveien 14,,Oil & Gas E&P,10,10.3,11.50187,,0,,10.3,,231506,,10,11.07,,10.3,,231506,,,,,,2.38779,,,10.06,2,NOK,37.835823,176447,,,,697631040,,,662905,22.116125,10.06,10.18,,229700,176447,26,-202.8,,,4.9,10.1,False,,100000,10.3,OSL,PANORO ENERGY ASA,Panoro Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PEN.OL,finmb_106684027,no_market,,22.087,,0.56109,19.402,-0.3902439,,-0.05,,68799904,,,1.147,,,,1577750400,0.23356001,14803000,0.268,,,8.840454,0.15358,1640908800,1585612800,,,48724059,696720576,,1464566400,1:10,,,,,,,,,,,https://logo.clearbit.com/panoroenergy.com,23,PO box 1444 Solli,,,,ed3e1adc-bdc3-3088-8c04-3289e6928c39,
OCY,1366,Industrials,"Ocean Yield ASA, a ship owning company, invests in vessels on long-term charters in Norway. It operates through FPSO, Other Oil Service, Car Carriers, Container Vessels, Tankers, and Other Shipping segments. The company has a portfolio of 69 vessels in 8 various shipping segments chartered to counterparties that operate within shipping and oil-service. Ocean Yield ASA was founded in 2012 and is headquartered in Lysaker, Norway.",Lysaker,47 24 13 00 00,Norway,[],http://www.oceanyield.no,1,OksenOeyveien 10,,Marine Shipping,22.15,22.15,29.506475,0.021760723,,,22.5,,374652,,22.15,22.49853,0.482,22.15,,374652,,,,4.5,1594598400,1.161046,,,22.15,2,NOK,,122094,,,,3905934080,,,485744,13.404029,22.15,22.3,,,122094,56.7,,,10.8,19.8,22.2,False,0.2029,,22.5,OSL,OCEAN YIELD ASA,Ocean Yield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OCY.OL,finmb_212437935,no_market,,19.489,,-0.13520999,23.133,-0.57809526,,0.67,,175154000,,,4.644,,,,1577750400,0.13294,-57400000,-0.279,,,4.8018947,0.63466,1640908800,1593475200,,,63943066,5679069696,,,,,,2.135,,,,,,,,https://logo.clearbit.com/oceanyield.no,17,,,,,1b0c54d8-27d9-3009-a939-c558d4c1845e,
ORK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPRO,0250,Real Estate,"Norwegian Property ASA, a real estate investment company, acquires, develops, manages, and sells commercial real estate properties in Norway. Its properties primarily comprise office premises with associated warehousing and car parks, and retail and restaurant spaces. As of December 31, 2019, the company owned 28 office, commercial, and residential properties primarily in Oslo; and a development property at Forus in Stavanger. The company was incorporated in 2005 and is headquartered in Oslo, Norway. Norwegian Property ASA is a subsidiary of Geveran Trading Co Ltd.",Oslo,47 22 83 40 20,Norway,[],http://www.norwegianproperty.no,1,Stoperigata 2,,Real Estate Services,11.4,11.35,12.210648,0.012280703,0.3443,,11.5,,55111,,11.4,12.052941,0.14,11.35,,55111,,,,0.28,1581379200,0.556976,,,11.35,2,NOK,17.592592,31215,,,,5627336192,,,30266,2.9217737,11.35,11.5,,361700,31215,15.15,24.255318,,,9.24,11.4,False,0.024300002,27100,11.5,OSL,NORWEGIAN PROPERTY,Norwegian Property ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NPRO.OL,finmb_27351416,no_market,,6.866,,0.16937,21.857,-0.037974775,,0.47,,493625984,,,16.064,,,,1577750400,0.20047002,326200000,0.648,,,0.70966136,0.80237997,1640908800,1593475200,,,86201838,13223331840,,,,,,,,,,,,,,https://logo.clearbit.com/norwegianproperty.no,51,,,,,1f0144b2-d8be-3c62-bd25-b181ac252aba,
OTELLO,0401,Communication Services,"Otello Corporation ASA develops, produces, and sells software and associated services in the areas of mobile advertising, apps, and games. The company operates through AdColony (Mobile Advertising) and Bemobi (Apps & Games) segments. The AdColony (Mobile Advertising) segment provides end-to-end mobile advertising platforms for brands, agencies, publishers, and application developers to deliver advertising to consumers on mobile devices. It delivers interactive and engaging advertising experiences across various mobile formats. The Bemobi (Apps & Games) segment offers Apps Club, a subscription-based discovery service for mobile apps in Latin America and internationally. The Apps Club offers a subscription service for Android apps. Its proprietary app-wrapping technology allows smartphone users access to use mobile apps on fee. The company also licenses Rocket Optimizer technology. It primarily operates in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company was formerly known as Opera Software ASA and changed its name to Otello Corporation ASA in January 2018. Otello Corporation ASA was founded in 1995 and is based in Oslo, Norway.",Oslo,47 91 90 91 45,Norway,[],http://www.otellocorp.com,1,Gjerdrums vei 19,,Advertising Agencies,12.6,12.7,13.5071945,,0,,12.75,,92149,,12.6,12.325,,12.7,,92149,,,,,1481846400,0.572674,,,12.5,2,NOK,,72886,,,,1747062784,,,291576,7.1308684,12.5,12.7,,0,72886,18.1,-254,,,8.02,12.6,False,,0,12.75,OSL,OTELLO CORP ASA,Otello Corporation ASA,Europe/Oslo,CEST,False,7200000,EQUITY,OTELLO.OL,finmb_532001,no_market,,7.076,,-0.022449998,-722.336,,,-0.05,,137564000,,,2.215,,,,1577750400,0.29569,-5500000,-0.041,,,5.7336345,0.13856,1640908800,1585612800,,,74244697,1733607168,,,,,,,,,,,,,,https://logo.clearbit.com/otellocorp.com,624,PO Box 4214 Nydalen,,,,8bf320db-cd5f-39ca-84c1-4cb951f5a19a,
ODF,5892,Industrials,"Odfjell SE engages in the transportation and storage of bulk liquid chemicals, acids, edible oils, and other special products. The company operates through three segments: Chemical Tankers, Tank Terminals, and Gas Carriers. It owns and operates chemical tankers that offers global and regional transportation; tank terminals, which provides storage of various chemical and petroleum products; and LPG/ethylene carriers. As of December 31, 2019, it operated a chemical tanker fleet of 75 vessels, including 33 owned, 5 bareboat chartered, 16 time chartered vessels, 13 leased, and 8 pool vessels, as well as 2 LPG/ethylene carriers. The company's terminal network comprises of 543 tanks with 1.41 million cubic meters of storage capacity. It operates in Europe, North America, South America, the Middle East, Asia, Australia, Africa, and internationally. Odfjell SE was founded in 1914 and is headquartered in Bergen, Norway.",Bergen,47 55 27 00 00,Norway,[],http://www.odfjell.com,1,Conrad Mohrs veg 29,,Marine Shipping,20.4,20.7,22.919424,0.008970588,0,,20.7,,2717,,20.4,20.95,0.183,20.7,,2717,,,,,1525824000,0.468604,,,20.4,2,NOK,,2100,,,,1597662720,,,11921,1.7864972,20.4,20.6,,24000,2100,32,-102,,,17.1,20.4,False,,49000,20.7,OSL,ODFJELL SE,Odfjell SE,Europe/Oslo,CEST,False,7200000,EQUITY,ODF.OL,finmb_876111,no_market,,3.222,,-0.02856,19.205,-0.2153846,,-0.2,,60020300,,,6.516,,,,1577750400,0.077800006,-25544000,-0.325,,,3.1307552,0.58329,1640908800,1585612800,,,28257135,2881440768,,1115337600,2:1,,,,,,,,,,,https://logo.clearbit.com/odfjell.com,2383,PO Box 6101 Postterminalen,,,,f54342aa-4fe6-3305-a76c-1f4294859ae0,
NOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHLY,0250,Industrials,"Philly Shipyard ASA, together with its subsidiaries, operates commercial shipyard constructing vessels for operation in the United States Jones Act market. It owns a shipbuilding facility that provides ocean-going merchant vessels, including containerships, product tankers, and aframax tankers. The company was formerly known as Aker Philadelphia Shipyard ASA and changed its name to Philly Shipyard ASA in November 2015. The company was founded in 1997 and is headquartered in Oslo, Norway. Philly Shipyard ASA is a subsidiary of Aker Capital AS.",Oslo,47 23 11 91 00,Norway,[],http://www.phillyshipyard.com,1,Vika Atrium,47 23 11 91 01,Aerospace & Defense,70,70.8,59.980576,0.0035714286,0,,73.4,,1411,,70,74.74706,0.25,70.8,,1411,,,,,1487808000,0.756976,,,70,2,NOK,,6620,,,,888719872,,,12121,52.87796,70,73.4,,10800,6620,113.5,,,,31,72.4,False,,15000,73.4,OSL,PHILLY SHIPYARD,Philly Shipyard ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PHLY.OL,finmb_39587073,no_market,,47.781,,-0.56,-34.664,0.8666667,,,,12107900,,,8.152,,,,1577750400,0.2543,-9412000,-0.778,,,9.003925,0.59282,1640908800,1585612800,,,4017159,803053056,,,,,,,,,,,,,,https://logo.clearbit.com/phillyshipyard.com,300,Munkedamsveien 45,,,,578256d6-6e37-3d39-b0d8-fd12b4a314fd,
PNOR,W1S 4FF,Energy,"PetroNor E&P Limited operates as an oil and gas exploration and production company in West Africa. It holds 6 licenses in the Republic of Congo, Senegal, Nigeria, and The Gambia, as well as has proved and probable reserves of 11.19 million barrels of oil. The company was founded 2017 and is headquartered in London, the United Kingdom.",London,44 20 3655 7810,United Kingdom,[],http://www.petronorep.com,1,48 Dover Street,,Oil & Gas E&P,0.97,0.969,0.84412014,,0,,0.969,,154092,,0.97,0.9877059,,0.969,,154092,,,,,,,,,0.92,4,NOK,,241843,,,,923081792,,,392653,8.528418,0.92,0.95,,,241843,1.314,,,,0.45,0.937,False,,,0.969,OSL,PETRONOR E&P LTD,PetroNor E&P Limited,Europe/Oslo,CEST,False,7200000,EQUITY,PNOR.OL,finmb_606891472,no_market,,8.777,,-0.123909995,32.435,-0.15061289,,,,971665024,,,0.005,,,,1577750400,0.0077600004,-13412000,-0.011,,,190,0.00879,1640908800,1585612800,,,121982860,949991360,,,,,,-0.241,,,,,,,,https://logo.clearbit.com/petronorep.com,15,,,,,948511a1-bf9e-31a6-b576-fda3fb9f0023,
PARB,0250,Financial Services,"Pareto Bank ASA provides various banking products and services in Norway. The company offers financing for housing and business projects; companies with a specific need for capital; conventional and industrial shipping; and the lending of financial instruments to private customers and companies. It also accepts deposits. The company was founded in 2007 and is based in Oslo, Norway.",Oslo,47 24 02 81 20,Norway,[],http://www.paretobank.no,1,Dronning Mauds gate 3,47 24 02 81 10,Banks—Regional,37.2,37.2,35.043167,0.07526881,0,,37.6,,31016,,37.2,34.594116,2.8,37.2,,31016,,,,,1585267200,1.078488,,,36.8,2,NOK,6.512199,14120,,,,2591497728,,,66729,3.816543,36.8,37.4,,16800,14120,47.5,6.486014,,,19.8,37.2,False,,100000,37.6,OSL,PARETO BANK ASA,Pareto Bank ASA,Europe/Oslo,CEST,False,7200000,EQUITY,PARB.OL,finmb_62731707,no_market,,9.539,,0.60414004,,-0.018469691,,5.72,,69851696,,,49.398,,,,1577750400,0.093310006,410220000,5.697,,,0.75104254,0.57567,1640908800,1593475200,,,45796890,6476980224,,,,,,0.476,,,,,,,,https://logo.clearbit.com/paretobank.no,50,,,,,db5bcc4a-9e7b-3e60-bb86-e927eb7ebdc9,
PSE,3036,Energy,"Petrolia SE, together with its subsidiaries, operates as a rental equipment company for the oil industry in Norway, rest of Europe, Asia, Australia, and internationally. It operates through two segments, Exploration & Production, and Oil Service. The company engages in the sale and rental of drilling equipment; and rental of land rigs. It rents drilling equipment, such as drill pipes, and test strings and tubings, as well as casing, handling, and auxiliary tools and other equipment. The company also provides inspection and maintenance services; and various services for equipment. It serves oil companies, drilling contractors, and oil service companies. The company was formerly known as Petrolia E&P Holdings SE and changed its name to Petrolia SE in January 2013. Petrolia SE was founded in 1997 and is based in Limassol, Cyprus.",Limassol,357 2 5725777,Cyprus,[],http://www.petrolia.no,1,Office 401,357 2 5356500,Oil & Gas Equipment & Services,8.1,8.15,3.22,,0,,8.35,,164301,,8.1,5.395294,,8.15,,164301,,,,,,0.356976,,,8.05,2,NOK,,50240,,,,487853856,,,107782,7.376079,8.05,8.35,,0,50240,9.35,,,,1.51,8.25,False,,0,8.35,OSL,PETROLIA SE,Petrolia SE,Europe/Oslo,CEST,False,7200000,EQUITY,PSE.OL,finmb_884403,no_market,,7.364,,-0.0130900005,37.518,1.6644738,,,,59133800,,,0.665,,,,1577750400,0,-866000,-0.015,,,12.406014,0.9263,1640908800,1577750400,,,3429168,487062656,,1351036800,1:11,,,,,,,,,,,https://logo.clearbit.com/petrolia.no,297,4th Floor 205 Christodoulou Chatzipavlou Street Loulloupis Court,,,,6a1a430d-75a1-3cde-981d-96b5ae17f931,
