ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
SOLON,Solon Eiendom,Real estate,29.9,29.9,30.4,13,,2193.55,-0.0261,-0.0197,-0.0355,-0.2635,-0.16940000000000002,0161,Real Estate,,"Solon Eiendom ASA acquires, develops, and sells residential real estate properties in Norway. The company was formerly known as Bionor Pharma ASA and changed its name to Solon Eiendom ASA. The company was founded in 2006 and is headquartered in Oslo, Norway.",Oslo,47 22 29 66 90,Norway,[],http://www.soloneiendom.no,1.0,Olav Vs gate 5,Real Estate—Development,,30.7,30.6,31.600725,0.06514658,1.6694,,30.6,,7510.0,,30.7,30.052940000000003,2.0,30.6,,7510.0,,,,,1557273600.0,0.49646999999999997,,,29.5,2.0,NOK,28.314394,1040.0,,,,2193553664.0,,,36648.0,1.6022883999999997,29.5,30.4,,0.0,1040.0,40.6,10.7168455,,,24.0,30.1,False,,0.0,30.6,OSL,SOLON EIENDOM ASA,Solon Eiendom ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,SOLON.OL,finmb_410651936,no_market,,3.699,,0.053470000000000004,20.658,-0.13764042,,2.79,,73363000.0,,,16.987000000000002,,,,1577750400.0,0.14715999999999999,73203000.0,1.056,,,1.7601696,0.64419997,1640908800.0,1585612800.0,,,20671822.0,5064465920.0,,1490572800.0,1:200,,,,,,,,,,,https://logo.clearbit.com/soloneiendom.no,,,,,abcae3f7-7509-3e50-8a01-ad5b236172c9,,
SOFF,Solstad Offshore,Energy,0.5,0.49,0.5,50,,146.0,0.002,0.0351,-0.1893,-0.484,-0.6115999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBVG,SpareBank 1 BV,Equity certificates,36.5,36.3,36.7,21,LP,2299.78,0.0139,0.0027,0.0196,-0.01,0.0454,3125,Financial Services,342.0,"SpareBank 1 BV provides various banking products and services in Norway. The company offers share and housing savings accounts; mortgages and loans; car, auto, and housing insurance products; and mobile and electronic banking, payment, billing, and financing services. It also provides pension plans. The company was founded in 1859 and is based in TÃ¸nsberg, Norway.",Tonsberg,,Norway,[],http://www.sparebank1.no/nb/bv,1.0,Anton Jenssens gate 2,Banks—Regional,,36.0,36.0,36.772465000000004,0.08194444,0.6158,,36.5,,8707.0,,36.0,36.22353,2.95,36.0,,8707.0,,,,2.42,1585699200.0,0.38197600000000004,,,36.0,2.0,NOK,9.023485,7797.0,,,,2303201024.0,,,15562.0,1.9638380000000002,36.0,36.7,,100000.0,7797.0,44.5,8.859223,,6.51,28.0,36.5,False,0.06670000400000001,380000.0,36.5,OSL,SPAREBANK 1 BV,SpareBank 1 BV,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBVG.OL,finmb_11323750,no_market,,7.854,,0.38969000000000004,,,,4.12,,63101400.0,,,81.31,,,,1577750400.0,0.06849,255248992.0,4.045,,,0.44889929999999995,0.51590997,1640908800.0,1585612800.0,,,56846116.0,9211527168.0,,1320624000.0,6:5,,,-0.47700000000000004,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,b4cb79f8-d921-3b5d-bc78-0f74db46072f,,
NONG,SpareBank 1 Nord-Norge,Equity certificates,65.7,65.4,65.7,303,LP,6596.15,0.0077,0.033,0.086,-0.0978,0.0571,9008,Financial Services,906.0,"SpareBank 1 Nord-Norge provides financial products and services to personal customers, companies, and organizations in Northern Norway. The company offers various savings, lending, and insurance products, as well as payment services. Its activities also include hedging instruments and trading in interest rate and currency instruments; hedging instruments in the commodity derivatives market; sale of Norwegian bonds and certificates, as well as bond market issues; purchase and sale of equities and fund units; and provision of corporate finance, as well as trading and investment advice services. In addition, the company is involved in leasing, consumer financing, real estate brokerage, and accounting operations. It operates through a network of 38 offices across 36 municipalities in Nordland, Troms, Finnmark, and Svalbard. The company was founded in 1836 and is headquartered in TromsÃ¸, Norway.",Tromso,47 91 50 22 44,Norway,[],http://www.sparebank1.no/nb/nord-norge,1.0,Sjogata 8,Banks—Regional,,65.2,65.2,65.65906,0.061349697,0.2589,,66.0,,94938.0,,65.2,63.485293999999996,4.0,65.2,,94938.0,,,,4.0,1585267200.0,0.699418,,,65.0,2.0,NOK,9.210711,90789.0,,,,6596148224.0,,,189126.0,1.8171206999999998,65.0,65.6,,86400.0,90789.0,81.0,9.577259,,5.59,46.35,65.3,False,0.0612,141000.0,66.0,OSL,SPAREBK 1 NORD-NOR,SpareBank 1 Nord-Norge,Europe/Oslo,CEST,False,7200000.0,EQUITY,NONG.OL,finmb_4509224,no_market,,8.568999999999999,,0.43444002,,-0.015105724,,6.86,,100398000.0,,,136.365,,,,1577750400.0,0.25226,720000000.0,7.132999999999999,,,0.48179513,0.09822,1640908800.0,1585612800.0,,,95209320.0,31104079872.0,,1301529600.0,4:3,,,-0.5579999999999999,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,0eaa2134-341b-36b7-a162-fec9e91edee8,,
SNOR,SpareBank 1 Nordvest,Equity certificates,108.0,108.0,110.0,1,,240.9,0.0,0.0,-0.0092,-0.0041,0.0704,6509,Financial Services,,"Sparebank 1 Nordvest provides various banking services in Norway. The company offers savings and deposit accounts; car, motorcycle, boat, and construction loans; and mortgages. It also provides business insurance products, which include liability, auto, mortgage, operating loss, asset, commercial, and project insurance products; personal insurance products, such as life, travel, and accidental insurance products; pension products; bank cards; payment and debt collection services; and mobile and online banking services. In addition, the company offers bank guarantees, trade credit products, and operating credit products for agriculture, as well as factoring, leasing, and repayment products and services. The company was founded in 1835 and is based in Kristiansund, Norway. Sparebank 1 Nordvest is a subsidiary of SpareBank 1 Gruppen AS.",Kristiansund,47 91 50 39 00,Norway,[],http://www.sparebank1.no/nb/nordvest,1.0,Langveien 21,Banks—Regional,,108.0,108.0,111.01087,0.060185187,0.6379,,108.0,,232.0,,108.0,108.91176599999999,6.5,108.0,,232.0,,,,6.5,1585785600.0,0.111908,,,108.0,2.0,NOK,12.355564999999999,4.0,,,,242199712.0,,,601.0,0.59736025,108.0,110.0,,0.0,4.0,128.0,9.424083999999999,,,95.0,109.0,False,0.0586,0.0,108.0,OSL,SPAREBK 1 NORDVEST,Sparebank 1 Nordvest,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNOR.OL,finmb_49703696,no_market,,8.894,,0.28702,,0.00934577,,11.46,,2242590.0,,,980.293,,,,1577750400.0,0.05173,18547000.0,8.741,,,0.11017114,0.50136,1640908800.0,1585612800.0,,,1236695.0,3605928704.0,,,,,,-0.8240000000000001,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 71 58 01 50,,,,395299a7-1e64-35a5-817a-5edb041835b0,,
RING,SpareBank 1 Ringerike Hadeland,Equity certificates,220.0,224.0,230.0,1,,3443.09,0.0,,-0.009000000000000001,0.024700000000000003,0.1553,3510,Financial Services,,"SpareBank 1 Ringerike Hadeland provides various banking products and services to retail and corporate customers in Norway. The company offers saving, deposit, and currency accounts; vehicle, house and travel, and pet insurance products, as well as life, children, disability, critical illness, accident, health, and business and personal products; mobile and online banking services; and debit and credit cards. It also provides mortgages; car, boat, and other vehicles; consumer and other loans; and bank guarantees, construction loans, trade credit, and operating credit for agriculture, as well as factoring, leasing, and repayment services. In addition, the company offers services for buying and selling of property; accounting, financing, payment and collection, and placement services; pension products; and savings and investment products. The company was founded in 1833 and is based in HÃ¸nefoss, Norway.",Honefoss,47 91 50 21 30,Norway,[],http://www.sparebank1.no/ringerike-hadeland,1.0,Sondre Torv 6,Banks—Regional,,220.0,220.0,220.76086,0.060454547000000004,0.65739995,,220.0,,114.0,,220.0,223.11765,13.3,220.0,,114.0,,,,13.3,1584662400.0,0.339534,,,220.0,2.0,NOK,10.868491,2.0,,,,3443087872.0,,,731.0,4.393128400000001,220.0,230.0,,30000.0,2.0,240.0,10.357816,,5.23,185.0,224.0,False,0.057800002,27700.0,220.0,OSL,SPAREBK RING HADEL,SpareBank 1 Ringerike Hadeland,Europe/Oslo,CEST,False,7200000.0,EQUITY,RING.OL,finmb_9220341,no_market,,9.077,,0.41522998,,0.07843137,,21.24,,15650400.0,,,233.22099999999998,,,,1577750400.0,0.049590003,316784000.0,20.242,,,0.94331133,0.73478997,1640908800.0,1585612800.0,,,4304957.0,7114088960.0,,,,,,-0.5579999999999999,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 32 11 33 01,,,,224474a1-3bbb-3a9b-bc52-ac97ff01b43b,,
MING,SpareBank 1 SMN,Equity certificates,80.9,80.7,80.9,516,,10503.71,-0.0049,0.0087,0.0617,-0.12960000000000002,-0.1119,,Financial Services,1553.0,"SpareBank 1 SMN, together with its subsidiaries, provides various financial and banking products and services to personal and corporate customers in Norway and internationally. The company provides advisory services; and a range of products in the fields of financing, savings and investment, insurance, and payment services. It also offers investment and operations financing, domestic and foreign money transfers, fixed income and currency hedging, investment of surplus liquidity, structured products, and insurance of individuals and buildings/operating equipment; factoring and accountancy services; leasing services and loans; and mobile and online banking services. In addition, the company provides real estate and asset management services; and credit and debit cards, as well as stock trading services. SpareBank 1 SMN was founded in 1823 and is headquartered in Trondheim, Norway.",Trondheim,47 91 50 73 00,Norway,[],http://www.sparebank1.no/nb/smn,1.0,no. 4 Sondre gate,Banks—Regional,,81.3,81.3,83.02971,0.061500612999999996,0.5971,,82.3,,139032.0,,81.3,79.17647,5.0,81.3,,139032.0,,,,5.0,1585267200.0,0.8610459999999999,,,80.7,2.0,NOK,9.659701,167294.0,,,,10503732224.0,,,250535.0,2.062791,80.7,80.9,,130100.0,167294.0,106.0,8.36608,,4.67,58.2,80.8,False,0.0614,113200.0,82.3,OSL,SPAREBANK 1 SMN,SpareBank 1 SMN,Europe/Oslo,CEST,False,7200000.0,EQUITY,MING.OL,finmb_881999,no_market,,5.189,,0.34328000000000003,,-0.16956073,,9.67,,129836000.0,,,145.743,,,,1577750400.0,0.40594003,1084000000.0,8.375,,,0.55508673,0.05777,1640908800.0,1585612800.0,,,124074110.0,26422949888.0,,1238112000.0,6:5,,,-0.733,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,7be6b8a4-5b90-3fbc-9371-245907c7b391,,
SRBANK,SpareBank 1 SR-Bank,Financials,74.05,74.05,74.1,1502,,18937.2,0.002,0.0007000000000000001,0.0466,-0.2595,-0.2547,4068,Financial Services,1272.0,"SpareBank 1 SR-Bank ASA, together with its subsidiaries, provides various financial products and services for personal and corporate customers in Southern and Western Norway. The company offers its products and services in the areas of savings, loans, advice, insurance, and pensions. It also provides foreign exchange, administrative securities, commercial properties brokerage, leasing, accounting, and securities trading services, as well as active management and securities management services. In addition, the company facilitates debt and equity funding; and sells real estate properties comprising holiday homes, new builds, and used homes. Further, it is involved in the customer trading of interest rate instruments; and purchasing of home mortgages and funds by issuing covered bonds. Additionally, the company offers credit and debit cards; structured products; and mobile and online banking services. The company also serves retail, small business, and agricultural customers, as well as public sector. As of December 31, 2018, it had 36 branches in Rogaland, Vest-Agder, Aust-Agder, and Hordaland. SpareBank 1 SR-Bank ASA was founded in 1839 and is headquartered in Stavanger, Norway.",Stavanger,47 91 50 20 02,Norway,[],http://www.sparebank1.no/nb/sr-bank,1.0,Christen Tranes Gate 35,Banks—Regional,Postboks 250,73.9,74.5,76.6284,0.07442489999999999,0.5233,,75.3,,239740.0,,73.9,73.01029,5.5,74.5,,239740.0,,,,,1587686400.0,0.9,,,74.05,2.0,NOK,8.507583,322625.0,,,,18937178112.0,,,387376.0,3.6222602999999998,74.05,74.15,,,322625.0,105.3,,,,48.38,74.05,False,,,75.3,OSL,SPAREBANK 1 SR BK,SpareBank 1 SR-Bank ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,SRBANK.OL,finmb_883781,no_market,,28.215,,0.42062,,,,9.46,,255735008.0,,,97.787,,,,1577750400.0,0.37039003,2138000000.0,8.704,,,0.7572581,0.32250999999999996,1640908800.0,1585612800.0,,,166980520.0,147506216960.0,,,,,,-0.807,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,8ee5ca3d-26b8-36c3-9e7f-fabac7a9dd9b,,
SOAG,SpareBank 1 Østfold Akershus,Equity certificates,228.0,228.0,232.0,1,LP,2824.49,0.0088,0.0088,0.027000000000000003,0.0059,0.07769999999999999,1526,Financial Services,,"SpareBank 1 Ãstfold Akershus, a savings bank, provides various banking products and services in Ãstfold and the southern part of Akershus. It offers savings, deposit, operating, tax deduction, and currency accounts; bank cards; repayment, construction, boat, motorcycle, and car loans; trade and operating credit products; factoring services; leasing products; bank guarantees; operating credit for agriculture; savings and investment products; and mortgage products. The company also provides insurance products, such as business, commercial, project, liability, asset, car, boat, personal, treatment, accident, occupational injuries, disability, house and condominium, travel, life, and other insurance, as well as pension products. In addition, it offers debt collection and accounting services; futures and currency options; and mobile and online banking services. SpareBank 1 Ãstfold Akershus was founded in 1835 and is headquartered in Moss, Norway.",Moss,47 91 50 57 00,Norway,[],http://www.sparebank1.no/ostfold-akershus,1.0,Varnaveien 43E,Banks—Regional,,226.0,228.0,227.54347,0.06371681400000001,5.4175,,228.0,,47.0,,226.0,227.76471,14.4,228.0,,47.0,,,,12.0,1585872000.0,0.090116,,,228.0,2.0,NOK,9.093810000000001,2.0,,,,2824486912.0,,,532.0,3.6585717000000004,228.0,232.0,,90100.0,2.0,270.0,9.496042999999998,,4.34,185.0,228.0,False,0.0531,40000.0,228.0,OSL,SPAREBANK 1 OSTFOL,SpareBank 1 Ostfold Akershus,Europe/Oslo,CEST,False,7200000.0,EQUITY,SOAG.OL,finmb_12505834,no_market,,7.808,,0.42986,,0.018018007,,24.01,,12388100.0,,,291.183,,,,1577750400.0,0.09792999999999999,310620992.0,25.072,,,0.7830126999999999,0.80093,1640908800.0,1585612800.0,,,3788294.0,6027874304.0,,,,,,-0.525,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,a7cf2ced-7d76-33c6-8a53-9928120ada46,,
SPOL,SpareBank 1 Østlandet,Equity certificates,88.6,88.3,88.6,372,LP,10262.52,-0.0145,-0.0045000000000000005,0.0219,0.0193,0.1158,2302,Financial Services,1148.0,"SpareBank 1 Ãstlandet provides various financial products and services to individuals, businesses, public sectors, clubs, and societies. It offers retail and corporate banking services, deposits, loans, savings, advisory, insurance, money-transfer, investment, and pension products and services. The company also provides payment, real estate brokerage and rental, management, accounting and payroll, leasing, financing, HR and consulting, and online and mobile banking services. It has 37 branches, including 21 in Hedmark, 2 in Oppland, 5 in Oslo, and 9 in Akershus. The company was founded in 1845 and is headquartered in Hamar, Norway. SpareBank 1 Ãstlandet is a subsidiary of Sparebankstiftelsen Hedmark.",Hamar,47 91 50 70 50,Norway,[],http://www.sparebank1.no/en/ostlandet/personal.html,1.0,Strandgata 15,Banks—Regional,,89.9,89.0,88.51305,0.063626245,0.52889997,,89.9,,23428.0,,89.9,88.6647,5.72,89.0,,23428.0,,,,4.58,1585267200.0,0.837965,,,87.5,2.0,NOK,10.262944000000001,82761.0,,,,10262538240.0,,,34108.0,2.7819297,87.5,88.7,,0.0,82761.0,101.6,9.977477,,,70.1,88.2,False,0.0509,0.0,89.9,OSL,SPAREBANK 1 OSTLAN,SpareBank 1 Ostlandet,Europe/Oslo,CEST,False,7200000.0,EQUITY,SPOL.OL,finmb_12505908,no_market,,13.673,,0.38845003,,0.07151365,,8.88,,115830000.0,,,132.911,,,,1577750400.0,0.14662999999999998,1000000000.0,8.633,,,0.6666115,0.66322,1640908800.0,1585612800.0,,,115617820.0,50441097216.0,,,,,,-0.649,,,,,,,,https://logo.clearbit.com/sparebank1.no,,,,,,,
MORG,Sparebanken Møre,Equity certificates,297.0,296.0,301.0,28,LP,2929.86,0.0034,0.0,0.0,-0.0128,-0.0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOR,Sparebanken Sør,Equity certificates,99.0,98.2,99.0,5,LP,1546.34,0.002,0.0102,0.0123,-0.1,0.0476,4662,Financial Services,434.0,"Sparebanken SÃ¸r operates as an independent savings bank in Norway. The company operates through two segments, Retail Market and Corporate Market. It is involved in banking, securities trading, and real estate brokerage activities in Agder, Rogaland, Vestfold, and Telemark. The company also provides mortgaging, car financing, leasing, and property management services; and sells life and general insurance, pension, and group life insurance products to retail and corporate customers. It conducts banking operations in 34 locations and real estate brokerage business in 17 locations. The company was founded in 1824 and is headquartered in Kristiansand, Norway. Sparebanken SÃ¸r is a subsidiary of Sparebankstiftelsen Sparebanken SÃ¸r.",Kristiansand,47 38 10 92 00,Norway,[],http://www.sor.no,1.0,Radhusgata 9,Banks—Regional,,98.8,98.8,99.58985,0.060728744,0.0,,99.0,,2927.0,,98.8,98.31765,6.0,98.8,,2927.0,,,,,1585267200.0,0.218023,,,98.8,2.0,NOK,9.159882000000001,607.0,,,,1550726144.0,,,3541.0,0.66469187,98.8,99.0,,63500.0,607.0,123.0,9.446566,,,80.0,98.2,False,,98600.0,99.0,OSL,SPAREBANKEN SOR,Sparebanken Sor,Europe/Oslo,CEST,False,7200000.0,EQUITY,SOR.OL,finmb_5719538,no_market,,26.148000000000003,,0.45221000000000006,,0.04000008,,10.48,,15663900.0,,,843.5930000000001,,,,1577750400.0,0.10958,175000000.0,10.808,,,0.11735517,0.64037,1640908800.0,1585612800.0,,,6022160.0,61003595776.0,,,,,,-0.299,,,,,,,,https://logo.clearbit.com/sor.no,47 85 03 86 65,,,,f0a4015a-e222-3f67-9088-d83be6bd369a,,
SBTE,Sparebanken Telemark,Equity certificates,129.0,128.0,129.0,5,,1405.92,0.0,-0.0077,0.0403,0.046,0.1573,3921,Financial Services,,"SpareBank 1 Telemark provides banking products and services to private and business customers in Norway. It offers deposit and currency accounts; and car and construction loans, trade credit, mortgage, and operating credit for agriculture. The company also provides factoring, leasing, and bank guarantee services; and liability, asset, property, personal, commercial, project, and car insurance products. In addition, it offers online and mobile banking, billing, cards, and collection services; and advice relating to buying and selling properties. SpareBank 1 Telemark was founded in 1844 and is based in Porsgrunn, Norway.",Porsgrunn,47 915 02 610,Norway,[],http://www.sparebank1.no/nb/telemark/privat.html,1.0,Storgata 117,Banks—Regional,,129.0,129.0,125.67029,0.060465116,0.4284,,129.0,,992.0,,129.0,125.41176599999999,7.8,129.0,,992.0,,,,5.8,1585267200.0,,,,127.0,2.0,NOK,9.5343685,1704.0,,,,1405919360.0,,,1379.0,1.9709463,127.0,129.0,,0.0,1704.0,143.0,,,,109.0,127.0,False,0.044299997,0.0,129.0,OSL,SPAREBANK 1 TELEMK,SpareBank 1 Telemark,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBTE.OL,finmb_33838065,no_market,,11.28,,0.42353999999999997,,0.11206901,,,,10898600.0,,,320.224,,,,1577750400.0,0.09318,147496000.0,13.53,,,0.402843,0.6461100000000001,1640908800.0,1585612800.0,,,10174852.0,8045923328.0,,,,,,-0.34600000000000003,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 355 69 601,,,,2c4ec891-6da1-3876-8384-b8cff884b924,,
SVEG,Sparebanken Vest,Equity certificates,61.6,61.6,62.0,216,LP,6609.37,0.0,-0.0479,0.0016,0.024,0.2067,5011,Financial Services,722.0,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1.0,Jonsvollsgaten 2,Banks—Regional,,61.6,61.9,61.28478199999999,0.039285716,0.34080002,,62.4,,49940.0,,61.6,62.97646999999999,2.42,61.9,,49940.0,,,,2.42,1585094400.0,0.57093,,,61.5,2.0,NOK,9.188544,40623.0,,,,6609371648.0,,,58319.0,1.6809186,61.5,62.3,,100000.0,40623.0,73.8,9.746835,,5.94,42.1,61.8,False,0.0392,300000.0,62.4,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000.0,EQUITY,SVEG.OL,finmb_8081598,no_market,,28.906,,0.50203,,0.14498138,,6.32,,107295000.0,,,148.969,,,,1577750400.0,0.31427,539000000.0,6.704,,,0.41350886,0.26554,1640908800.0,1585612800.0,,,82679268.0,113660002304.0,,,,,,-0.221,,,,,,,,https://logo.clearbit.com/spv.no,,,,,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,,
SPOG,Sparebanken Øst,Equity certificates,47.9,47.9,48.1,13,,993.02,-0.0083,-0.022400000000000003,0.0459,-0.0543,-0.0331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBLK,Star Bulk Carriers,Industrials,57.0,57.6,58.0,26,,5169.13,-0.0104,-0.0206,-0.1994,-0.4588,-0.3803,15124,Industrials,181.0,"Star Bulk Carriers Corp., a shipping company, engages in the ocean transportation of dry bulk cargoes worldwide. The company's vessels transport a range of major bulks, including iron ores, coal, and grains, as well as minor bulks, such as bauxite, fertilizers, and steel products. As of February 29, 2020, it had a fleet of 116 vessels with an aggregate capacity of approximately 12.9 million deadweight ton, including consisting of Newcastlemax, Capesize, Post Panamax, Kamsarmax, Panamax, Ultramax, and Supramax vessels. It also provides vessel management services. The company was incorporated in 2006 and is based in Maroussi, Greece.",Marousi,30 210 61 78 400,Greece,[],http://www.starbulk.com,1.0,40 Agiou Konstantinou Street,Marine Shipping,,57.6,59.0,67.905075,0.0017361111999999999,,,59.0,,2802.0,,57.6,63.064705000000004,0.1,59.0,,2802.0,,,,1.94,1582848000.0,1.2431370000000002,,,57.0,2.0,NOK,,5864.0,,,,5418762240.0,,,15077.0,6.642780999999999,57.0,57.2,,0.0,5864.0,106.0,,,,38.1,57.0,False,0.0368,0.0,59.0,OSL,STAR BULK CARRIERS,Star Bulk Carriers Corp.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBLK.OL,finmb_266636382,no_market,,8.554,,-0.00993,36.724000000000004,-0.39495796,,,,96067504.0,,,16.067999999999998,,,,1577750400.0,0.65073997,-8104000.0,-0.086,,,3.5474233999999996,0.19323999,1640908800.0,1585612800.0,,,37802510.0,6977792512.0,,,,,,,,,,,,,,https://logo.clearbit.com/starbulk.com,,,,,8a47bf6c-8ccb-3e13-aa49-0daf1730c5d2,,
SNI,Stolt-Nielsen,Industrials,85.1,83.0,85.1,126,,4554.88,0.0,0.0328,0.0095,-0.2535,-0.153,WC2B 4HN,Industrials,6749.0,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1.0,Aldwych House,Marine Shipping,4th Floor 71-91 Aldwych,85.1,85.5,93.86957,0.0,,,85.5,,17663.0,,85.1,84.45294,0.0,85.5,,17663.0,,,,,1587600000.0,0.993023,,,83.4,2.0,NOK,,6059.0,,,,6704152064.0,,,22208.0,3.3196087,83.4,84.7,,400.0,6059.0,134.6,56.733334,,5.72,69.6,83.6,False,,145400.0,85.5,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNI.OL,finmb_305831,no_market,,3.8819999999999997,,-0.00336,20.34,,,1.5,,63023800.0,,,20.457,,,,1575072000.0,0.11141,-1544000.0,-0.113,,,4.159945,0.61417,1638230400.0,1590883200.0,,,33134761.0,7839937024.0,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,,,,,b9065de0-e668-3a66-871a-60fbe6d371a0,,
