ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
MGN,0277,Energy,2,"Magnora ASA operates in the offshore oil and gas market in Norway and the United Kingdom. It primarily focuses on managing the Dana Western Isles and Shell Penguins FPSO license agreements. It serves oil companies and marine contractors. It also focuses on developing wind projects. The company was formerly known as Sevan Marine ASA and changed its name to Magnora ASA in October 2018. Magnora ASA was founded in 2001 and is based in Oslo, Norway.",Oslo,,Norway,[],http://magnoraasa.com,1,Karenlyst Alle 2,Oil & Gas Equipment & Services,,12.1,12,8.759641,,4.5376997,,12.1,,251588,,12.1,10.662572,,12,,251588,,,,0.33,1595203200,0.678861,,,11.65,2,NOK,43.454544,16092,,,,627500480,,,270259,16.823069,11.65,11.95,,0,16092,13,,,,5.5,11.95,False,0.027,0,12.1,OSL,MAGNORA ASA,Magnora ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MGN.OL,finmb_13575280,no_market,,15.534,,0.3941,,0.890625,,,,52510500,,,1.821,,,,1577750400,0.31302,14700000,0.275,,,6.5623283,0.44072,1640908800,1585612800,,,20231732,579409472,,1322697600,1:100,,,-0.696,,,,,,,,https://logo.clearbit.com/magnoraasa.com,,,,,58ddaa6a-3d57-3aa2-a70e-15537e71d8b2,
KVAER,1360,Energy,2802,"KvÃ¦rner ASA provides engineering, procurement, and construction (EPC) services for offshore platforms, onshore plants, floating production units, and renewable energy solutions in Norway, Europe, Canada, and internationally. The company executes contracts of oil and gas steel jacket substructures and jackets; and EPC delivery of topsides for offshore oil and gas platforms, as well as on floating oil and gas installations. It also offers marine concrete structures for oil and gas field developments; fixed and floating substructures, as well as converter platforms for offshore wind developments; and front-end development services. In addition, the company engages in the project management, design, engineering, procurement, construction, installation, and hook-up of onshore oil and gas projects; marine operations; and decommissioning of offshore oil and gas installations, as well as provision of an unmanned wellhead platform for tieback solutions. Further, it is involved in the cold forming, prefabrication, and welding of pipes comprising risers, riser tools and special riser joints, riser and tools refurbishment, subsea flow loops and flow control modules, modular process/system skids, high pressure manifolds, piping spools production, and minor steel and aluminum structures, as well as modification and maintenance services. KvÃ¦rner AS has a strategic collaboration agreement with Nel ASA. The company was incorporated in 2011 and is headquartered in Oslo, Norway.",Oslo,47 21 08 90 00,Norway,[],http://www.kvaerner.com,1,SnarÃ¸yveien 20,Oil & Gas Equipment & Services,Fornebu,9.01,9,7.6344604,0.055493895,0,,9,,1321529,,9.01,9.151143,0.5,9,,1321529,,,,,1585094400,1.496515,,,8.75,2,NOK,33.67816,309270,,,,2359499776,,,1583960,0.27312186,8.75,8.79,,280000,309270,13.48,12.73913,,,5.5,8.77,False,,721400,9,OSL,KVAERNER ASA,Kværner ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KVAER.OL,finmb_129571087,no_market,,0.11,,0.0081,4.753,-0.14919734,,0.69,,268430000,,,12.487,,,,1577750400,0.34179002,77000000,0.261,,,0.70393205,0.4352,1640908800,1593475200,,,113808843,950609856,,,,,,0.217,,,,,,,,https://logo.clearbit.com/kvaerner.com,47 21 08 99 99,,,,dfb1ddda-e317-319f-9f27-4570c8d41a23,
KOA,3601,Consumer Cyclical,11000,"Kongsberg Automotive ASA develops, manufactures, and sells products to the automotive industry worldwide. The company operates through three segments: Interior, Powertrain & Chassis Products, and Specialty Products. The Interior segment offers comfort and safety related products, such as massage systems, seat support systems, seat climate systems, and light duty cables and actuators for vehicle interiors, as well as panel heaters for electric cars. The Powertrain & Chassis Products segment provides powertrain systems and chassis related products, including gear shifters for automatic and manual transmissions, shift cables and towers, and chassis stabilizers, as well as gear and clutch control systems, such as actuators for heavy and light duty commercial vehicles. The Specialty Products segment offers driver control and fluid handling systems, such as air couplings; fuel transfer systems comprising specialized hoses, tubes, and assemblies; and off-road products consisting of steering columns, displays, and pedals and hand controls, as well as other products and software. It serves OEMs and Tier 1 suppliers in the automotive, commercial vehicle, and off-highway markets. The company was formerly known as Kongsberg Automotive Holding ASA and changed its name to Kongsberg Automotive ASA in August 2014. Kongsberg Automotive ASA was founded in 1957 and is based in Kongsberg, Norway.",Kongsberg,47 32 77 05 00,Norway,[],http://www.kongsbergautomotive.com,1,Dyrmyrgata 48,Auto Parts,,0.1712,0.169,1.5712686,,0,,0.169,,234725030,,0.1712,0.1667457,,0.169,,234725030,,,,,1180915200,1.063298,,,0.1612,4,NOK,14.963636,66766975,,,,1732168064,,,140717207,,0.1612,0.1646,,1027300,66766975,6.47,0.13168,,,0.119,0.1638,False,,760600,0.169,OSL,KONGSBERG AUTOMOT,Kongsberg Automotive ASA,Europe/Oslo,CEST,False,7200000,EQUITY,KOA.OL,finmb_121944,no_market,,,,-0.12196,,-0.96915317,,1.25,,10523499520,,,0.702,,,,1577750400,0.54443,,0.011,,,0.23447293,0.01613,1640908800,1593475200,,,1117411000,249952000,,,,,,,,,,,,,,https://logo.clearbit.com/kongsbergautomotive.com,,,,,728e209e-804e-3a71-a18d-b7775ab62c72,
LSG,5006,Consumer Defensive,4371,"LerÃ¸y Seafood Group ASA produces, processes, markets, and distributes fresh, frozen, and smoked seafood products worldwide. It operates through Farming; Wildcatch; and Value-Added Processing, Sales and Distribution segments. The company offers smoked and gravad salmon and trout products; farmed and wild catch whole fishes, fillets, and portions; ready to eat and ready to cook products; fish blocks an cubes; breaded products; pre-fried fish burgers and patties; crustaceans and molluscs; seaweed; and other products. LerÃ¸y Seafood Group ASA markets its products primarily under the Norway Seafoods, Arctic Supreme, Fjord trout, Aurora Salmon, Sea Eagle, LerÃ¸y, and Maer brands to retailers, restaurants, canteens, and hotels. The company was founded in 1899 and is headquartered in Bergen, Norway. LerÃ¸y Seafood Group ASA is a subsidiary of Austevoll Seafood ASA.",Bergen,47 55 21 36 50,Norway,[],http://www.leroyseafood.com,1,ThormOehlens gate 51 B,Packaged Foods,,57.18,55.58,55.525143,0.026232949,0.78129995,,56.18,,589732,,57.18,55.31389,1.5,55.58,,589732,,,,1.5,1590624000,-0.00813,,,54.7,2,NOK,21.88576,652593,,,,33310924800,,,828205,1.5873039,54.7,55.98,,32900,652593,64.1,9.110749,,2.97,46.32,55.94,False,0.026199998,28100,56.18,OSL,LEROY SEAFOOD GROU,Lerøy Seafood Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,LSG.OL,finmb_2381904,no_market,,1.866,,0.07277,14.283,,,6.14,,595475968,,,28.76,,,,1577750400,0.28412,1527104000,2.556,,,1.9450625,0.52698004,1640908800,1585612800,,,281505286,39152349184,,1495584000,10:1,,,-0.724,,,,,,,,https://logo.clearbit.com/leroyseafood.com,,,,,320289ce-6624-3ae2-a009-c1262ca9bd3a,
KOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSEIS,1366,Energy,389,"Magseis Fairfield ASA, a geophysical survey company, engages in the marine seismic operations and seismic related activities. The company provides ocean bottom seismic (OBS) acquisition services to clients using its proprietary Marine Autonomous Seismic System (MASS) that includes ultra-compact 4C sensor capsules, automated handling systems, and data downloads. Its MASS acquisition system allows operating in water depths from 0 to 3,000 meters. The company also provides MASS cable system that enables acquisition in areas with seabed obstructions, various seabed topographies, and deployment in deeper water depths; MASS Modular, a mobile OBS system; and MASS reservoir monitoring services for seismic monitoring. It operates in Norway, Malaysia, Singapore, Red Sea, Sweden, Russia, Mexico, Indonesia, and the United States. The company was formerly known as Magseis ASA. Magseis Fairfield ASA was founded in 2009 and is headquartered in Lysaker, Norway.",Lysaker,47 23 36 80 20,Norway,[],http://magseisfairfield.com,1,Strandveien 50,Oil & Gas Equipment & Services,,1.48,1.474,1.801554,,0,,1.474,,564529,,1.48,1.5924572,,1.474,,564529,,,,,,1.998838,,,1.3,4,NOK,,349076,,,,391613984,,,1632738,0.9954474,1.3,1.468,,200000,349076,13.5,3.4952383,,,0.75,1.42,False,,13800,1.474,OSL,MAGSEIS FAIRFIELD,Magseis Fairfield ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MSEIS.OL,finmb_225611681,no_market,,0.997,,-0.38740003,14.31,-0.8489796,,0.42,,266767008,,,0.746,,,,1577750400,0.24371,-152404992,-0.809,,,1.9678285,0.2464,1640908800,1585612800,,,205525399,392305120,,,,,,,,,,,,,,https://logo.clearbit.com/magseisfairfield.com,,,,,26ba13b8-fe98-37d5-923b-c52c699871c9,
INSTA-ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MRCEL-ME,0277,Technology,187,"Mercell Holding AS provides software platform for public e-tendering and procurement in the Nordic region. The company's software enables easy compliance with EU regulations for public buyers that are required by law to publish tenders through an e-tendering platform. Its two-sided SaaS marketplace platform also caters to the needs of the supply side and facilitates interaction between buyers and suppliers. The company also offers tender consulting services. Mercell Holding AS was founded in 1999 and is headquartered in Oslo, Norway.",Oslo,47 21 01 88 00,Norway,[],http://www.mercell.com,1,Askekroken 11,Software—Application,,8.79,8.7,8.087448,,0,,8.799,,196834,,8.79,8.087448,,8.7,,196834,,,,,,,,,8.6,2,NOK,,10604,,,,2549879808,,,638404,15.373852,8.6,8.799,,,10604,9.1,,,,7.4,8.51,False,,,8.799,OSL,MERCELL HOLDING AS,Mercell Holding AS,Europe/Oslo,CEST,False,7200000,EQUITY,MRCEL-ME.OL,finmb_254089355,no_market,,11.817,,-0.3549,287.457,,,,,289792000,,,0.466,,,,1577750400,,-58862548,-0.264,,,18.881973,,1640908800,,,,93786083,1960008704,,,,,,,,,,,,,,https://logo.clearbit.com/mercell.com,,,,,345d8233-c554-328e-9966-89a297fb5c37,
MELG,7224,Financial Services,51,"Melhus Sparebank, a savings bank, provides various banking products and services to companies, agriculture customers, and private individuals in Norway. The company offers savings accounts; car loans, mortgages, and payment services; loans for other vehicles; and banking and bank cards. It also provides various insurance products, including auto, health, buildings, property, UNG, and income insurance; savings and pension products; payment services; and online and mobile banking services. The company operates through branch offices in central Trondheim, Heimdal, Ler, and Korsvegen. Melhus Sparebank was founded in 1840 and is headquartered in Melhus, Norway.",Melhus,,Norway,[],http://www.melhusbanken.no,1,Melhusvegen 439,Banks—Regional,,138,142,132.11511,0.072463766,0.8237,,142,,565,,138,136.54286,10,142,,565,,,,10,1583452800,0.151567,,,138,2,NOK,11.349617,1007,,,,383118368,,,485,1.7895035,138,141,,,1007,150,,,7.18,120,139,False,0.0725,,142,OSL,MELHUS SPAREBANK,Melhus Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,MELG.OL,finmb_8952942,no_market,,6.501,,0.41884997,,0.11290324,,,,2776220,,,379.276,,,,1577750400,0.05159,35976000,12.159,,,0.36385113,0.40271,1640908800,1593475200,,,1704519,1391896064,,,,,,-0.103,,,,,,,,https://logo.clearbit.com/melhusbanken.no,,,,,48b41af4-8c0c-3734-ac3b-e365976127fe,
MEDI,0579,Healthcare,112,"Medistim ASA develops, produces, services, leases, and distributes medical devices for cardio-vascular surgery in the United States, Europe, Asia, and internationally. It offers MiraQ Cardiac, a system that combines ultrasound imaging and transit time flow measurement (TTFM) in a single system for cardiac surgery; MiraQ Vascular, a system that combines ultrasound imaging and transit TTFM in a single system for vascular surgery; and imaging probes for intraoperative use. The company also provides various flow probes, such as QuickFit TTFM probes to accurately measure blood volume flow intraoperatively in various range of surgical applications; Vascular TTFM probes for enhancing surgical outcomes; and doppler probes that are used on the surface of the heart/vessel to search for intramural coronary arteries or to locate the position and quantify the degree of a stenosis. In addition, it distributes and sells third party medical equipment. The company was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 23 05 96 60,Norway,[],http://www.medistim.com,1,Ãkernveien 94,Medical Devices,,228,228,193.46043,0.012061403,0.5435,,232,,6049,,228,222.08571,2.75,228,,6049,,,,,1556150400,0.124854,,,228,2,NOK,57.425743,4407,,,,4219801600,,,10070,11.722681,228,232,,34000,4407,241,87.878784,,,124,231,False,,3000,232,OSL,MEDISTIM ASA,Medistim ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MEDI.OL,finmb_7885356,no_market,,11.307,,0.20441,38.355,0.36526942,,2.64,,18188800,,,15.719,,,,1577750400,0.58257,73582000,4.04,,,14.759209,0.2159,1640908800,1593475200,,,12646305,4070020608,,,,,,-0.084,,,,,,,,https://logo.clearbit.com/medistim.com,,,,,8430cf52-3196-391c-9a0a-0357ebb01f61,
NAPA,2860,Technology,81,"Napatech A/S provides reconfigurable computing solutions for network performance and cybersecurity applications worldwide. It provides Link Capture Software that enables packet capture with nanosecond timestamping and replay with precise inter-frame gap control; Link Virtualization Software that offloads and accelerates the Open vSwitch (OVS) dataplane to enhance CPU efficiency, scalability and network performance; and Link Programmable, which enables end users and OEMs to deploy FPGA IP on SmartNIC platform. The company also offers FPGA SmartNICs that captures data from networks enabling real-time insight into network traffic; and FPGA Cloud Crypto, a cryptography engine that provides technology demonstration and playground for users to learn, experiment, and adapt use cases for FPGA-based crypto offload. It also provides solutions for telecom operators, cloud and data center service providers, and infrastructure and defense, as well as cyber security, financial services, and network management industries. The company was founded in 2003 and is headquartered in Copenhagen, Denmark.",Copenhagen,45 45 96 15 00,Denmark,[],http://www.napatech.com,1,Tobaksvejen 23 A,Communication Equipment,Soeborg,13.3,13.3,4.777518,,0,,13.4,,1046570,,13.3,7.1574287,,13.3,,1046570,,,,,,0.425087,,,12,2,NOK,,1112940,,,,1058151232,,,299278,,12,12.74,,99400,1112940,13.9,,,,1.1,12.72,False,,30200,13.4,OSL,NAPATECH A/S,Napatech A/S,Europe/Oslo,CEST,False,7200000,EQUITY,NAPA.OL,finmb_8539253,no_market,,,,0.0241,,10.465518,,,,83057400,,,0.397,,,,1577750400,0.50098,,-0.862,,,32.09068,0.27607,1640908800,1593475200,,,39399983,938668416,,1461542400,4:1,,,,,,,,,,,https://logo.clearbit.com/napatech.com,,,,,77ae3d22-1352-3a37-bd31-8bfb96439299,
MPCC,0250,Industrials,20,"MPC Container Ships ASA owns and operates a portfolio of container ships. It focuses on the feeder vessels between 1,000 and 3,000 TEU. The company was incorporated in 2017 and is based in Oslo, Norway.",Oslo,,Norway,[],http://www.mpc-container.com,1,Munkedamsveien 45,Marine Shipping,,2.47,2.47,9.02259,,0,,2.47,,318842,,2.47,2.9925714,,2.47,,318842,,,,,,0.805787,,,2.4,4,NOK,,34785,,,,861587072,,,544492,4.6794357,2.4,2.44,,0,34785,24.5,7.0882354,,,1.765,2.41,False,,0,2.47,OSL,MPC CONTAIN SHIPS,MPC Container Ships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,MPCC.OL,finmb_427614703,no_market,,2.596,,-0.23218,19.182,-0.88403755,,0.34,,357504992,,,4.427,,,,1577750400,0.54237,-42749000,-0.503,,,0.54438674,0.20036,1640908800,1585612800,,,77648659,477938208,,,,,,,,,,,,,,https://logo.clearbit.com/mpc-container.com,,,,,539e7654-6def-3085-b2ea-284d32d0bb7b,
NAVA,0255,Healthcare,24,"Navamedic ASA, a pharmaceutical company, markets and sells pharmaceuticals and other health care products in Northern European region. The company's product portfolio includes generic, branded, and patented pharmaceuticals, as well as medical devices, food supplements, cosmetics, and other health care products. It also distributes medical nutrition products for various metabolic disorders, including phenylketonuria, homocystinuria, maple syrup urine disease, tyrosinemia type 1, MMA/PA, IVA, renal, MCT, low protein, single dose amino acids, glycogen storage disease, and ketogenic diet, as well as other products. In addition, the company sells consumer care products consisting of non-prescription drugs and health care products primarily through pharmacies and drugstores. It sells, markets, and distributes its products to hospitals, patients, and pharmacies. The company was formerly known as Glucomed AS and changed its name to Navamedic ASA in 2004. Navamedic ASA was founded in 2002 and is headquartered in Oslo, Norway.",Oslo,47 67 11 25 40,Norway,[],http://www.navamedic.com,1,Henrik Ibsens gate 90,Drug Manufacturers—General,,21.6,21.3,19.511786,,0,,21.5,,10633,,21.6,20.171429,,21.3,,10633,,,,,1271116800,0.347851,,,20.5,2,NOK,9.010898,9430,,,,326088352,,,16934,1.6389238,20.5,21.5,,491200,9430,25.5,,,,13.55,20.7,False,,96200,21.5,OSL,NAVAMEDIC ASA,Navamedic ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NAVA.OL,finmb_26201104,no_market,,1.179,,0.109,-37.359,0.45171046,,,,15166900,,,6.676,,,,1577750400,0.13567,-26384224,2.386,,,3.2204912,0.61384,1640908800,1585612800,,,3819255,234641744,,,,,,,,,,,,,,https://logo.clearbit.com/navamedic.com,,,,,1874534f-9016-3c5f-9005-de69a6ce30f9,
NKR,5058,Industrials,50,"Nekkar ASA operates in shipyard, drilling, and aqua cultural industries. The company offers shipyard solutions, including Syncrolift ship lifting systems used for the retrieval and launching of ships, as well as for launching concrete caissons, offshore structures, and wind farm equipment; and FastDocking products for the docking, launching, and repair operations of ships. It also offers equipment and upgrades, operator training, and spare parts; Intellilift for the offshore energy and other industries. The company was formerly known as TTS Group ASA and changed its name to Nekkar ASA in July 2019. Nekkar ASA founded in 1966 and is headquartered in Bergen, Norway.",Bergen,,Norway,[],http://www.nekkar.com,1,Solheimsgaten 16,Specialty Industrial Machinery,entrance B,3.95,3.99,2.901439,1.0126582,8.6957,,3.99,,229410,,3.95,3.73,4,3.99,,229410,,,,4,1568937600,0.475609,,,3.87,4,NOK,1.9063706,23825,,,,417171360,,,253917,1.5647017,3.87,3.95,,,23825,7,,,,1.505,3.91,False,1.0127,,3.99,OSL,NEKKAR ASA,Nekkar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NKR.OL,finmb_884363,no_market,,0.646,,0.73452,4.887,-0.39786583,,,,105613000,,,2.059,,,,1577750400,0.13253,47717000,2.072,,,1.918407,0.62224,1640908800,1577750400,,,42370002,172275104,,,,,,,,,,,,,,https://logo.clearbit.com/nekkar.com,,,,,185b0aea-df47-3f88-9093-af548aa196ba,
NATTO,0283,Healthcare,18,"NattoPharma ASA engages in the research and development of vitamin K2 for applications in the marketplace for nutritional supplements and enriched foods. The company's flagship brand is MenaQ7, a vitamin K2 for bone and cardiovascular health. It also provides marketing and sales support services. The company has a partnership agreement with KD Nutra to create a cardiovascular-support ingredient that combines KD Nutra's KD-PÃ¼R high concentrate omega-3s with the company's MenaQ7 PharmaPure MK-7. NattoPharma ASA was founded in 2004 and is headquartered in Oslo, Norway.",Oslo,47 40 00 90 08,Norway,[],http://www.nattopharma.com,1,Lilleakerveien 2B,Drug Manufacturers—Specialty & Generic,,18.3,18.3,12.378417,,0,,18.3,,45229,,18.3,18.311428,,18.3,,45229,,,,,,1.003484,,,17.8,2,NOK,16.300365,4569,,,,347683840,,,83786,1.998183,17.8,18.2,,180100,4569,22,-254.2857,,,5.35,17.8,False,,39300,18.3,OSL,NATTOPHARMA ASA,NattoPharma ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NATTO.OL,finmb_35560724,no_market,,2.088,,0.11958,18.969,,,-0.07,,19532800,,,6.652,,,,1577750400,0.00302,20807000,1.092,,,2.6758869,0.64835,1640908800,1593475200,,,5864720,363309056,,1320278400,1:100,,,,,,,,,,,https://logo.clearbit.com/nattopharma.com,,,,,0a7a07b6-bc2e-34cc-b55a-ceca2e87b275,
NSKOG,0213,Basic Materials,2300,"Norske Skog ASA produces and sells newsprint and magazine paper primarily in Europe and Australasia. It operates through two segments, Publication Paper Europe, and Publication Paper Australasia. The company offers improved newsprint, super calandered, light-weight coated, and book and directory paper products. Its products are used in catalogues, inserts/flyers, supplements, free-sheets, directories, direct mail, and brochures. The company sells its products under brands, including Nornews, Norbright, NorX, Norstar, Norcote, NorSC, Norbook, Vantage, and Tasman Directory. It also exports its products to North America, Africa, the Middle East, and Asia. The company was founded in 1962 and is headquartered in Oslo, Norway. Norske Skog ASA is a subsidiary of NS Norway Holding AS.",Oslo,47 22 51 20 20,Norway,[],http://www.norskeskog.com,1,PB 294 SkOeyen,Paper & Paper Products,,28,28,32.704857,0.22321428,0.6286,,28,,76423,,28,29.608334,6.25,28,,76423,,,,3.25,1587081600,,,,27.75,2,NOK,5.393106,11299,,,,2297625088,,,141413,0.21584077,27.75,27.85,,,11299,45.05,,,,25.5,27.8,False,0.11399999,,28,OSL,NORSKE SKOG ASA,Norske Skog ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NSKOG.OL,finmb_283764576,no_market,,0.248,,0.040110003,2.373,Infinity,,,,82500000,,,60.812,,,,1577750400,0.20117001,427000000,5.164,,,0.45796883,0.66667,1640908800,1593475200,,,27535200,2639000064,,,,,,,,,,,,,,https://logo.clearbit.com/norskeskog.com,,,,,fcefc0b9-bd00-3360-8fdf-d92e1a313c86,
NORTH,0252,Financial Services,3,"North Energy ASA does not have significant operations. Previously, it was engaged in the exploration, development, and production of oil and gas in the Norwegian continental shelf. The company was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,47 22 01 79 50,Norway,[],http://www.northenergy.no,1,Tjuvholmen allÃ© 3,Asset Management,,1.84,1.85,1.3335971,0.16304348,,,1.89,,174600,,1.84,1.4662857,0.3,1.85,,174600,,,,0.3,1559088000,1.023228,,,1.775,4,NOK,,40145,,,,208122304,,,136731,235.6991,1.775,1.84,,3094400,40145,1.99,-1.9086021,,,0.9,1.775,False,0.229,1019800,1.89,OSL,NORTH ENERGY ASA,North Energy ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NORTH.OL,finmb_53162324,no_market,,-28.885,,0,1.306,,,-0.93,,117252000,,,2.252,,,,1577750400,0,-66068000,-0.593,,,0.7881882,0.54482,1640908800,1585612800,,,46214715,-25505388,,,,,,,,,,,,,,https://logo.clearbit.com/northenergy.no,,,,,3e9514d3-4df0-35ae-a53c-9645c2c7d74c,
NEXT,0164,Technology,65,"NEXT Biometrics Group ASA, through its subsidiaries, engages in the research, development, manufacture, and commercialization of fingerprint technology and products in Asia. The company offers fingerprint sensor modules and readers, and flexible biometric subassemblies, as well as software and hardware development kits for USB and SPI modules. Its products are used in smart card, government ID, access control, and notebook applications. The company sells its sensors to distributors of electronic components. NEXT Biometrics Group ASA is headquartered in Oslo, Norway.",Oslo,47 22 70 00 95,Norway,[],http://www.nextbiometrics.com,1,Universitetsgata 10,Scientific & Technical Instruments,,2.07,2.06,2.4729848,,0,,2.18,,991259,,2.07,2.1800287,,2.06,,991259,,,,,,2.897793,,,2.06,4,NOK,,109319,,,,158723984,,,677963,2.0501146,2.06,2.105,,110000,109319,6.35,-0.34262294,,,1.07,2.09,False,,12400,2.18,OSL,NEXT BIOMETRICS GR,NEXT Biometrics Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NEXT.OL,finmb_61572672,no_market,,0.504,,-2.03711,-0.264,-0.49450547,,-6.1,,75944496,,,2.402,,,,1577750400,0.03532,-157716992,-3.529,,,0.87010825,0.38145,1640908800,1585612800,,,32628954,39058208,,,,,,,,,,,,,,https://logo.clearbit.com/nextbiometrics.com,,,,,1140d622-f964-3ad8-bc48-278a028581e8,
NISB-ME,7540,Financial Services,,"Nidaros Sparebank, a savings bank, provides loans, savings, insurance, pension products, and payment services for private and corporate customers in Norway. The company offers payment and card services, and mobile and online banking services; and car loans, mortgages, and loans to other vehicles; and savings and pensions, as well as investor services. It also provides bank guarantees, construction loans, overdrafts, leasing, and corporate loans; and children, auto, death fall, health, building, home, property, income, critical illness, disability, UNG, liability, agriculture, commercial vehicle, craft, lice, breeding and crew, staff, travel, and injuries insurance. The company was founded in 1858 and is based in KlÃ¦bu, Norway.",KlÃ¦bu,47 72 83 00 00,Norway,[],http://nidaros-sparebank.no,1,Nordalsvegen 2,Banks—Regional,,105,105,116.71223,0.052476194,0.2824,,105,,145,,105,109.8,5.51,105,,145,,,,5.51,1583452800,,,,105,2,NOK,5.3843393,60,,,,118416896,,,144,1.3139038,105,106,,,60,130,,,,105,101,False,0.0525,,105,OSL,NIDAROS SPAREBANK,Nidaros Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,NISB-ME.OL,finmb_213538882,no_market,,,,0.30091998,,,,,,1127780,,,421.29,,,,1577750400,,27121000,19.501,,,0.24923448,,1640908800,1593475200,,,,,,,,,,0.581,,,,,,,,https://logo.clearbit.com/nidaros-sparebank.no,,,,,8380deb5-13e1-3a0f-8f92-109b5d0c617c,
NOM,0250,Basic Materials,7,"Nordic Mining ASA, together with its subsidiaries, engages in the exploration, extraction, and production of industrial minerals and metals in Norway and internationally. The company primarily explores for rutile, garnet, quartz, lithium/lithium carbonate, and nickel deposits, as well as seabed massive sulfides and other seabed mineral deposits. Its flagship project is the EngebÃ¸ project located in the Naustdal in Sunnfjord municipality in Vestland county on the west coast of Norway. Nordic Mining ASA was founded in 2006 and is based in Oslo, Norway.",Oslo,47 22 94 77 90,Norway,[],http://www.nordicmining.com,1,Vika Atrium,Other Industrial Metals & Mining,Entrance A 5th Floor Munkedamsveien 45,2.36,2.37,2.0307553,,0,,2.4,,466698,,2.36,2.352,,2.37,,466698,,,,,,,,,2.37,4,NOK,,40909,,,,470030976,,,1023148,,2.37,2.39,,,40909,3.8,,,,1.25,2.38,False,,,2.4,OSL,NORDIC MINING ASA,Nordic Mining ASA,Europe/Oslo,CEST,False,7200000,EQUITY,NOM.OL,finmb_27206332,no_market,,,,0,-6.974,0.125031,,-0.18,,197492000,,,0.819,,,,1577750400,0.06196,-89159000,-0.511,,,2.905983,0.19563,1640908800,1593475200,,,168300757,429849344,,1481155200,1:6,,,,,,,,,,,https://logo.clearbit.com/nordicmining.com,47 22 94 77 91,,,,f23ff91d-2d02-3d64-be44-2a1aa0e4e9fe,
