ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
SSO,Scatec Solar,Utilities,193.4,193.3,193.4,2739,,26622.73,0.0786,0.0568,0.1983,0.5672,0.6358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCHA,Schibsted ser. A,Communication services,391.5,391.4,391.6,2041,,40896.07,0.0346,0.0158,0.0662,0.4757,0.4299,0105,Communication Services,5006.0,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1.0,Akersgata 55,Publishing,Sentrum PO Box 490,378.4,378.3,268.36862,0.0052854125,0.0,,392.9,,132158.0,,378.4,365.55884,2.0,378.3,,132158.0,,,,,1588809600.0,0.898192,,,378.3,2.0,NOK,196392.0,,,,87739457536.0,,,178356.0,4.5783477,378.3,392.8,,121500.0,196392.0,392.9,45.735977,,,170.0,392.4,False,,7700.0,392.9,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,True,7200000.0,EQUITY,SCHA.OL,finmb_878146,no_market,,5.231,,0.03313,38.159,,,8.56,,104460000.0,,,45.603,,,,1577750400.0,0.52269,635000000.0,2.698,,,8.584961,0.30409,1640908800.0,1593475200.0,,,166450463.0,100244848640.0,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,47 23 10 66 01,145.10748,,,,a21658e3-6dae-3714-b154-d6774d6e582d,
SCHB,Schibsted ser. B,Communication services,355.6,355.6,359.2,1366,,46000.38,0.016,-0.0095,0.0692,0.4122,0.3625,0105,Communication Services,5006.0,"Schibsted ASA, together with its subsidiaries, operates as a media company. The company operates through Marketplaces, Publishing, and Growth segments. It operates online marketplaces that connect buyers and sellers; offers online classifieds services; and publishes printed and online newspapers, and subscription-based newspapers. The company is also involved in printing and distribution, as well as online consumer finance and price comparison activities. It operates in Norway, Sweden, France, Spain, other European countries, and internationally. The company was founded in 1839 and is headquartered in Oslo, Norway.",Oslo,47 23 10 66 00,Norway,[],http://www.schibsted.com,1.0,Akersgata 55,Publishing,Sentrum PO Box 490,350.0,342.0,248.7853,0.005714285699999999,0.0,,361.6,,99528.0,,350.0,335.17647999999997,2.0,342.0,,99528.0,,,,,1557100800.0,0.898192,,,342.0,2.0,NOK,122748.0,,,,86160457728.0,,,102018.0,4.495953599999999,342.0,357.8,,19800.0,122748.0,361.6,,,,164.4,357.6,False,,49700.0,361.6,OSL,SCHIBSTED ASA,Schibsted ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,SCHB.OL,finmb_878146,no_market,,4.8839999999999995,,0.03313,35.626,,,,,129360000.0,,,45.603,,,,1577750400.0,0.49286997,635000000.0,2.698,,,7.797733,0.26550999999999997,1640908800.0,1593475200.0,,,166450463.0,93589921792.0,,,,,,0.738,,,,,,,,https://logo.clearbit.com/schibsted.com,47 23 10 66 01,131.80135,,,,b1a894a0-8db7-323e-bced-65ce26c26d75,
SBX,SeaBird Exploration,Energy,4.08,3.9,4.04,95,LP,109.94,0.08800000000000001,0.1087,-0.0664,-0.6389,-0.7243,4001,Energy,460.0,"SeaBird Exploration Plc, through its subsidiaries, provides marine 2D and 3D seismic data for the oil and gas industry in Europe, Africa, the Middle East, North and South America, and the Asia Pacific. The company offers 2D seismic, and 3D and 3D shallow water acquisition services; and operates source vessels that provide conventional undershoot, 4D repeat survey, wide azimuth, push reverse, long term charter and vessel management, and spot charter services. As of December 31, 2019, it had an active fleet of 6 vessels. The company was incorporated in 2000 and is headquartered in Limassol, Cyprus.",Limassol,,Cyprus,[],http://www.sbexp.com,1.0,Matrix Tower II,Oil & Gas Equipment & Services,Spyrou Kyprianou 15,3.75,3.8,2.7941572999999997,,0.0,,4.2,,46424.0,,3.75,4.1276470000000005,,3.8,,46424.0,,,,,,2.793373,,,3.6,4.0,NOK,163175.0,,,,109942128.0,,,57955.0,1.664302,3.6,4.04,,,163175.0,5.35,,,,0.17600000000000002,3.85,False,,,4.2,OSL,SEABIRD EXPL PLC,SeaBird Exploration Plc,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBX.OL,finmb_26654204,no_market,,1.5930000000000002,,-0.34057,-25.438000000000002,,,-0.01,,26946600.0,,,1.521,,,,1577750400.0,0.060829999999999995,-22498000.0,-0.8,,,2.6824458,0.28686002,1640908800.0,1593475200.0,,,21850974.0,105263640.0,,1591228800.0,1:20,,,,,,,,,,,https://logo.clearbit.com/sbexp.com,,,,,,8ccc4807-977c-304d-b7ae-dfeb13660bc6,
SDRL,Seadrill,Energy,2.41,2.41,2.46,111,,240.56,0.0084,-0.052000000000000005,-0.3317,-0.8826,-0.8893000000000001,HM 08,Energy,4538.0,"Seadrill Limited, an offshore drilling contractor, provides offshore drilling services to the oil and gas industry worldwide. It operates in three segments: Floaters, Jack-up Rigs, and Other. The Floaters segment offers drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relates to semi-submersible rigs and drill ships for harsh and benign environments in mid, deep, and ultra-deep waters. The Jack-up Rigs segment provides drilling, completion, and maintenance services for offshore exploration and production wells. Its drilling contracts relate to jack-up rigs for operations in harsh and benign environment in shallow waters. The Other segment offers management services to third parties and related parties. The company operates a fleet of 35 drilling units, including 7 drill ships, 12 semi-submersible rigs, and 16 jack-up rigs. It serves oil super-majors, state-owned national oil companies, and independent oil and gas companies. Seadrill Limited was founded in 2005 and is based in Hamilton, Bermuda.",Hamilton,441 295 6935,Bermuda,[],http://www.seadrill.com,1.0,Par-la-Ville Place,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,2.386,2.562,4.557978,,0.0,,2.562,,1485234.0,,2.386,3.1287646000000002,,2.562,,1485234.0,,,,,,2.599817,,,2.4,4.0,NOK,205089.0,,,,229244864.0,,,725310.0,0.21226376,2.4,2.4619999999999997,,,205089.0,24.36,,,,2.1,2.412,False,,,2.562,OSL,SEADRILL LTD,Seadrill Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,SDRL.OL,finmb_22532593,no_market,,5.961,,-2.28333,47.684,,,-6.6,,100330000.0,,,-2.352,,,,1577750400.0,0.37392,-2465999872.0,-24.66,,,,0.27479000000000003,1640908800.0,1593475200.0,,,75973804.0,6437387264.0,,,,,,,,,,,,,,https://logo.clearbit.com/seadrill.com,441 295 3494,,,,,f34cf53e-3abd-370d-b16d-49b3354d00b7,
SSG,Self Storage Group,Industrials,23.9,23.8,24.2,26,,2015.45,-0.0124,-0.0165,-0.044,-0.1555,0.1381,278,Industrials,56.0,"Self Storage Group ASA engages in the rental of self-storage units to private individuals and businesses in Norway, Sweden, and Denmark. The company operates through OK Minilager, City Self-Storage, and Property segments. It operates climate controlled storage units and container based storage units. The company also retails storage ancillary goods, such as boxes, tapes, and bubble-wraps; distributes insurance products; and invests in real estate properties. As of July 2, 2020, it operated 113 facilities with a total lettable area of 140,300 square meters across Scandinavia. The company was founded in 1993 and is headquartered in Oslo, Norway.",Oslo,47 92 42 94 38,Norway,[],http://www.selfstoragegroup.no,1.0,Karenslyst AllE 2,Specialty Business Services,,24.2,24.2,24.675,,0.0,,24.4,,6377.0,,24.2,24.470589,,24.2,,6377.0,,,,,,0.859223,,,23.8,2.0,NOK,12166.0,,,,1998933888.0,,,25607.0,6.982760400000001,23.8,24.1,,0.0,12166.0,33.0,27.159090000000003,,,20.0,23.7,False,,0.0,24.4,OSL,SELF STORAGE GROUP,Self Storage Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,SSG.OL,finmb_540146654,no_market,,10.079,,0.21461999999999998,16.942,,,0.88,,84328600.0,,,12.777000000000001,,,,1577750400.0,0.52766997,61438000.0,0.737,,,1.8705486,0.46776,1640908800.0,1593475200.0,,,38178080.0,2885307648.0,,,,,,-0.35,,,,,,,,https://logo.clearbit.com/selfstoragegroup.no,,32.428764,,,,c6cbba01-08d5-33e4-af37-a0c8cde4dcfd,
SBO,Selvaag Bolig,Real estate,52.6,51.8,52.6,172,,4898.18,0.0395,-0.0075,-0.0075,0.0918,0.5842,0380,Real Estate,87.0,"Selvaag Bolig ASA, a housing development company, engages in the development, construction, and sale of residential properties in Greater Oslo, Bergen, Stavanger, Trondheim, and Stockholm. The company offers its properties under the Start, Home, and Pluss brands. The company was founded in 2008 and is headquartered in Oslo, Norway. Selvaag Bolig ASA is a subsidiary of Selvaag AS.",Oslo,47 23 13 70 00,Norway,[],http://www.selvaagboligasa.no,1.0,Silurveien 2,Real Estate Services,,50.6,50.6,49.1125,0.08893281,0.1993,,52.7,,30557.0,,50.6,52.52794300000001,4.5,50.6,,30557.0,,,,4.5,1597968000.0,0.592168,,,50.6,2.0,NOK,35896.0,,,,4898180096.0,,,70959.0,1.7253948000000001,50.6,52.5,,199000.0,35896.0,77.0,10.756646,,6.9,38.95,52.3,False,0.0889,2400.0,52.7,OSL,SELVAAG BOLIG AS,Selvaag Bolig ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBO.OL,finmb_104553470,no_market,,2.4459999999999997,,0.57728,11.335,,,4.89,,93121296.0,,,25.447,,,,1577750400.0,0.21912001,1638814976.0,17.180999999999997,,,2.0670412000000002,0.57431,1640908800.0,1593475200.0,,,37854196.0,6944826880.0,,,,,,-0.768,,,,,,,,https://logo.clearbit.com/selvaagboligasa.no,,3.0615213,,,,a7d9d772-1147-377d-a6d7-d4a6ebbfa4eb,
SHLF,Shelf Drilling,Energy,2.52,2.51,2.57,77,,343.18,0.008,-0.027000000000000003,-0.15439999999999998,-0.8584,-0.8909,,Energy,2160.0,"Shelf Drilling, Ltd., through its subsidiaries, operates as a shallow water offshore drilling contractor in the Middle East, North Africa, the Mediterranean, South East Asia, India, and West Africa. It provides equipment and services for the drilling, completion, and well maintenance of shallow water offshore oil and natural gas wells. The company serves government owned or controlled energy companies, and integrated oil companies or independent exploration and production companies. As of December 31, 2019, it owned 32 independent-leg cantilever jack-up rigs. The company was founded in 2012 and is headquartered in Dubai, the United Arab Emirates.",Dubai,971 4 567 3400,United Arab Emirates,[],http://www.shelfdrilling.com,1.0,One JLT,Oil & Gas Drilling,Floor 12 Jumeirah Lakes Towers PO Box 212201,2.5,2.73,4.1036496,,0.0,,2.73,,275740.0,,2.5,2.9368572,,2.73,,275740.0,,,,,,1.32861,,,2.52,4.0,NOK,260747.0,,,,343178624.0,,,567659.0,0.5462679,2.52,2.55,,0.0,260747.0,25.0,-5.4782605,,,2.42,2.51,False,,0.0,2.73,OSL,SHELF DRILLING LTD,"Shelf Drilling, Ltd.",Europe/Oslo,CEST,False,7200000.0,EQUITY,SHLF.OL,finmb_264429554,no_market,,2.1180000000000003,,-0.45056999999999997,9.07,,,-0.46,,136182000.0,,,2.823,,,,1577750400.0,0.61056,-283057984.0,-2.0669999999999997,,,0.89266735,0.19802,1640908800.0,1593475200.0,,,79140910.0,1330761472.0,,,,,,,,,,,,,,https://logo.clearbit.com/shelfdrilling.com,971 4 567 3401,,,,,251b3927-5ac6-3469-b7d9-67c98b0169c8,
SIOFF,Siem Offshore,Energy,0.93,0.81,0.94,2,,864.63,,0.0632,-0.0464,-0.2659,-0.2829,4610,Energy,1102.0,"Siem Offshore Inc., together with its subsidiaries, owns and operates offshore support vessels for the offshore energy service industry. It operates platform supply vessels (PSVs); offshore subsea construction vessels (OSCVs); anchor-handling tug supply vessels (AHTS vessels); other vessels, including fast crew, fast supply, and oil spill recovery vessels; and scientific core-drilling and others. As of March 31, 2020, it had a fleet of 33 vessels, which included seven PSVs, four OSCVs, ten AHTS vessels, two well-intervention vessels, one scientific core-drilling vessel, five Brazilian flagged vessels, and three Canadian flagged vessels comprising AHTS vessels and PSVs. It operates in Norway, North Sea, the Arctic Ocean, Northern Pacific Ocean, West Africa, Australia, South East Asia, Canada, and Brazil. The company was founded in 2005 and is headquartered in Kristiansand, Norway. Siem Offshore Inc. is a subsidiary of Siem Europe S.a r.l.",Kristiansand,47 38 60 04 00,Norway,[],http://www.siemoffshore.com,1.0,Nodeviga 14,Oil & Gas Midstream,,0.935,0.85,0.8991241,,0.0,,0.925,,182311.0,,0.935,0.9112857,,0.85,,182311.0,,,,,1399334400.0,0.709036,,,0.85,4.0,NOK,4054.0,,,,864633600.0,,,76470.0,3.2461822,0.85,0.89,,137000.0,4054.0,2.0,-46.25,,,0.6,0.85,False,,132200.0,0.925,OSL,SIEM OFFSHORE INC,Siem Offshore Inc.,Europe/Oslo,CEST,False,7200000.0,EQUITY,SIOFF.OL,finmb_23954324,no_market,,6.885,,-1.17231,19.893,,,-0.02,,934739008.0,,,0.092,,,,1577750400.0,0.00196,-312263008.0,-0.33299999999999996,,,10.054348,0.97419,1640908800.0,1593475200.0,,,30500526.0,1833850880.0,,,,,,,,,,,,,,https://logo.clearbit.com/siemoffshore.com,47 37 40 62 86,,,,,a3c28fbe-b1c0-3929-ae8a-638a1b89f2da,
SIKRI-ME,Sikri Holding,Information technology,103.6,103.6,105.0,27,,1527.22,-0.0133,-0.0037,-0.0038,,,1366,Technology,,"Sikri Holding AS provides case processing, and document management and archiving solutions to the public sector in Norway. Its products include Elements Sak-Arkiv, a case archive system for the management of public services; Elements eByggesak, a case management tool specially adapted for construction case processing; and Elements RiskManager, an electronic quality system that supports the business with quality and management processes, non-conformance management, notifications, and risk assessments for both the public and private sectors. The company's products also comprise Elements Cloud that supports external login, as well as integrates login solutions in the market, such as ADFS and SAML-based identity solutions; and Elements Lekdommer, a web-based solution for municipalities in connection with the election, updating, and exemption treatment of co-judges in the district court and co-judges and storage members in the storage court. In addition, it offers courses and training, consulting, and support, as well as provides personal counseling of key resources. The company was founded in 2000 and is based in Lysaker, Norway.",Lysaker,47 90 53 00 49,Norway,[],http://www.sikri.no,1.0,Vollsveien 4A,Information Technology Services,,105.0,104.0,104.809784,,,,104.0,,4295.0,,105.0,108.846855,,104.0,,4295.0,,,,,,,,,101.0,2.0,NOK,5099.0,,,,1541764864.0,,,8618.0,,101.0,104.0,,,5099.0,135.0,,,,87.0,103.6,False,,,104.0,OSL,SIKRI HOLDING AS,Sikri Holding AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,SIKRI-ME.OL,finmb_665908878,no_market,,,,0.0,,,,,,14741500.0,,,4.162,,,,,,,,,,24.891878,,,1593475200.0,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/sikri.no,,,,,,b6cf3402-2981-3a2a-bc32-abacced18a98,
SKUE,Skue Sparebank,Equity certificates,165.0,162.0,166.0,5,LP,342.09,0.0,,-0.0351,0.1401,0.3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOFTOX-ME,SoftOx Solutions,Health care,53.5,52.5,53.5,93,,418.9,0.0,-0.0093,-0.0093,0.7484000000000001,,0275,Healthcare,12.0,"SoftOx Solutions AS, together with its subsidiaries, operates as a medtech company in Norway. Its SoftOx technology kills the microorganisms in biofilms by acting on various microbial components. The company engages in the development of SoftOx Wound Irrigation Solution that is under preclinical studies for the prevention and treatment of infections on breached or compromised skin, including acute wounds and skin lesions in patients with eczema; and SoftOx Biofilm Eradicator, which is in preclinical studies to treat biofilm infections in non-healing chronic wounds. The company was founded in 2012 and is headquartered in Oslo, Norway.",Oslo,47 97 75 90 71,Norway,[],http://www.soft-ox.com,1.0,Hoffsveien 1A,Biotechnology,,53.5,53.0,72.29635,,0.0,,53.5,,27319.0,,53.5,54.297142,,53.0,,27319.0,,,,,,-6.182229,,,51.0,2.0,NOK,22387.0,,,,410874112.0,,,53114.0,101.49975,51.0,53.5,,,22387.0,116.0,,,,18.0,53.0,False,,,53.5,OSL,SOFTOX SOLUTIONS,SoftOx Solutions AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,SOFTOX-ME.OL,finmb_545902392,no_market,,84.396,,0.0,-14.763,,,,,7751000.0,,,10.206,,,,1577750400.0,,-19330244.0,-2.494,,,5.2420144,,1640908800.0,1585612800.0,,,5100391.0,341636992.0,,1530489600.0,50:1,,,,,,,,,,,https://logo.clearbit.com/soft-ox.com,,,,,,101cdf12-74dc-3bc7-9b72-4c9802a2c1d8,
SOGN,Sogn Sparebank,Equity certificates,105.0,101.0,105.0,0,LP,66.41,,,0.0294,-0.0187,0.0606,6885,Financial Services,,"Sogn Sparebank provides banking products and services in Norway. The company offers saving accounts; saving products comprising bank, fund, and retirement savings; and deposit pension products. It also provides loan products for cars and other vehicles, as well as other small loans; and insource products comprising children, auto, death, health, building, holiday home, income, critical health, disability, UNG, and other insurance. In addition, the company offers bell payment products; bank cards; and mobile and online banking services. The company was founded in 1971 and is based in Ãrdalstangen, Norway.",Ãrdalstangen,47 57 64 85 10,Norway,[],http://sognbank.no,1.0,Evensensveg 8,Banks—Regional,,105.0,105.0,99.37132,0.028571429,0.0696,,105.0,,62.0,,105.0,101.27941,3.0,105.0,,62.0,,,,3.0,1586995200.0,0.040361,,,105.0,2.0,NOK,1.0,,,,66412500.0,,,109.0,0.48966658,105.0,105.0,,0.0,1.0,110.0,,,,90.5,98.0,False,0.0286,0.0,105.0,OSL,SOGN SPAREBANK,Sogn Sparebank,Europe/Oslo,CEST,False,7200000.0,EQUITY,SOGN.OL,finmb_9192756,no_market,,-5.2620000000000005,,0.20110999999999998,,,,,,632500.0,,,1467.1689999999999,,,,1577750400.0,0.07202,2174000.0,3.512,,,0.0715664,0.45014998,1640908800.0,1593475200.0,,,368366.0,-713677760.0,,,,,,0.293,,,,,,,,https://logo.clearbit.com/sognbank.no,,29.897493,,,,d0fe10f0-a92f-30e2-859a-ac83025e9a89,
SOLON,Solon Eiendom,Real estate,33.0,32.7,33.0,29,,2420.98,0.0123,-0.0265,0.1,-0.1872,-0.0704,0161,Real Estate,,"Solon Eiendom ASA acquires, develops, and sells residential real estate properties in Norway. The company was formerly known as Bionor Pharma ASA and changed its name to Solon Eiendom ASA. The company was founded in 2006 and is headquartered in Oslo, Norway.",Oslo,47 22 29 66 90,Norway,[],http://www.soloneiendom.no,1.0,Olav Vs gate 5,Real Estate—Development,,32.6,32.5,29.190440999999996,0.061349697,0.0,,33.1,,18039.0,,32.6,30.823529999999998,2.0,32.5,,18039.0,,,,,1557273600.0,0.44345200000000007,,,32.0,2.0,NOK,9999.0,,,,2420978944.0,,,18749.0,1.9993732,32.0,33.6,,0.0,9999.0,40.6,11.827957000000001,,,24.0,33.1,False,,0.0,33.1,OSL,SOLON EIENDOM ASA,Solon Eiendom ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,SOLON.OL,finmb_410651936,no_market,,5.632000000000001,,-0.032060000000000005,52.656000000000006,,,2.79,,73363000.0,,,15.890999999999998,,,,1577750400.0,0.14715999999999999,-38823000.0,-0.542,,,2.0766473000000003,0.64419997,1640908800.0,1593475200.0,,,20251645.0,6819576832.0,,1490572800.0,1:200,,,,,,,,,,,https://logo.clearbit.com/soloneiendom.no,,,,,,abcae3f7-7509-3e50-8a01-ad5b236172c9,
SOFF,Solstad Offshore,Energy,0.53,0.52,0.54,75,,154.45,-0.018500000000000003,-0.0815,-0.269,-0.4542,-0.2608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBVG,SpareBank 1 BV,Equity certificates,36.1,36.2,36.5,22,LP,2273.59,-0.0163,-0.0028000000000000004,-0.0243,-0.0209,0.034,3125,Financial Services,337.0,"SpareBank 1 BV provides various banking products and services for private and corporate customers in Norway. It offers current, deposit, bill, and savings accounts; mortgages; consumer, construction, car, boat, motorcycle, caravan, motorhome, and ATV vehicle loans; and bank guarantees, trade credit, operating credit for agriculture, and factoring services, as well as vehicle and equipment leasing services. The company also provides auto, electric car, motorhome, veteran, boat, moped, snowmobile, tractor, bike, caravan, trailer, and ATV vehicle insurance products; and house, property, costume, hearing aid, bell, travel, valuables, life, children, disability, critical illness, accident, and health insurance products, as well as dog, cat, and horse insurance. In addition, it offers pension and investment products; financial advisory; accounting, payment, and real estate brokerage services; and mobile and electronic banking services. The company was founded in 1859 and is based in TÃ¸nsberg, Norway.",TÃ¸nsberg,47 91 50 24 80,Norway,[],http://www.sparebank1.no/nb/bv,1.0,Anton Jenssens gate 2,Banks—Regional,,36.7,36.5,35.21103,0.08038147,0.6111,,36.5,,15568.0,,36.7,36.614703999999996,2.95,36.5,,15568.0,,,,2.42,1585699200.0,,,,36.1,2.0,NOK,13451.0,,,,2273585152.0,,,12364.0,1.9149672999999998,36.1,36.4,,100000.0,13451.0,44.5,8.7621355,,6.5,28.0,36.2,False,0.0659,380000.0,36.5,OSL,SPAREBANK 1 BV,SpareBank 1 BV,Europe/Oslo,CEST,False,7200000.0,EQUITY,SBVG.OL,finmb_11323750,no_market,,9.094,,0.39726,,,,4.12,,62980200.0,,,82.28,,,,1577750400.0,0.06849,233647008.0,4.83,,,0.43874574,0.51590997,1640908800.0,1593475200.0,,,56475711.0,10796672000.0,,1320624000.0,6:5,,,0.109,,,,,,,,https://logo.clearbit.com/sparebank1.no,,7.4741197,,,,b4cb79f8-d921-3b5d-bc78-0f74db46072f,
NONG,SpareBank 1 Nord-Norge,Equity certificates,64.0,63.9,64.0,208,LP,6425.47,-0.0184,-0.0214,-0.0519,-0.1211,-0.0001,9008,Financial Services,915.0,"SpareBank 1 Nord-Norge provides financial products and services to personal customers, companies, and organizations in Northern Norway. The company offers various savings, lending, and insurance products, as well as payment services. Its activities also include hedging instruments and trading in interest rate and currency instruments; hedging instruments in the commodity derivatives market; sale of Norwegian bonds and certificates, as well as bond market issues; purchase and sale of equities and fund units; and provision of corporate finance, as well as trading and investment advice services. In addition, the company is involved in leasing, consumer financing, real estate brokerage, and accounting operations. It operates through a network of 38 offices across 36 municipalities in Nordland, Troms, Finnmark, and Svalbard. The company was founded in 1836 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 91 50 22 44,Norway,[],http://www.sparebank1.no/nb/nord-norge,1.0,SjÃ¸gata 8,Banks—Regional,,65.2,65.2,61.606987,0.061349697,0.2712,,65.2,,149320.0,,65.2,66.36176,4.0,65.2,,149320.0,,,,4.0,1585267200.0,0.722891,,,63.9,2.0,NOK,89013.0,,,,6425472000.0,,,108097.0,1.8049079,63.9,64.2,,86400.0,89013.0,81.0,9.329446,,5.64,46.35,63.9,False,0.061300002,141000.0,65.2,OSL,SPAREBK 1 NORD-NOR,SpareBank 1 Nord-Norge,Europe/Oslo,CEST,False,7200000.0,EQUITY,NONG.OL,finmb_4509224,no_market,,8.886000000000001,,0.42388000000000003,,,,6.86,,100398000.0,,,141.245,,,,1577750400.0,0.25226,689000000.0,6.807,,,0.4531134,0.09822,1640908800.0,1593475200.0,,,95209320.0,31635480576.0,,1301529600.0,4:3,,,-0.12300000000000001,,,,,,,,https://logo.clearbit.com/sparebank1.no,,9.402086,,,,0eaa2134-341b-36b7-a162-fec9e91edee8,
SNOR,SpareBank 1 Nordvest,Equity certificates,109.0,109.0,110.0,2,,243.13,,0.0093,-0.0091,0.0051,0.0703,6509,Financial Services,148.0,"Sparebank 1 Nordvest provides various banking services in Norway. The company offers savings and deposit accounts; car, motorcycle, boat, and construction loans; and mortgages. It also provides business insurance products, which include liability, auto, mortgage, operating loss, asset, commercial, and project insurance products; personal insurance products, such as life, travel, and accidental insurance products; pension products; bank cards; payment and debt collection services; and mobile and online banking services. In addition, the company offers bank guarantees, trade credit products, and operating credit products for agriculture, as well as factoring, leasing, and repayment products and services. The company was founded in 1835 and is based in Kristiansund, Norway. Sparebank 1 Nordvest is a subsidiary of SpareBank 1 Gruppen AS.",Kristiansund,47 91 50 39 00,Norway,[],http://www.sparebank1.no/nb/nordvest,1.0,Langveien 21,Banks—Regional,,110.0,109.0,108.74632,0.05909091,0.65389997,,109.0,,750.0,,110.0,109.64706000000001,6.5,109.0,,750.0,,,,6.5,1585785600.0,0.108252,,,109.0,2.0,NOK,91.0,,,,244440128.0,,,297.0,0.5796376,109.0,110.0,,0.0,91.0,128.0,9.511344,,,95.0,107.0,False,0.0591,0.0,109.0,OSL,SPAREBK 1 NORDVEST,Sparebank 1 Nordvest,Europe/Oslo,CEST,False,7200000.0,EQUITY,SNOR.OL,finmb_49703696,no_market,,8.402999999999999,,0.33244,,,,11.46,,2242570.0,,,993.341,,,,1577750400.0,0.05173,22056000.0,9.935,,,0.1097307,0.50136,1640908800.0,1593475200.0,,,1234900.0,3543807488.0,,,,,,-0.031,,,,,,,,https://logo.clearbit.com/sparebank1.no,47 71 58 01 50,10.971313,,,,395299a7-1e64-35a5-817a-5edb041835b0,
